"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,random,hdf5,0.0876309457815091,3474841840.00578,17,NA
2,1e+05,1000,0.01,2,random,hdf5,0.0876309457815091,3474841840.00578,17,NA
1,1e+05,1000,0.01,3,random,hdf5,0.224703986299829,1595090071.03466,26,NA
2,1e+05,1000,0.01,3,random,hdf5,0.224703986299829,1595090071.03466,26,NA
1,1e+05,1000,0.01,4,random,hdf5,0.345839155306783,1122039753.14939,24,NA
2,1e+05,1000,0.01,4,random,hdf5,0.345839155306783,1122039753.14939,24,NA
1,1e+05,1000,0.01,5,random,hdf5,0.418590422580231,749149018.533347,25,NA
2,1e+05,1000,0.01,5,random,hdf5,0.418590422580231,749149018.533347,25,NA
1,1e+05,1000,0.01,6,random,hdf5,0.500786600561593,593838803.582327,23,NA
2,1e+05,1000,0.01,6,random,hdf5,0.500786600561593,593838803.582327,23,NA
1,1e+05,1000,0.01,7,random,hdf5,0.557727198936041,401575669.910314,23,NA
2,1e+05,1000,0.01,7,random,hdf5,0.557727198936041,401575669.910314,23,NA
1,1e+05,1000,0.01,8,random,hdf5,0.584110580217179,336617989.150047,18,NA
2,1e+05,1000,0.01,8,random,hdf5,0.584110580217179,336617989.150047,18,NA
1,1e+05,1000,0.01,9,random,hdf5,0.644424490983517,303858794.464982,25,NA
2,1e+05,1000,0.01,9,random,hdf5,0.644424490983517,303858794.464982,25,NA
1,1e+05,1000,0.01,10,random,hdf5,0.701436552428896,272530263.173501,32,NA
2,1e+05,1000,0.01,10,random,hdf5,0.701436552428896,272530263.173501,32,NA
1,1e+05,1000,0.01,11,random,hdf5,0.722247287224342,252834324.232049,30,NA
2,1e+05,1000,0.01,11,random,hdf5,0.722247287224342,252834324.232049,30,NA
1,1e+05,1000,0.01,12,random,hdf5,0.706920180460663,242012275.999837,24,NA
2,1e+05,1000,0.01,12,random,hdf5,0.706920180460663,242012275.999837,24,NA
1,1e+05,1000,0.01,13,random,hdf5,0.75061743693802,222276497.043577,34,NA
2,1e+05,1000,0.01,13,random,hdf5,0.75061743693802,222276497.043577,34,NA
1,1e+05,1000,0.01,14,random,hdf5,0.686536030595649,223007428.6264,18,NA
2,1e+05,1000,0.01,14,random,hdf5,0.686536030595649,223007428.6264,18,NA
1,1e+05,1000,0.01,15,random,hdf5,0.779773138123621,201686792.603966,35,NA
2,1e+05,1000,0.01,15,random,hdf5,0.779773138123621,201686792.603966,35,NA
1,1e+05,1000,0.01,16,random,hdf5,0.776684501261441,194211588.524072,23,NA
2,1e+05,1000,0.01,16,random,hdf5,0.776684501261441,194211588.524072,23,NA
