"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,random,mbkmeans,0.0868912325073,3783583267.83923,24,NA
2,1e+05,1000,0.01,2,random,mbkmeans,0.0887094145382949,3705696026.34278,22,NA
3,1e+05,1000,0.01,2,random,mbkmeans,0.0874785710482685,3539634517.51397,26,NA
4,1e+05,1000,0.01,2,random,mbkmeans,0.087664005545242,3499334119.14659,25,NA
5,1e+05,1000,0.01,2,random,mbkmeans,0.0878632426839591,3525563584.80131,12,NA
6,1e+05,1000,0.01,2,random,mbkmeans,0.0871619534002952,3554145951.61511,25,NA
7,1e+05,1000,0.01,2,random,mbkmeans,0.0866640037921847,3755048668.76374,23,NA
8,1e+05,1000,0.01,2,random,mbkmeans,0.0874588652966228,3611738743.07115,33,NA
9,1e+05,1000,0.01,2,random,mbkmeans,0.0866304000234196,3456390229.07439,24,NA
10,1e+05,1000,0.01,2,random,mbkmeans,0.0874223077960314,3504944101.97282,20,NA
1,1e+05,1000,0.01,3,random,mbkmeans,0.225172494968123,1596944725.21672,19,NA
2,1e+05,1000,0.01,3,random,mbkmeans,0.224664454706913,1625530501.43861,18,NA
3,1e+05,1000,0.01,3,random,mbkmeans,0.225002892192042,1689526069.05798,24,NA
4,1e+05,1000,0.01,3,random,mbkmeans,0.215290346091457,1692553556.61971,17,NA
5,1e+05,1000,0.01,3,random,mbkmeans,0.221649618274486,1622247541.97302,27,NA
6,1e+05,1000,0.01,3,random,mbkmeans,0.223124369001226,1647048811.42442,24,NA
7,1e+05,1000,0.01,3,random,mbkmeans,0.223513814321554,1586655703.29631,27,NA
8,1e+05,1000,0.01,3,random,mbkmeans,0.225114206526383,1664862193.3398,13,NA
9,1e+05,1000,0.01,3,random,mbkmeans,0.22474884939093,1673993452.28698,20,NA
10,1e+05,1000,0.01,3,random,mbkmeans,0.225472980251906,1531445790.81546,24,NA
1,1e+05,1000,0.01,4,random,mbkmeans,0.343911846829219,1142749007.40278,23,NA
2,1e+05,1000,0.01,4,random,mbkmeans,0.345563810651468,1160223099.46778,29,NA
3,1e+05,1000,0.01,4,random,mbkmeans,0.346004759857367,1159064006.46961,24,NA
4,1e+05,1000,0.01,4,random,mbkmeans,0.345122826981201,1131888826.96275,20,NA
5,1e+05,1000,0.01,4,random,mbkmeans,0.344560358241499,1173251517.38743,13,NA
6,1e+05,1000,0.01,4,random,mbkmeans,0.332025834076787,1158974488.28782,15,NA
7,1e+05,1000,0.01,4,random,mbkmeans,0.346955131084353,1093334497.7026,19,NA
8,1e+05,1000,0.01,4,random,mbkmeans,0.330622639445761,1148754026.03436,30,NA
9,1e+05,1000,0.01,4,random,mbkmeans,0.332273489472375,1174758812.52843,15,NA
10,1e+05,1000,0.01,4,random,mbkmeans,0.345461626667967,1172851569.80667,21,NA
1,1e+05,1000,0.01,5,random,mbkmeans,0.417527792934554,735077125.660064,14,NA
2,1e+05,1000,0.01,5,random,mbkmeans,0.41496717220968,778541176.657058,25,NA
3,1e+05,1000,0.01,5,random,mbkmeans,0.420705165190852,774209692.937773,23,NA
4,1e+05,1000,0.01,5,random,mbkmeans,0.418801858106587,790987721.055476,42,NA
5,1e+05,1000,0.01,5,random,mbkmeans,0.422732176208846,758813143.329304,32,NA
6,1e+05,1000,0.01,5,random,mbkmeans,0.420471375091011,743849614.356508,30,NA
7,1e+05,1000,0.01,5,random,mbkmeans,0.419171089458807,734939664.080785,31,NA
8,1e+05,1000,0.01,5,random,mbkmeans,0.419946020964217,726335932.448941,16,NA
9,1e+05,1000,0.01,5,random,mbkmeans,0.415411654078888,747403660.56799,21,NA
10,1e+05,1000,0.01,5,random,mbkmeans,0.422964146162711,769325739.893646,18,NA
1,1e+05,1000,0.01,6,random,mbkmeans,0.462491450136848,567672121.535203,35,NA
2,1e+05,1000,0.01,6,random,mbkmeans,0.496656200881987,564139362.612759,32,NA
3,1e+05,1000,0.01,6,random,mbkmeans,0.463157984609727,570407578.954257,23,NA
4,1e+05,1000,0.01,6,random,mbkmeans,0.463450329044594,552595423.133063,22,NA
5,1e+05,1000,0.01,6,random,mbkmeans,0.463349709943741,559681967.404376,19,NA
6,1e+05,1000,0.01,6,random,mbkmeans,0.464419007981716,556580948.771553,18,NA
7,1e+05,1000,0.01,6,random,mbkmeans,0.463509502038809,516594311.808123,15,NA
8,1e+05,1000,0.01,6,random,mbkmeans,0.503225750899853,595940750.145527,39,NA
9,1e+05,1000,0.01,6,random,mbkmeans,0.461966531179476,556248129.155908,23,NA
10,1e+05,1000,0.01,6,random,mbkmeans,0.462981093504576,551664611.230685,34,NA
1,1e+05,1000,0.01,7,random,mbkmeans,0.556372045703977,405344942.431631,29,NA
2,1e+05,1000,0.01,7,random,mbkmeans,0.555135667464586,416540457.774909,23,NA
3,1e+05,1000,0.01,7,random,mbkmeans,0.556914061612712,410214267.24019,22,NA
4,1e+05,1000,0.01,7,random,mbkmeans,0.556349887407334,402610121.1305,19,NA
5,1e+05,1000,0.01,7,random,mbkmeans,0.557544176805032,390009396.342994,30,NA
6,1e+05,1000,0.01,7,random,mbkmeans,0.55711912686621,409387530.765845,23,NA
7,1e+05,1000,0.01,7,random,mbkmeans,0.556035144477242,398248291.079901,20,NA
8,1e+05,1000,0.01,7,random,mbkmeans,0.556974728079151,386534894.455725,16,NA
9,1e+05,1000,0.01,7,random,mbkmeans,0.55490953000464,412110597.158208,28,NA
10,1e+05,1000,0.01,7,random,mbkmeans,0.555015073775582,404994240.857085,31,NA
1,1e+05,1000,0.01,8,random,mbkmeans,0.58021598619717,331101938.866394,23,NA
2,1e+05,1000,0.01,8,random,mbkmeans,0.581790742497939,334978463.620968,23,NA
3,1e+05,1000,0.01,8,random,mbkmeans,0.583093900572012,335030895.043374,15,NA
4,1e+05,1000,0.01,8,random,mbkmeans,0.598048610127413,391683066.190987,33,NA
5,1e+05,1000,0.01,8,random,mbkmeans,0.583094303141512,333395660.146377,24,NA
6,1e+05,1000,0.01,8,random,mbkmeans,0.582472255238799,365976893.543714,23,NA
7,1e+05,1000,0.01,8,random,mbkmeans,0.583528891965046,332329639.506113,16,NA
8,1e+05,1000,0.01,8,random,mbkmeans,0.584086174575331,332631202.579353,25,NA
9,1e+05,1000,0.01,8,random,mbkmeans,0.609029677513141,367314902.659091,21,NA
10,1e+05,1000,0.01,8,random,mbkmeans,0.582032367693104,327674001.538989,17,NA
1,1e+05,1000,0.01,9,random,mbkmeans,0.612917543785959,309239688.904214,24,NA
2,1e+05,1000,0.01,9,random,mbkmeans,0.631373116126268,307361964.565082,25,NA
3,1e+05,1000,0.01,9,random,mbkmeans,0.61160863785029,313220302.806289,21,NA
4,1e+05,1000,0.01,9,random,mbkmeans,0.62977895804239,308659761.794507,18,NA
5,1e+05,1000,0.01,9,random,mbkmeans,0.63343968198541,299510359.055883,35,NA
6,1e+05,1000,0.01,9,random,mbkmeans,0.641495659498669,293105220.577287,14,NA
7,1e+05,1000,0.01,9,random,mbkmeans,0.631880147832076,312032808.919566,23,NA
8,1e+05,1000,0.01,9,random,mbkmeans,0.642759188438829,301730720.922306,25,NA
9,1e+05,1000,0.01,9,random,mbkmeans,0.643142244263874,309857503.340077,21,NA
10,1e+05,1000,0.01,9,random,mbkmeans,0.631272795075159,307893726.273211,23,NA
1,1e+05,1000,0.01,10,random,mbkmeans,0.666662709004011,270553133.159185,19,NA
2,1e+05,1000,0.01,10,random,mbkmeans,0.699306714069153,280981569.127492,25,NA
3,1e+05,1000,0.01,10,random,mbkmeans,0.626776139023781,292372381.01525,15,NA
4,1e+05,1000,0.01,10,random,mbkmeans,0.677004616843361,263754547.844572,24,NA
5,1e+05,1000,0.01,10,random,mbkmeans,0.704257807204545,266126373.329931,22,NA
6,1e+05,1000,0.01,10,random,mbkmeans,0.697688695946425,275023310.897414,26,NA
7,1e+05,1000,0.01,10,random,mbkmeans,0.700826146438662,277871204.412003,20,NA
8,1e+05,1000,0.01,10,random,mbkmeans,0.676818867138186,276686253.05204,24,NA
9,1e+05,1000,0.01,10,random,mbkmeans,0.67944179453512,267264948.368695,17,NA
10,1e+05,1000,0.01,10,random,mbkmeans,0.623402742364878,286824277.807911,19,NA
1,1e+05,1000,0.01,11,random,mbkmeans,0.741294160436647,240638694.26694,25,NA
2,1e+05,1000,0.01,11,random,mbkmeans,0.743357547284996,243723695.335149,25,NA
3,1e+05,1000,0.01,11,random,mbkmeans,0.701875755732111,242267905.081786,25,NA
4,1e+05,1000,0.01,11,random,mbkmeans,0.743569994880771,241658199.369755,26,NA
5,1e+05,1000,0.01,11,random,mbkmeans,0.659334912323085,270777669.700708,18,NA
6,1e+05,1000,0.01,11,random,mbkmeans,0.702137161215711,246211120.939695,16,NA
7,1e+05,1000,0.01,11,random,mbkmeans,0.725361447560983,262990468.471269,25,NA
8,1e+05,1000,0.01,11,random,mbkmeans,0.741371369074211,246666013.030767,43,NA
9,1e+05,1000,0.01,11,random,mbkmeans,0.705064727385389,247434837.420474,28,NA
