"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,kmeans++,hdf5,0.0871283641949519,3302796296.37346,13,NA
2,1e+05,1000,0.01,2,kmeans++,hdf5,0.114736370245021,3829138008.92679,26,NA
3,1e+05,1000,0.01,2,kmeans++,hdf5,0.110271246252423,3615006183.55523,24,NA
4,1e+05,1000,0.01,2,kmeans++,hdf5,0.0880488584504439,3491991427.46568,27,NA
5,1e+05,1000,0.01,2,kmeans++,hdf5,0.0873425806581416,3717340118.2192,16,NA
6,1e+05,1000,0.01,2,kmeans++,hdf5,0.0878435670230863,3327270064.00337,47,NA
7,1e+05,1000,0.01,2,kmeans++,hdf5,0.105091350287815,3603069051.07666,17,NA
8,1e+05,1000,0.01,2,kmeans++,hdf5,0.0870939420927052,3631225738.64515,20,NA
9,1e+05,1000,0.01,2,kmeans++,hdf5,0.086894348720571,3611846775.01175,31,NA
10,1e+05,1000,0.01,2,kmeans++,hdf5,0.0874127890316238,3571668032.07948,20,NA
1,1e+05,1000,0.01,3,kmeans++,hdf5,0.224407713621913,1607467988.69789,32,NA
2,1e+05,1000,0.01,3,kmeans++,hdf5,0.225575106257633,1600601118.94162,22,NA
3,1e+05,1000,0.01,3,kmeans++,hdf5,0.223330218835229,1705487979.57266,14,NA
4,1e+05,1000,0.01,3,kmeans++,hdf5,0.223126311249344,1748022097.08539,21,NA
5,1e+05,1000,0.01,3,kmeans++,hdf5,0.223605046357054,1659258106.12794,17,NA
6,1e+05,1000,0.01,3,kmeans++,hdf5,0.225201652198663,1539331325.10675,19,NA
7,1e+05,1000,0.01,3,kmeans++,hdf5,0.225468557424482,1639008648.63582,33,NA
8,1e+05,1000,0.01,3,kmeans++,hdf5,0.224741366832315,1639684020.61553,18,NA
9,1e+05,1000,0.01,3,kmeans++,hdf5,0.224317227864822,1681263801.65418,23,NA
10,1e+05,1000,0.01,3,kmeans++,hdf5,0.224626409586217,1641159634.76746,20,NA
1,1e+05,1000,0.01,4,kmeans++,hdf5,0.346410689973603,1079176484.46606,23,NA
2,1e+05,1000,0.01,4,kmeans++,hdf5,0.346779104759047,1180890507.74236,15,NA
3,1e+05,1000,0.01,4,kmeans++,hdf5,0.34452039235079,1208639733.05523,13,NA
4,1e+05,1000,0.01,4,kmeans++,hdf5,0.346910907724992,1092021138.09511,19,NA
5,1e+05,1000,0.01,4,kmeans++,hdf5,0.345675946512311,1166820353.06932,21,NA
6,1e+05,1000,0.01,4,kmeans++,hdf5,0.344846923581367,1128567877.457,14,NA
7,1e+05,1000,0.01,4,kmeans++,hdf5,0.343627388396627,1124610365.17128,27,NA
8,1e+05,1000,0.01,4,kmeans++,hdf5,0.345875161527042,1108319651.65594,23,NA
9,1e+05,1000,0.01,4,kmeans++,hdf5,0.346259914002537,1116453756.06496,14,NA
10,1e+05,1000,0.01,4,kmeans++,hdf5,0.347619400948652,1089070580.07172,19,NA
1,1e+05,1000,0.01,5,kmeans++,hdf5,0.420095267139924,790345264.585012,19,NA
2,1e+05,1000,0.01,5,kmeans++,hdf5,0.417303123785547,760555795.699914,19,NA
