"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
2,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
3,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
4,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
5,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
6,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
7,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
8,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
9,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
10,1e+05,1000,0.01,2,random,kmeans,0.0876309457815091,3471511222.85514,1,0
1,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
2,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
3,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
4,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
5,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
6,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
7,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
8,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
9,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
10,1e+05,1000,0.01,2,kmeans++,kmeans,0.0876309457815091,3471511222.85514,1,0
1,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
2,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
3,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
4,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
5,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
6,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
7,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
8,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
9,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
10,1e+05,1000,0.01,3,kmeans++,kmeans,0.225059999612014,1585407691.51117,2,0
1,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
2,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
3,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
4,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
5,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
6,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
7,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
8,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
9,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
10,1e+05,1000,0.01,3,random,kmeans,0.225059999612014,1585407691.51117,2,0
1,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
2,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
3,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
4,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
5,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
6,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
7,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
8,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
9,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
10,1e+05,1000,0.01,4,kmeans++,kmeans,0.346862047929721,1116542332.74577,3,0
1,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
2,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
3,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
4,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
5,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
6,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
7,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
8,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
9,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
10,1e+05,1000,0.01,4,random,kmeans,0.346862047929721,1116542332.74577,3,0
1,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
2,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
3,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
4,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
5,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
6,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
7,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
8,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
9,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
10,1e+05,1000,0.01,5,kmeans++,kmeans,0.416560302889116,747281436.982955,4,0
1,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
2,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
3,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
4,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
5,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
6,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
7,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
8,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
9,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
10,1e+05,1000,0.01,5,random,kmeans,0.416560302889116,747281436.982955,4,0
1,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
2,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
3,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
4,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
5,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
6,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
7,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
8,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
9,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
10,1e+05,1000,0.01,6,random,kmeans,0.463345066063055,554140691.364034,3,0
1,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
2,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
3,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
4,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
5,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
6,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
7,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
8,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
9,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
10,1e+05,1000,0.01,6,kmeans++,kmeans,0.463345066063055,554140691.364034,3,0
1,1e+05,1000,0.01,7,random,kmeans,0.557369841691817,399361962.90854,3,0
2,1e+05,1000,0.01,7,random,kmeans,0.557369841691817,399361962.90854,3,0
3,1e+05,1000,0.01,7,random,kmeans,0.557369841691817,399361962.90854,3,0
