"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
2,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
3,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
4,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
5,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
6,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
7,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
8,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
9,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
10,1e+05,1000,0.01,2,random,hdf5,0.0871692814851246,3634061350.60674,39,NA
