"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.001,2,kmeans++,hdf5,0.087838639532767,3622711523.59693,14,NA,10,100
2,1e+05,1000,0.001,2,kmeans++,hdf5,0.0868358580351242,3491638887.13456,16,NA,10,100
3,1e+05,1000,0.001,2,kmeans++,hdf5,0.0865873513966472,3583155087.22837,18,NA,10,100
4,1e+05,1000,0.001,2,kmeans++,hdf5,0.0869280250561899,3382763319.25669,31,NA,10,100
5,1e+05,1000,0.001,2,kmeans++,hdf5,0.0871932194005488,3764335342.69734,14,NA,10,100
6,1e+05,1000,0.001,2,kmeans++,hdf5,0.0866780428970791,3570191211.39996,15,NA,10,100
7,1e+05,1000,0.001,2,kmeans++,hdf5,0.0876415026555345,3661239195.87342,32,NA,10,100
8,1e+05,1000,0.001,2,kmeans++,hdf5,0.0868531956065213,3581316047.79534,22,NA,10,100
9,1e+05,1000,0.001,2,kmeans++,hdf5,0.0870625001648544,3650547233.90226,20,NA,10,100
10,1e+05,1000,0.001,2,kmeans++,hdf5,0.0874140519525018,3508470683.87764,26,NA,10,100
1,1e+05,1000,0.001,3,kmeans++,hdf5,0.221954749242404,1663001169.84016,35,NA,10,100
2,1e+05,1000,0.001,3,kmeans++,hdf5,0.22219919329113,1651911102.83657,15,NA,10,100
3,1e+05,1000,0.001,3,kmeans++,hdf5,0.218432114888263,1833582010.99008,16,NA,10,100
4,1e+05,1000,0.001,3,kmeans++,hdf5,0.21289865131114,1844824427.5025,18,NA,10,100
5,1e+05,1000,0.001,3,kmeans++,hdf5,0.222105420757751,1672635797.44512,18,NA,10,100
6,1e+05,1000,0.001,3,kmeans++,hdf5,0.225413468392628,1716743210.27217,36,NA,10,100
7,1e+05,1000,0.001,3,kmeans++,hdf5,0.225478407749205,1679216153.8981,31,NA,10,100
8,1e+05,1000,0.001,3,kmeans++,hdf5,0.220163497309294,1680115720.11545,27,NA,10,100
9,1e+05,1000,0.001,3,kmeans++,hdf5,0.22343748644959,1712862459.34655,12,NA,10,100
10,1e+05,1000,0.001,3,kmeans++,hdf5,0.215854487394064,1729256249.96479,14,NA,10,100
1,1e+05,1000,0.001,4,kmeans++,hdf5,0.321950773804619,1217626817.00468,23,NA,10,100
2,1e+05,1000,0.001,4,kmeans++,hdf5,0.342748579927497,1211391635.27468,23,NA,10,100
3,1e+05,1000,0.001,4,kmeans++,hdf5,0.329350162862959,1147815752.35684,21,NA,10,100
4,1e+05,1000,0.001,4,kmeans++,hdf5,0.346589991615411,1149187683.26015,20,NA,10,100
5,1e+05,1000,0.001,4,kmeans++,hdf5,0.328622964065806,1178387834.76465,16,NA,10,100
6,1e+05,1000,0.001,4,kmeans++,hdf5,0.344826041827564,1131289417.57469,18,NA,10,100
7,1e+05,1000,0.001,4,kmeans++,hdf5,0.341351183116416,1184204582.24013,26,NA,10,100
8,1e+05,1000,0.001,4,kmeans++,hdf5,0.264239587272278,1315527692.50317,23,NA,10,100
9,1e+05,1000,0.001,4,kmeans++,hdf5,0.344824967462758,1130408261.76806,20,NA,10,100
10,1e+05,1000,0.001,4,kmeans++,hdf5,0.333370083857235,1182470878.76393,18,NA,10,100
1,1e+05,1000,0.001,5,kmeans++,hdf5,0.408482644169111,752461662.209827,32,NA,10,100
2,1e+05,1000,0.001,5,kmeans++,hdf5,0.418289143049574,742816022.037677,13,NA,10,100
3,1e+05,1000,0.001,5,kmeans++,hdf5,0.422907450181538,767513754.671843,43,NA,10,100
4,1e+05,1000,0.001,5,kmeans++,hdf5,0.421317230869822,764160552.554209,15,NA,10,100
5,1e+05,1000,0.001,5,kmeans++,hdf5,0.419500591657126,779814974.964594,20,NA,10,100
6,1e+05,1000,0.001,5,kmeans++,hdf5,0.411296967353777,762691247.855967,28,NA,10,100
7,1e+05,1000,0.001,5,kmeans++,hdf5,0.424180343403347,835160232.525405,23,NA,10,100
8,1e+05,1000,0.001,5,kmeans++,hdf5,0.425629393088533,813038357.521584,28,NA,10,100
9,1e+05,1000,0.001,5,kmeans++,hdf5,0.421348071053552,791623218.144103,21,NA,10,100
10,1e+05,1000,0.001,5,kmeans++,hdf5,0.409471037288455,765801830.608719,32,NA,10,100
1,1e+05,1000,0.001,6,kmeans++,hdf5,0.458804886568717,583502909.179152,24,NA,10,100
2,1e+05,1000,0.001,6,kmeans++,hdf5,0.500967389211091,633878931.824987,42,NA,10,100
3,1e+05,1000,0.001,6,kmeans++,hdf5,0.462313314236874,556242580.86975,30,NA,10,100
4,1e+05,1000,0.001,6,kmeans++,hdf5,0.487264193878667,627664917.157384,20,NA,10,100
5,1e+05,1000,0.001,6,kmeans++,hdf5,0.504114150079223,609314135.428409,26,NA,10,100
6,1e+05,1000,0.001,6,kmeans++,hdf5,0.450741751860968,577199101.249674,24,NA,10,100
7,1e+05,1000,0.001,6,kmeans++,hdf5,0.502145734634489,634856447.648983,16,NA,10,100
8,1e+05,1000,0.001,6,kmeans++,hdf5,0.501216145291561,587329951.736991,34,NA,10,100
9,1e+05,1000,0.001,6,kmeans++,hdf5,0.50511571905681,644937140.913617,24,NA,10,100
10,1e+05,1000,0.001,6,kmeans++,hdf5,0.461995633481609,582033840.744921,14,NA,10,100
1,1e+05,1000,0.001,7,kmeans++,hdf5,0.556474642448553,438875111.409287,37,NA,10,100
2,1e+05,1000,0.001,7,kmeans++,hdf5,0.555637133849717,414820605.184353,35,NA,10,100
3,1e+05,1000,0.001,7,kmeans++,hdf5,0.556589463088501,422873117.262566,27,NA,10,100
