"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
2,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
3,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
4,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
5,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
6,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
7,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
8,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
9,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
10,1e+05,1000,0.01,2,kmeans++,hdf5,0.0872091910193697,3609344520.16834,36,NA
