"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
2,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
3,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
4,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
5,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
6,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
7,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
8,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
9,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
10,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0876816924046995,3491159101.72693,27,NA
1,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
2,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
3,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
4,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
5,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
6,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
7,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
8,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
9,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
10,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224662037485778,1593551639.75379,26,NA
1,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
2,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
3,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
4,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
5,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
6,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
7,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
8,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
9,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
10,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.347065293281616,1118787059.08688,16,NA
1,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
2,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
3,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
4,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
5,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
6,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
7,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
8,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
9,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
10,1e+05,1000,0.01,5,kmeans++,mbkmeans,0.4119875396824,753735278.373061,14,NA
1,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
2,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
3,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
4,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
5,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
6,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
7,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
8,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
9,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
10,1e+05,1000,0.01,6,kmeans++,mbkmeans,0.463249519739768,555381525.135792,22,NA
1,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
2,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
3,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
4,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
5,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
6,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
7,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
8,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
9,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
10,1e+05,1000,0.01,7,kmeans++,mbkmeans,0.55750443500654,401181078.650377,33,NA
1,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
2,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
3,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
4,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
5,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
6,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
7,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
8,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
9,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
10,1e+05,1000,0.01,8,kmeans++,mbkmeans,0.584522399692998,335765546.388079,25,NA
1,1e+05,1000,0.01,9,kmeans++,mbkmeans,0.64443528983319,303336797.669155,29,NA
2,1e+05,1000,0.01,9,kmeans++,mbkmeans,0.64443528983319,303336797.669155,29,NA
3,1e+05,1000,0.01,9,kmeans++,mbkmeans,0.64443528983319,303336797.669155,29,NA
4,1e+05,1000,0.01,9,kmeans++,mbkmeans,0.64443528983319,303336797.669155,29,NA
5,1e+05,1000,0.01,9,kmeans++,mbkmeans,0.64443528983319,303336797.669155,29,NA
