"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,random,kmeans,0.0874086620086901,3583105271.89831,1,0
2,1e+05,1000,0.01,2,random,kmeans,0.0874086620086901,3583105271.89831,1,0
3,1e+05,1000,0.01,2,random,kmeans,0.0874086620086901,3583105271.89831,1,0
4,1e+05,1000,0.01,2,random,kmeans,0.0874086620086901,3583105271.89831,1,0
5,1e+05,1000,0.01,2,random,kmeans,0.0874086620086901,3583105271.89831,1,0
6,1e+05,1000,0.01,2,random,kmeans,0.0874086620086901,3583105271.89831,1,0
7,1e+05,1000,0.01,2,random,kmeans,0.0872900619864714,3469737523.06423,1,0
8,1e+05,1000,0.01,2,random,kmeans,0.0872900619864714,3469737523.06423,1,0
9,1e+05,1000,0.01,2,random,kmeans,0.0872900619864714,3469737523.06423,1,0
10,1e+05,1000,0.01,2,random,kmeans,0.0872900619864714,3469737523.06423,1,0
1,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
2,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
3,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
4,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
5,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
6,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
7,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
8,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
9,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
10,1e+05,1000,0.01,3,random,kmeans,0.224662831344265,1663279611.82381,2,0
