B,observations,genes,batch_size,k,initializer,method,ARI,WCSS,iterations,fault
1,25000,1000,75,2,random,kmeans,0.088862887,864380337.7,1,0
2,25000,1000,75,2,random,kmeans,0.087075967,939541793.5,1,0
3,25000,1000,75,2,random,kmeans,0.086976955,941198256.1,1,0
4,25000,1000,75,2,random,kmeans,0.088488863,923580227.7,1,0
5,25000,1000,75,2,random,kmeans,0.087676611,872135547.9,1,0
6,25000,1000,75,2,random,kmeans,0.087200778,877431177,1,0
7,25000,1000,75,2,random,kmeans,0.088745358,910707628.3,1,0
8,25000,1000,75,2,random,kmeans,0.087286655,846411123.1,1,0
9,25000,1000,75,2,random,kmeans,0.088242308,861319650.3,1,0
10,25000,1000,75,2,random,kmeans,0.087614035,842617217.5,1,0
1,25000,1000,75,3,random,kmeans,0.226465597,414568044.9,2,0
2,25000,1000,75,3,random,kmeans,0.225563577,396056457.8,3,0
3,25000,1000,75,3,random,kmeans,0.224235667,419870869.1,2,0
4,25000,1000,75,3,random,kmeans,0.226145589,435023518.2,2,0
5,25000,1000,75,3,random,kmeans,0.224157591,397048642.3,3,0
6,25000,1000,75,3,random,kmeans,0.224407669,418715973,3,0
7,25000,1000,75,3,random,kmeans,0.224502449,427180389.1,2,0
8,25000,1000,75,3,random,kmeans,0.223520104,400270939.5,2,0
9,25000,1000,75,3,random,kmeans,0.224801739,417854043.8,2,0
10,25000,1000,75,3,random,kmeans,0.226487025,400304913.1,3,0
1,25000,1000,75,4,random,kmeans,0.348543516,280114344.8,2,0
2,25000,1000,75,4,random,kmeans,0.346605744,284888001.1,2,0
3,25000,1000,75,4,random,kmeans,0.346870079,264792851.8,3,0
4,25000,1000,75,4,random,kmeans,0.347044073,272672166.2,3,0
5,25000,1000,75,4,random,kmeans,0.344831614,287727528,2,0
6,25000,1000,75,4,random,kmeans,0.344670605,288439528.9,4,0
7,25000,1000,75,4,random,kmeans,0.344604914,295273262.1,2,0
8,25000,1000,75,4,random,kmeans,0.347601315,273995531.5,2,0
9,25000,1000,75,4,random,kmeans,0.346023448,300374479.8,2,0
10,25000,1000,75,4,random,kmeans,0.346504205,297438194.7,3,0
1,25000,1000,75,5,random,kmeans,0.416284654,180521090.6,4,0
2,25000,1000,75,5,random,kmeans,0.420752881,183050917.1,4,0
3,25000,1000,75,5,random,kmeans,0.421715036,186441041.5,4,0
4,25000,1000,75,5,random,kmeans,0.420373834,180061117.6,3,0
5,25000,1000,75,5,random,kmeans,0.419684806,194358213.7,5,0
6,25000,1000,75,5,random,kmeans,0.423900161,188083409.8,3,0
7,25000,1000,75,5,random,kmeans,0.418933809,186376324.8,2,0
8,25000,1000,75,5,random,kmeans,0.416423267,185371690.7,5,0
9,25000,1000,75,5,random,kmeans,0.420024921,194227084,3,0
10,25000,1000,75,5,random,kmeans,0.416333196,185908878.3,3,0
1,25000,1000,75,6,random,kmeans,0.50527277,137897160.5,3,0
2,25000,1000,75,6,random,kmeans,0.462002147,137482699.3,3,0
3,25000,1000,75,6,random,kmeans,0.460757751,142551352.7,3,0
4,25000,1000,75,6,random,kmeans,0.461002546,138303493.6,3,0
5,25000,1000,75,6,random,kmeans,0.464224928,144777475.7,3,0
6,25000,1000,75,6,random,kmeans,0.499292164,149389834.9,3,0
7,25000,1000,75,6,random,kmeans,0.462013699,139389349.6,3,0
8,25000,1000,75,6,random,kmeans,0.462660933,137760295.6,3,0
9,25000,1000,75,6,random,kmeans,0.462945743,136190555.8,4,0
10,25000,1000,75,6,random,kmeans,0.46014766,140306193,5,0
1,25000,1000,75,7,random,kmeans,0.55563413,99554533.53,3,0
2,25000,1000,75,7,random,kmeans,0.554170397,99061932.66,3,0
3,25000,1000,75,7,random,kmeans,0.554500434,99104577.41,3,0
4,25000,1000,75,7,random,kmeans,0.558801051,99341920.57,3,0
5,25000,1000,75,7,random,kmeans,0.55344394,101960497.7,3,0
6,25000,1000,75,7,random,kmeans,0.556043295,102466967.4,3,0
7,25000,1000,75,7,random,kmeans,0.558332587,99263902.04,3,0
8,25000,1000,75,7,random,kmeans,0.553927559,100954243,2,0
9,25000,1000,75,7,random,kmeans,0.556141531,99176603.55,3,0
10,25000,1000,75,7,random,kmeans,0.555822729,99545984.93,3,0
1,25000,1000,75,8,random,kmeans,0.578268087,81069767.58,3,0
2,25000,1000,75,8,random,kmeans,0.562841347,112235443.7,4,0
3,25000,1000,75,8,random,kmeans,0.609619861,91592844.31,3,0
4,25000,1000,75,8,random,kmeans,0.588133081,84703528,3,0
5,25000,1000,75,8,random,kmeans,0.583982806,85652022.25,3,0
6,25000,1000,75,8,random,kmeans,0.611273158,93138016.99,3,0
7,25000,1000,75,8,random,kmeans,0.58226842,85934832.14,3,0
8,25000,1000,75,8,random,kmeans,0.61037704,94569373.74,4,0
9,25000,1000,75,8,random,kmeans,0.585567303,86787847.76,3,0
10,25000,1000,75,8,random,kmeans,0.581890784,84477132.54,3,0
1,25000,1000,75,9,random,kmeans,0.608370992,76875424.11,3,0
2,25000,1000,75,9,random,kmeans,0.641527074,74183690.83,3,0
3,25000,1000,75,9,random,kmeans,0.641486179,77119056.21,3,0
4,25000,1000,75,9,random,kmeans,0.632265997,73181092.56,3,0
5,25000,1000,75,9,random,kmeans,0.635991679,74609888.66,4,0
6,25000,1000,75,9,random,kmeans,0.640168933,82564160.64,3,0
7,25000,1000,75,9,random,kmeans,0.611561492,75186911.17,2,0
8,25000,1000,75,9,random,kmeans,0.649410196,74599037.39,3,0
9,25000,1000,75,9,random,kmeans,0.66310426,85914653.03,4,0
10,25000,1000,75,9,random,kmeans,0.642629962,75218431.37,3,0
