"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
2,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
3,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
4,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
5,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
6,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
7,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
8,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
9,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
10,1e+05,1000,0.01,2,kmeans++,mbkmeans,0.0872740562251428,3556512611.12793,15,NA
1,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
2,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
3,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
4,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
5,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
6,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
7,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
8,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
9,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
10,1e+05,1000,0.01,3,kmeans++,mbkmeans,0.224321783644441,1723544457.76037,17,NA
1,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
2,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
3,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
4,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
5,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
6,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
7,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
8,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
9,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
10,1e+05,1000,0.01,4,kmeans++,mbkmeans,0.346470798385925,1192892743.10366,26,NA
