"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.001,2,random,mbkmeans,0.0883564487999539,3663457518.7597,26,NA,10,100
2,1e+05,1000,0.001,2,random,mbkmeans,0.0879170039633274,3483231063.14655,14,NA,10,100
3,1e+05,1000,0.001,2,random,mbkmeans,0.0877684799006076,3343226140.31276,45,NA,10,100
4,1e+05,1000,0.001,2,random,mbkmeans,0.0876860236020182,3565231285.0443,24,NA,10,100
5,1e+05,1000,0.001,2,random,mbkmeans,0.0871584561631332,3543698949.46441,21,NA,10,100
6,1e+05,1000,0.001,2,random,mbkmeans,0.0880082741329496,3634193972.25394,16,NA,10,100
7,1e+05,1000,0.001,2,random,mbkmeans,0.0867148144728288,3653698709.74345,15,NA,10,100
8,1e+05,1000,0.001,2,random,mbkmeans,0.087964786498703,3600688177.05724,19,NA,10,100
9,1e+05,1000,0.001,2,random,mbkmeans,0.0875965522521177,3412734086.1751,25,NA,10,100
10,1e+05,1000,0.001,2,random,mbkmeans,0.0877748100786971,3741422649.1258,21,NA,10,100
1,1e+05,1000,0.001,3,random,mbkmeans,0.223139916990418,1792577904.57195,12,NA,10,100
2,1e+05,1000,0.001,3,random,mbkmeans,0.225374663210451,1700496415.86254,26,NA,10,100
3,1e+05,1000,0.001,3,random,mbkmeans,0.211168236007895,1644469544.10489,20,NA,10,100
4,1e+05,1000,0.001,3,random,mbkmeans,0.214626843755801,1706991117.65299,17,NA,10,100
5,1e+05,1000,0.001,3,random,mbkmeans,0.215880437825659,1682872668.33718,16,NA,10,100
6,1e+05,1000,0.001,3,random,mbkmeans,0.225190097993403,1644267614.90339,24,NA,10,100
7,1e+05,1000,0.001,3,random,mbkmeans,0.226429868575906,1612067935.06684,12,NA,10,100
8,1e+05,1000,0.001,3,random,mbkmeans,0.220913123450631,1640137977.24806,26,NA,10,100
9,1e+05,1000,0.001,3,random,mbkmeans,0.223540871533161,1609443605.98495,19,NA,10,100
10,1e+05,1000,0.001,3,random,mbkmeans,0.223014583853934,1599214086.73659,18,NA,10,100
1,1e+05,1000,0.001,4,random,mbkmeans,0.345711641608486,1136377850.28733,15,NA,10,100
2,1e+05,1000,0.001,4,random,mbkmeans,0.34480833338402,1191913883.78978,20,NA,10,100
3,1e+05,1000,0.001,4,random,mbkmeans,0.31962308917836,1168145027.85637,12,NA,10,100
4,1e+05,1000,0.001,4,random,mbkmeans,0.337765717779306,1226239989.34396,26,NA,10,100
5,1e+05,1000,0.001,4,random,mbkmeans,0.259944274145609,1276818881.48195,17,NA,10,100
6,1e+05,1000,0.001,4,random,mbkmeans,0.264285248280004,1248333779.17893,17,NA,10,100
7,1e+05,1000,0.001,4,random,mbkmeans,0.34328205180111,1186011972.25927,21,NA,10,100
8,1e+05,1000,0.001,4,random,mbkmeans,0.347574508739081,1201906356.40036,24,NA,10,100
9,1e+05,1000,0.001,4,random,mbkmeans,0.344944093871998,1198653492.93837,15,NA,10,100
10,1e+05,1000,0.001,4,random,mbkmeans,0.346438375927817,1175002861.90702,31,NA,10,100
1,1e+05,1000,0.001,5,random,mbkmeans,0.41721843436407,773886993.989255,17,NA,10,100
2,1e+05,1000,0.001,5,random,mbkmeans,0.419483711303331,734637858.671245,23,NA,10,100
3,1e+05,1000,0.001,5,random,mbkmeans,0.40796528105609,783742329.361827,20,NA,10,100
4,1e+05,1000,0.001,5,random,mbkmeans,0.420117180366321,764048578.364862,18,NA,10,100
5,1e+05,1000,0.001,5,random,mbkmeans,0.423353276616453,795376855.22717,17,NA,10,100
6,1e+05,1000,0.001,5,random,mbkmeans,0.423643647904481,761490071.708303,22,NA,10,100
7,1e+05,1000,0.001,5,random,mbkmeans,0.413565717882224,792885602.981356,31,NA,10,100
8,1e+05,1000,0.001,5,random,mbkmeans,0.418415922100136,753246404.467403,15,NA,10,100
9,1e+05,1000,0.001,5,random,mbkmeans,0.415594045156063,794318664.076736,43,NA,10,100
10,1e+05,1000,0.001,5,random,mbkmeans,0.410840090462153,780823790.428938,16,NA,10,100
1,1e+05,1000,0.001,6,random,mbkmeans,0.489923578136654,619641038.114227,28,NA,10,100
2,1e+05,1000,0.001,6,random,mbkmeans,0.463565820812909,561522345.045989,29,NA,10,100
3,1e+05,1000,0.001,6,random,mbkmeans,0.462384356093244,555917001.631936,19,NA,10,100
4,1e+05,1000,0.001,6,random,mbkmeans,0.502559639829911,651311605.991367,30,NA,10,100
5,1e+05,1000,0.001,6,random,mbkmeans,0.463467458503865,582432479.261917,28,NA,10,100
6,1e+05,1000,0.001,6,random,mbkmeans,0.463383465569075,562989051.223348,14,NA,10,100
7,1e+05,1000,0.001,6,random,mbkmeans,0.462742969387885,599141066.807544,33,NA,10,100
8,1e+05,1000,0.001,6,random,mbkmeans,0.464602150363711,616221283.308806,28,NA,10,100
9,1e+05,1000,0.001,6,random,mbkmeans,0.461163655408659,573918685.314486,23,NA,10,100
10,1e+05,1000,0.001,6,random,mbkmeans,0.456766799434191,575829706.242931,21,NA,10,100
1,1e+05,1000,0.001,7,random,mbkmeans,0.55384235295618,443337997.263182,17,NA,10,100
2,1e+05,1000,0.001,7,random,mbkmeans,0.556814994422494,423396157.311264,34,NA,10,100
3,1e+05,1000,0.001,7,random,mbkmeans,0.550456574240501,432361977.857363,23,NA,10,100
4,1e+05,1000,0.001,7,random,mbkmeans,0.556577525595391,458197043.124105,29,NA,10,100
5,1e+05,1000,0.001,7,random,mbkmeans,0.555512971298977,421610623.787741,41,NA,10,100
