"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.01,2,random,kmeans,0.104680234255718,1717334827.18888,1,0
2,1e+05,1000,0.01,2,random,kmeans,0.108329602080933,3253293286.05139,1,0
3,1e+05,1000,0.01,2,random,kmeans,0.131605026725796,3200961766.80616,1,0
4,1e+05,1000,0.01,2,random,kmeans,0.132111687897416,3404115707.93784,1,0
5,1e+05,1000,0.01,2,random,kmeans,0.115879736180829,3429064697.72734,1,0
1,1e+05,1000,0.01,3,random,kmeans,0.217942823962168,1992905969.51832,3,0
2,1e+05,1000,0.01,3,random,kmeans,0.182059813987415,2144482047.48123,2,0
3,1e+05,1000,0.01,3,random,kmeans,0.196185417232075,1448827839.55602,3,0
4,1e+05,1000,0.01,3,random,kmeans,0.239241111032401,1283593141.34853,3,0
5,1e+05,1000,0.01,3,random,kmeans,0.215524671369152,1679478015.2756,3,0
1,1e+05,1000,0.01,4,random,kmeans,0.308740587676372,1451296247.84584,3,0
2,1e+05,1000,0.01,4,random,kmeans,0.296546871540723,1140012225.32976,3,0
3,1e+05,1000,0.01,4,random,kmeans,0.283457603662758,1498811969.19328,3,0
4,1e+05,1000,0.01,4,random,kmeans,0.346946879745842,628482961.242332,3,0
5,1e+05,1000,0.01,4,random,kmeans,0.339042817807569,1400753464.05594,3,0
1,1e+05,1000,0.01,5,random,kmeans,0.350710730607258,660526225.434575,3,0
2,1e+05,1000,0.01,5,random,kmeans,0.320078550334039,832770876.152728,2,0
3,1e+05,1000,0.01,5,random,kmeans,0.402627883196082,962319970.343885,3,0
4,1e+05,1000,0.01,5,random,kmeans,0.424290386552749,663245677.89167,3,0
5,1e+05,1000,0.01,5,random,kmeans,0.40635365490513,532467029.010531,6,0
1,1e+05,1000,0.01,6,random,kmeans,0.42532077309641,840115327.073835,3,0
2,1e+05,1000,0.01,6,random,kmeans,0.42090473255107,692367398.568341,4,0
3,1e+05,1000,0.01,6,random,kmeans,0.422979575624162,850716959.483218,3,0
4,1e+05,1000,0.01,6,random,kmeans,0.494588462501586,751798358.927537,4,0
5,1e+05,1000,0.01,6,random,kmeans,0.500992691025833,662417816.920745,3,0
1,1e+05,1000,0.1,2,random,kmeans,0.124025353665202,2226571890.98476,1,0
2,1e+05,1000,0.1,2,random,kmeans,0.13214664425952,1946434953.54857,1,0
3,1e+05,1000,0.1,2,random,kmeans,0.106217393367229,3811473436.73295,1,0
4,1e+05,1000,0.1,2,random,kmeans,0.124018951029546,2926016792.06359,1,0
5,1e+05,1000,0.1,2,random,kmeans,0.121003618334154,3636036442.60026,1,0
1,1e+05,1000,0.1,3,random,kmeans,0.24046870853537,2137039335.34008,2,0
2,1e+05,1000,0.1,3,random,kmeans,0.218294612255997,1773705104.12342,4,0
3,1e+05,1000,0.1,3,random,kmeans,0.23095685737931,1648345828.05106,3,0
4,1e+05,1000,0.1,3,random,kmeans,0.237966219787531,932849605.736927,2,0
5,1e+05,1000,0.1,3,random,kmeans,0.208289715768939,1589741252.2448,2,0
1,1e+05,1000,0.1,4,random,kmeans,0.254106457570692,1150029608.41866,4,0
2,1e+05,1000,0.1,4,random,kmeans,0.304108803518784,1156319897.31898,4,0
3,1e+05,1000,0.1,4,random,kmeans,0.225660985705808,767427455.745073,2,0
4,1e+05,1000,0.1,4,random,kmeans,0.325105413655311,1050338193.25076,3,0
5,1e+05,1000,0.1,4,random,kmeans,0.278717352571894,1049468890.5534,3,0
1,1e+05,1000,0.1,5,random,kmeans,0.38043688251993,1026414405.93825,4,0
2,1e+05,1000,0.1,5,random,kmeans,0.407959727735735,680136607.254767,2,0
3,1e+05,1000,0.1,5,random,kmeans,0.388057392093822,639612037.907974,3,0
4,1e+05,1000,0.1,5,random,kmeans,0.392027651239349,1037177672.20339,3,0
5,1e+05,1000,0.1,5,random,kmeans,0.357907096321891,950878566.275349,4,0
1,1e+05,1000,0.1,6,random,kmeans,0.424032295824285,606728882.309236,3,0
2,1e+05,1000,0.1,6,random,kmeans,0.456502273765706,370920584.359182,3,0
3,1e+05,1000,0.1,6,random,kmeans,0.311662720911685,629743308.549186,2,0
4,1e+05,1000,0.1,6,random,kmeans,0.367918161883213,580383359.029155,3,0
5,1e+05,1000,0.1,6,random,kmeans,0.483888341191706,593668565.939687,3,0
