"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,175000,1000,0.005,3,random,hdf5,38.885,8.256,217.765
2,175000,1000,0.005,3,random,hdf5,37.643,7.695,211.382
3,175000,1000,0.005,3,random,hdf5,35.132,6.951,188.158
4,175000,1000,0.005,3,random,hdf5,36.688,7.327,195.411
5,175000,1000,0.005,3,random,hdf5,39.137,8.591,221.058
6,175000,1000,0.005,3,random,hdf5,40.48,8.941,240.417
7,175000,1000,0.005,3,random,hdf5,38.256,8.35,216.941
8,175000,1000,0.005,3,random,hdf5,40.627,8.9,241.459
9,175000,1000,0.005,3,random,hdf5,38.938,8.168,217.89
10,175000,1000,0.005,3,random,hdf5,38.209,7.756,216.332
1,175000,1000,0.01,3,random,hdf5,60.62,13.714,404.322
2,175000,1000,0.01,3,random,hdf5,60.582,15.163,406.204
3,175000,1000,0.01,3,random,hdf5,66.351,15.645,456.975
4,175000,1000,0.01,3,random,hdf5,64.311,14.338,448.097
5,175000,1000,0.01,3,random,hdf5,60.863,14.032,414.167
6,175000,1000,0.01,3,random,hdf5,60.909,14.859,427.274
7,175000,1000,0.01,3,random,hdf5,61.947,14.299,431.759
8,175000,1000,0.01,3,random,hdf5,75.616,16.637,498.591
9,175000,1000,0.01,3,random,hdf5,60.459,14.619,407.895
10,175000,1000,0.01,3,random,hdf5,64.214,13.516,447.498
1,175000,1000,0.05,3,random,hdf5,223.223,44.972,907.316
2,175000,1000,0.05,3,random,hdf5,218.371,43.278,878.412
3,175000,1000,0.05,3,random,hdf5,194.425,38.472,786.169
4,175000,1000,0.05,3,random,hdf5,169.923,32.793,684.883
5,175000,1000,0.05,3,random,hdf5,210.998,41.76,834.706
6,175000,1000,0.05,3,random,hdf5,210.632,43.224,856.843
7,175000,1000,0.05,3,random,hdf5,220.66,44.621,888.5
8,175000,1000,0.05,3,random,hdf5,266.662,53.587,1072.824
9,175000,1000,0.05,3,random,hdf5,216.051,42.842,866.067
10,175000,1000,0.05,3,random,hdf5,194.747,38.933,782.048
1,175000,1000,0.1,3,random,hdf5,371.425,58.353,939.473
2,175000,1000,0.1,3,random,hdf5,467.69,76.243,1212.608
3,175000,1000,0.1,3,random,hdf5,394.593,65.067,1023.177
4,175000,1000,0.1,3,random,hdf5,399.32,61.573,1020.213
5,175000,1000,0.1,3,random,hdf5,374.271,59.196,963.563
6,175000,1000,0.1,3,random,hdf5,434.116,70.931,1115.78
7,175000,1000,0.1,3,random,hdf5,384.329,60.983,979.174
8,175000,1000,0.1,3,random,hdf5,403.192,62.4,1021.607
9,175000,1000,0.1,3,random,hdf5,393.128,60.626,1009.675
10,175000,1000,0.1,3,random,hdf5,368.939,56.716,928.152
1,175000,1000,0.2,3,random,hdf5,860.564,99.611,1350.306
2,175000,1000,0.2,3,random,hdf5,664.388,76.451,1039.812
3,175000,1000,0.2,3,random,hdf5,971.242,118.099,1530.717
4,175000,1000,0.2,3,random,hdf5,913.973,108.673,1427.55
5,175000,1000,0.2,3,random,hdf5,977.08,127.475,1556.74
6,175000,1000,0.2,3,random,hdf5,1071.623,127.562,1686.431
7,175000,1000,0.2,3,random,hdf5,772.676,87.535,1189.96
8,175000,1000,0.2,3,random,hdf5,899.227,106.946,1413.677
9,175000,1000,0.2,3,random,hdf5,997.727,125.883,1576.447
10,175000,1000,0.2,3,random,hdf5,742.842,84.037,1154.28
1,175000,1000,0.5,3,random,hdf5,1983.278,256.417,2621.94
2,175000,1000,0.5,3,random,hdf5,1784.122,223.306,2358.569
3,175000,1000,0.5,3,random,hdf5,1974.165,260.59,2601.166
4,175000,1000,0.5,3,random,hdf5,2638.085,355.101,3411.227
5,175000,1000,0.5,3,random,hdf5,1877.075,237.571,2465.156
6,175000,1000,0.5,3,random,hdf5,2013.903,264.451,2654.842
7,175000,1000,0.5,3,random,hdf5,2092.328,285.95,2758.362
8,175000,1000,0.5,3,random,hdf5,1962.924,254.308,2586.279
9,175000,1000,0.5,3,random,hdf5,1948.319,238.443,2548.679
10,175000,1000,0.5,3,random,hdf5,1756.328,225.631,2320.184
1,175000,1000,0.8,3,random,hdf5,3116.302,366.168,3820.822
2,175000,1000,0.8,3,random,hdf5,3754.024,438.11,4531.654
3,175000,1000,0.8,3,random,hdf5,3543.442,408.37,4303.424
4,175000,1000,0.8,3,random,hdf5,3369.023,380.983,4105.418
5,175000,1000,0.8,3,random,hdf5,3306.265,373.817,4019.634
6,175000,1000,0.8,3,random,hdf5,3103.818,348.479,3788.487
7,175000,1000,0.8,3,random,hdf5,3605.954,394.822,4359.376
8,175000,1000,0.8,3,random,hdf5,2973.212,332.308,3648.219
9,175000,1000,0.8,3,random,hdf5,3832.782,433.517,4590.401
10,175000,1000,0.8,3,random,hdf5,3200.586,359.49,3876.761
1,175000,1000,1,3,random,hdf5,3025.615,393.197,3748.733
2,175000,1000,1,3,random,hdf5,1500.475,210.077,1967.871
3,175000,1000,1,3,random,hdf5,3616.669,483.326,4453.715
4,175000,1000,1,3,random,hdf5,3480.053,470.974,4307.657
5,175000,1000,1,3,random,hdf5,2761.362,381.581,3471.48
6,175000,1000,1,3,random,hdf5,977.805,142.784,1338.921
7,175000,1000,1,3,random,hdf5,2826.898,360.35,3500.397
8,175000,1000,1,3,random,hdf5,2394.972,309.761,3026.942
9,175000,1000,1,3,random,hdf5,984.827,141.201,1350.633
10,175000,1000,1,3,random,hdf5,1337.672,187.74,1775.902
