"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1e+06,1000,0.005,3,random,hdf5,249.109,25.257,294.339
2,1e+06,1000,0.005,3,random,hdf5,252.303,27.059,299.793
3,1e+06,1000,0.005,3,random,hdf5,276.887,27.21,324.198
1,1e+06,1000,0.01,3,random,hdf5,362.203,35.277,398.109
2,1e+06,1000,0.01,3,random,hdf5,368.47,37.879,407.008
3,1e+06,1000,0.01,3,random,hdf5,340.851,32.609,374.054
1,1e+06,1000,0.05,3,random,hdf5,1365.011,130.577,1497.894
2,1e+06,1000,0.05,3,random,hdf5,1056.098,103.307,1161.205
3,1e+06,1000,0.05,3,random,hdf5,1162.96,110.836,1275.768
1,1e+06,1000,0.1,3,random,hdf5,2133.408,194.836,2331.889
2,1e+06,1000,0.1,3,random,hdf5,2459.55,219.955,2683.678
3,1e+06,1000,0.1,3,random,hdf5,1845.714,170.142,2019.013
1,1e+06,1000,0.2,3,random,hdf5,4543.427,401.998,4953.585
2,1e+06,1000,0.2,3,random,hdf5,4645.194,412.752,5066.07
3,1e+06,1000,0.2,3,random,hdf5,4058.781,364.012,4429.936
1,1e+06,1000,0.5,3,random,hdf5,13787.427,1483.186,15298.001
2,1e+06,1000,0.5,3,random,hdf5,12750.378,1357.305,14132.897
3,1e+06,1000,0.5,3,random,hdf5,12529.044,1355.279,13909.545
