"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,5e+05,1000,0.005,3,random,kmeans,655.66,20.078,675.866
2,5e+05,1000,0.005,3,random,kmeans,1378.575,19.37,1398.416
3,5e+05,1000,0.005,3,random,kmeans,948.283,20.621,969.352
1,5e+05,1000,0.01,3,random,kmeans,816.06,20.116,836.351
2,5e+05,1000,0.01,3,random,kmeans,1104.978,20.22,1125.57
3,5e+05,1000,0.01,3,random,kmeans,705.387,19.738,725.354
1,5e+05,1000,0.05,3,random,kmeans,662.988,24.649,687.774
2,5e+05,1000,0.05,3,random,kmeans,630.056,19.461,649.638
3,5e+05,1000,0.05,3,random,kmeans,1096.019,19.084,1115.308
1,5e+05,1000,0.1,3,random,kmeans,1108.604,23.255,1132.08
2,5e+05,1000,0.1,3,random,kmeans,1062.129,19.546,1081.899
3,5e+05,1000,0.1,3,random,kmeans,1100.02,23.321,1123.881
1,5e+05,1000,0.2,3,random,kmeans,940.342,19.602,960.129
2,5e+05,1000,0.2,3,random,kmeans,587.661,18.096,606.226
3,5e+05,1000,0.2,3,random,kmeans,758.645,20.584,779.382
1,5e+05,1000,0.5,3,random,kmeans,1042.424,18.215,1060.836
2,5e+05,1000,0.5,3,random,kmeans,884.121,21.987,906.29
3,5e+05,1000,0.5,3,random,kmeans,670.974,22.248,693.358
1,5e+05,1000,0.8,3,random,kmeans,880.81,21.681,902.847
2,5e+05,1000,0.8,3,random,kmeans,750.922,24.592,775.664
3,5e+05,1000,0.8,3,random,kmeans,977.368,20.291,998.053
