"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,250000,1000,0.005,3,random,mbkmeans,61.297,2.502,63.889
2,250000,1000,0.005,3,random,mbkmeans,58.905,2.451,61.448
3,250000,1000,0.005,3,random,mbkmeans,61.159,2.549,63.799
4,250000,1000,0.005,3,random,mbkmeans,59.097,2.456,61.64
5,250000,1000,0.005,3,random,mbkmeans,61.43,2.509,64.03
6,250000,1000,0.005,3,random,mbkmeans,60.366,2.447,62.901
7,250000,1000,0.005,3,random,mbkmeans,63.882,2.596,66.573
8,250000,1000,0.005,3,random,mbkmeans,60.162,2.327,62.578
9,250000,1000,0.005,3,random,mbkmeans,60.402,2.44,62.934
10,250000,1000,0.005,3,random,mbkmeans,61.478,2.411,63.979
1,250000,1000,0.01,3,random,mbkmeans,74.611,2.017,76.747
2,250000,1000,0.01,3,random,mbkmeans,69.191,2.226,71.518
3,250000,1000,0.01,3,random,mbkmeans,74.514,2.462,77.084
4,250000,1000,0.01,3,random,mbkmeans,83.331,2.501,85.956
5,250000,1000,0.01,3,random,mbkmeans,77.385,2.474,79.97
6,250000,1000,0.01,3,random,mbkmeans,69.942,2.127,72.172
7,250000,1000,0.01,3,random,mbkmeans,79.113,2.523,81.75
8,250000,1000,0.01,3,random,mbkmeans,73.312,2.247,75.666
9,250000,1000,0.01,3,random,mbkmeans,73.215,2.335,75.656
10,250000,1000,0.01,3,random,mbkmeans,77.153,2.278,79.543
1,250000,1000,0.05,3,random,mbkmeans,174.831,7.737,182.835
2,250000,1000,0.05,3,random,mbkmeans,207.034,9.096,216.461
3,250000,1000,0.05,3,random,mbkmeans,220.844,9.812,230.993
4,250000,1000,0.05,3,random,mbkmeans,208.705,9.042,218.059
5,250000,1000,0.05,3,random,mbkmeans,269.757,12.174,282.343
6,250000,1000,0.05,3,random,mbkmeans,199.84,8.615,208.749
7,250000,1000,0.05,3,random,mbkmeans,198.597,8.719,207.625
8,250000,1000,0.05,3,random,mbkmeans,242.107,10.651,253.12
9,250000,1000,0.05,3,random,mbkmeans,218.456,9.752,228.551
10,250000,1000,0.05,3,random,mbkmeans,213.217,9.117,222.648
1,250000,1000,0.1,3,random,mbkmeans,405.624,19.301,425.567
2,250000,1000,0.1,3,random,mbkmeans,337.636,15.634,353.832
3,250000,1000,0.1,3,random,mbkmeans,370.597,16.827,388
4,250000,1000,0.1,3,random,mbkmeans,336.874,15.033,352.406
5,250000,1000,0.1,3,random,mbkmeans,362.744,16.598,379.907
6,250000,1000,0.1,3,random,mbkmeans,418.301,19.308,438.216
7,250000,1000,0.1,3,random,mbkmeans,339.337,15.452,355.31
8,250000,1000,0.1,3,random,mbkmeans,358.031,16.282,374.847
9,250000,1000,0.1,3,random,mbkmeans,332.996,15.495,349.015
10,250000,1000,0.1,3,random,mbkmeans,341.707,15.423,357.629
1,250000,1000,0.2,3,random,mbkmeans,780.547,38.906,820.625
2,250000,1000,0.2,3,random,mbkmeans,637.519,31.192,669.722
3,250000,1000,0.2,3,random,mbkmeans,566.016,27.929,594.922
4,250000,1000,0.2,3,random,mbkmeans,653.452,31.5,686.024
5,250000,1000,0.2,3,random,mbkmeans,593.394,29.334,623.62
6,250000,1000,0.2,3,random,mbkmeans,610.737,29.791,641.459
7,250000,1000,0.2,3,random,mbkmeans,640.965,30.953,672.938
8,250000,1000,0.2,3,random,mbkmeans,652.521,32.534,686.083
9,250000,1000,0.2,3,random,mbkmeans,679.989,33.355,714.363
10,250000,1000,0.2,3,random,mbkmeans,632.683,31.187,664.883
1,250000,1000,0.5,3,random,mbkmeans,1556.609,127.426,1686.841
2,250000,1000,0.5,3,random,mbkmeans,1464.708,109.889,1577.118
3,250000,1000,0.5,3,random,mbkmeans,1586.567,125.403,1714.788
4,250000,1000,0.5,3,random,mbkmeans,1546.741,115.423,1664.734
5,250000,1000,0.5,3,random,mbkmeans,1666.504,130.304,1799.711
6,250000,1000,0.5,3,random,mbkmeans,1365.441,102.672,1470.343
7,250000,1000,0.5,3,random,mbkmeans,1706.704,133.039,1842.771
8,250000,1000,0.5,3,random,mbkmeans,1721.886,125.52,1850.242
9,250000,1000,0.5,3,random,mbkmeans,1727.136,135.66,1865.79
10,250000,1000,0.5,3,random,mbkmeans,1753.819,127.737,1884.459
1,250000,1000,0.8,3,random,mbkmeans,2701.696,254.277,2960.792
2,250000,1000,0.8,3,random,mbkmeans,2783.839,251.832,3041.303
3,250000,1000,0.8,3,random,mbkmeans,2561.044,243.708,2809.352
4,250000,1000,0.8,3,random,mbkmeans,3038.057,261.074,3304.385
5,250000,1000,0.8,3,random,mbkmeans,2566.156,244.086,2814.86
6,250000,1000,0.8,3,random,mbkmeans,2584.125,238.389,2827.103
7,250000,1000,0.8,3,random,mbkmeans,2571.827,234.813,2811.184
8,250000,1000,0.8,3,random,mbkmeans,2381.822,218.919,2604.984
9,250000,1000,0.8,3,random,mbkmeans,3310.269,276.885,3592.924
10,250000,1000,0.8,3,random,mbkmeans,2957.971,262.373,3225.548
1,250000,1000,1,3,random,mbkmeans,1195.935,109.465,1307.588
2,250000,1000,1,3,random,mbkmeans,2389.893,206.331,2600.364
3,250000,1000,1,3,random,mbkmeans,3751.969,272.302,4031.209
4,250000,1000,1,3,random,mbkmeans,7633.003,475.198,8120.828
5,250000,1000,1,3,random,mbkmeans,7697.061,474.376,8184.529
6,250000,1000,1,3,random,mbkmeans,2438.777,203.271,2646.204
7,250000,1000,1,3,random,mbkmeans,5898.597,381.998,6291.009
8,250000,1000,1,3,random,mbkmeans,3623.615,270.508,3900.204
9,250000,1000,1,3,random,mbkmeans,835.961,77.206,914.706
10,250000,1000,1,3,random,mbkmeans,4887.548,326.753,5222.478
