"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1e+06,1000,0.005,3,random,mbkmeans,422.18,37.669,566.669
2,1e+06,1000,0.005,3,random,mbkmeans,404.06,38.452,554.54
3,1e+06,1000,0.005,3,random,mbkmeans,384.589,37.143,495.332
1,1e+06,1000,0.01,3,random,mbkmeans,506.79,48.887,619.245
2,1e+06,1000,0.01,3,random,mbkmeans,562.101,60.53,681.476
3,1e+06,1000,0.01,3,random,mbkmeans,576.038,53.394,701.427
1,1e+06,1000,0.05,3,random,mbkmeans,1788.16,186.942,2120.518
2,1e+06,1000,0.05,3,random,mbkmeans,1723.098,172.843,2098.904
3,1e+06,1000,0.05,3,random,mbkmeans,1885.383,191.184,2282.386
1,1e+06,1000,0.1,3,random,mbkmeans,3388.953,308.139,3732.902
2,1e+06,1000,0.1,3,random,mbkmeans,2902.335,256.004,3193.168
3,1e+06,1000,0.1,3,random,mbkmeans,2833.817,234.362,3076.446
1,1e+06,1000,0.2,3,random,mbkmeans,4721.211,429.988,5152.358
2,1e+06,1000,0.2,3,random,mbkmeans,6098.847,571.106,6671.382
3,1e+06,1000,0.2,3,random,mbkmeans,5750.233,538.846,6290.503
1,1e+06,1000,0.5,3,random,mbkmeans,12494.789,1084.447,13582.407
2,1e+06,1000,0.5,3,random,mbkmeans,12655.242,1243.12,13901.537
3,1e+06,1000,0.5,3,random,mbkmeans,14387.445,1309.273,15700.086
