"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,5e+05,1000,0.005,3,random,mbkmeans,120.253,2.625,123.075
2,5e+05,1000,0.005,3,random,mbkmeans,122.765,2.359,125.314
3,5e+05,1000,0.005,3,random,mbkmeans,124.051,2.82,127.07
1,5e+05,1000,0.01,3,random,mbkmeans,162.258,6.306,168.808
2,5e+05,1000,0.01,3,random,mbkmeans,154.625,5.994,160.863
3,5e+05,1000,0.01,3,random,mbkmeans,149.282,5.669,155.177
1,5e+05,1000,0.05,3,random,mbkmeans,375.509,16.351,392.432
2,5e+05,1000,0.05,3,random,mbkmeans,460.283,20.456,481.442
3,5e+05,1000,0.05,3,random,mbkmeans,383.447,17.013,401.038
1,5e+05,1000,0.1,3,random,mbkmeans,693.713,34.338,729.153
2,5e+05,1000,0.1,3,random,mbkmeans,690.578,35.106,726.827
3,5e+05,1000,0.1,3,random,mbkmeans,873.782,44.607,919.761
1,5e+05,1000,0.2,3,random,mbkmeans,1684.676,81.476,1770.049
2,5e+05,1000,0.2,3,random,mbkmeans,2122.62,102.941,2230.348
3,5e+05,1000,0.2,3,random,mbkmeans,1773.538,86.895,1864.81
1,5e+05,1000,0.5,3,random,mbkmeans,4287.971,240.485,4540.344
2,5e+05,1000,0.5,3,random,mbkmeans,3829.839,213.606,4054.416
3,5e+05,1000,0.5,3,random,mbkmeans,3726.433,208.825,3946.2
