"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,250000,1000,0.005,3,random,hdf5,65.7,12.048,311.475
2,250000,1000,0.005,3,random,hdf5,67.49,11.536,314.907
3,250000,1000,0.005,3,random,hdf5,71.753,13.521,362.151
4,250000,1000,0.005,3,random,hdf5,68.358,12.195,340.598
5,250000,1000,0.005,3,random,hdf5,66.912,11.484,319.474
6,250000,1000,0.005,3,random,hdf5,62.608,11.529,286.163
7,250000,1000,0.005,3,random,hdf5,69.934,12.53,352.658
8,250000,1000,0.005,3,random,hdf5,63.773,11.495,289.35
9,250000,1000,0.005,3,random,hdf5,66.602,11.937,309.109
10,250000,1000,0.005,3,random,hdf5,68.456,12.391,334.899
1,250000,1000,0.01,3,random,hdf5,99.934,19.264,593.739
2,250000,1000,0.01,3,random,hdf5,92.827,20.217,554.893
3,250000,1000,0.01,3,random,hdf5,92.143,19.964,538.284
4,250000,1000,0.01,3,random,hdf5,103.454,19.61,623.205
5,250000,1000,0.01,3,random,hdf5,107.37,21.098,640.786
6,250000,1000,0.01,3,random,hdf5,91.332,20.514,523.669
7,250000,1000,0.01,3,random,hdf5,91.635,20.895,532.299
8,250000,1000,0.01,3,random,hdf5,112.147,22.491,665.822
9,250000,1000,0.01,3,random,hdf5,108.977,20.823,649.571
10,250000,1000,0.01,3,random,hdf5,101.68,19.689,604.859
1,250000,1000,0.05,3,random,hdf5,306.444,62.543,781.85
2,250000,1000,0.05,3,random,hdf5,315.206,58.895,791.176
3,250000,1000,0.05,3,random,hdf5,317.443,58.292,795.726
4,250000,1000,0.05,3,random,hdf5,325.901,62.011,829.142
5,250000,1000,0.05,3,random,hdf5,345.159,65.364,887.278
6,250000,1000,0.05,3,random,hdf5,329.315,61.166,840.92
7,250000,1000,0.05,3,random,hdf5,292.548,58.142,732.471
8,250000,1000,0.05,3,random,hdf5,380.694,76.567,1014.844
9,250000,1000,0.05,3,random,hdf5,357.915,70.214,932.438
10,250000,1000,0.05,3,random,hdf5,334.534,63.391,850.962
1,250000,1000,0.1,3,random,hdf5,638.156,97.767,1083.361
2,250000,1000,0.1,3,random,hdf5,646.913,100.549,1083.333
3,250000,1000,0.1,3,random,hdf5,533.671,85.838,905.4
4,250000,1000,0.1,3,random,hdf5,613.182,95.9,1030.357
5,250000,1000,0.1,3,random,hdf5,667.316,104.317,1152.134
6,250000,1000,0.1,3,random,hdf5,569.377,92.119,966.024
7,250000,1000,0.1,3,random,hdf5,652.475,97.832,1095.399
8,250000,1000,0.1,3,random,hdf5,659.648,104.907,1127.859
9,250000,1000,0.1,3,random,hdf5,647.87,98.728,1090.478
10,250000,1000,0.1,3,random,hdf5,624.235,97.528,1061.944
1,250000,1000,0.2,3,random,hdf5,1216.672,167.411,1565.506
2,250000,1000,0.2,3,random,hdf5,1216.56,162.969,1556.182
3,250000,1000,0.2,3,random,hdf5,1463.951,208.434,1937.459
4,250000,1000,0.2,3,random,hdf5,1301.761,178.167,1684.84
5,250000,1000,0.2,3,random,hdf5,1175.668,158.886,1498.879
6,250000,1000,0.2,3,random,hdf5,1203.627,163.384,1540.314
7,250000,1000,0.2,3,random,hdf5,1271.532,171.682,1643.093
8,250000,1000,0.2,3,random,hdf5,1031.499,140.084,1301.65
9,250000,1000,0.2,3,random,hdf5,978.8,137.789,1235.659
10,250000,1000,0.2,3,random,hdf5,1269.504,174.024,1634.874
1,250000,1000,0.5,3,random,hdf5,2895.669,351.228,3397.548
2,250000,1000,0.5,3,random,hdf5,2582.783,318.113,3040.663
3,250000,1000,0.5,3,random,hdf5,2927.005,370.665,3431.054
4,250000,1000,0.5,3,random,hdf5,3149.803,371.6,3686.212
5,250000,1000,0.5,3,random,hdf5,2885.383,348.149,3397.3
6,250000,1000,0.5,3,random,hdf5,3162.709,377.063,3703.823
7,250000,1000,0.5,3,random,hdf5,2984.963,355.346,3499.576
8,250000,1000,0.5,3,random,hdf5,3571.546,419.774,4183.935
9,250000,1000,0.5,3,random,hdf5,2475.493,315.584,2900.144
10,250000,1000,0.5,3,random,hdf5,2777.833,330.094,3263.316
1,250000,1000,0.8,3,random,hdf5,4807.804,534.059,5449.549
2,250000,1000,0.8,3,random,hdf5,5627.681,612.451,6364.411
3,250000,1000,0.8,3,random,hdf5,4740.075,532.426,5394.333
4,250000,1000,0.8,3,random,hdf5,6269.136,669.63,7070.041
5,250000,1000,0.8,3,random,hdf5,5174.882,564.082,5842.589
6,250000,1000,0.8,3,random,hdf5,5496.371,589.593,6205.608
7,250000,1000,0.8,3,random,hdf5,5102.414,554.664,5787.725
8,250000,1000,0.8,3,random,hdf5,4493.511,499.504,5105.631
9,250000,1000,0.8,3,random,hdf5,5617.943,619.843,6363.06
10,250000,1000,0.8,3,random,hdf5,5476.097,596.546,6200.905
1,250000,1000,1,3,random,hdf5,8602.293,1056.47,9749.069
2,250000,1000,1,3,random,hdf5,3322.094,454.576,3821.838
3,250000,1000,1,3,random,hdf5,6311.976,784.88,7156.866
4,250000,1000,1,3,random,hdf5,6668.471,823.152,7547.997
5,250000,1000,1,3,random,hdf5,7254.858,876.626,8217.065
6,250000,1000,1,3,random,hdf5,8468.897,995.709,9548.203
7,250000,1000,1,3,random,hdf5,5692.346,723.386,6476.835
8,250000,1000,1,3,random,hdf5,3256.829,434.688,3738.959
9,250000,1000,1,3,random,hdf5,1361.584,184.265,1579.811
10,250000,1000,1,3,random,hdf5,5474.122,692.274,6213.181
