"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1000,1000,0.005,3,random,mbkmeans,0.238,0.01,0.247999999999999
2,1000,1000,0.005,3,random,mbkmeans,0.234,0.011,0.247999999999999
3,1000,1000,0.005,3,random,mbkmeans,0.226,0.011,0.237
4,1000,1000,0.005,3,random,mbkmeans,0.235,0.00600000000000001,0.241
5,1000,1000,0.005,3,random,mbkmeans,0.231,0.016,0.247
6,1000,1000,0.005,3,random,mbkmeans,0.24,0.00699999999999995,0.247
7,1000,1000,0.005,3,random,mbkmeans,0.233,0.004,0.237
8,1000,1000,0.005,3,random,mbkmeans,0.223,0.00900000000000001,0.231999999999999
9,1000,1000,0.005,3,random,mbkmeans,0.236,0.00999999999999995,0.246
10,1000,1000,0.005,3,random,mbkmeans,0.239,0.00600000000000001,0.244999999999999
1,1000,1000,0.01,3,random,mbkmeans,0.274,0.016,0.294
2,1000,1000,0.01,3,random,mbkmeans,0.282,0.00800000000000001,0.291
3,1000,1000,0.01,3,random,mbkmeans,0.281,0.013,0.295
4,1000,1000,0.01,3,random,mbkmeans,0.283,0.012,0.295
5,1000,1000,0.01,3,random,mbkmeans,0.281,0.013,0.295
6,1000,1000,0.01,3,random,mbkmeans,0.301,0.00700000000000001,0.308999999999999
7,1000,1000,0.01,3,random,mbkmeans,0.311,0.00700000000000001,0.319000000000001
8,1000,1000,0.01,3,random,mbkmeans,0.274,0.00700000000000001,0.283000000000001
9,1000,1000,0.01,3,random,mbkmeans,0.285,0.005,0.290999999999999
10,1000,1000,0.01,3,random,mbkmeans,0.293,0.00800000000000001,0.300999999999998
1,1000,1000,0.05,3,random,mbkmeans,0.754,0.052,0.81
2,1000,1000,0.05,3,random,mbkmeans,0.775,0.046,0.822000000000001
3,1000,1000,0.05,3,random,mbkmeans,0.878,0.049,0.928000000000001
4,1000,1000,0.05,3,random,mbkmeans,0.742,0.051,0.795
5,1000,1000,0.05,3,random,mbkmeans,0.773,0.039,0.813000000000001
6,1000,1000,0.05,3,random,mbkmeans,0.721,0.041,0.762
7,1000,1000,0.05,3,random,mbkmeans,0.818,0.042,0.861000000000001
8,1000,1000,0.05,3,random,mbkmeans,0.851,0.047,0.899000000000001
9,1000,1000,0.05,3,random,mbkmeans,0.746,0.044,0.792
10,1000,1000,0.05,3,random,mbkmeans,0.701,0.035,0.738
1,1000,1000,0.1,3,random,mbkmeans,1.449,0.075,1.531
2,1000,1000,0.1,3,random,mbkmeans,1.196,0.067,1.265
3,1000,1000,0.1,3,random,mbkmeans,1.551,0.076,1.63
4,1000,1000,0.1,3,random,mbkmeans,1.465,0.103,1.571
5,1000,1000,0.1,3,random,mbkmeans,1.457,0.085,1.547
6,1000,1000,0.1,3,random,mbkmeans,1.688,0.1,1.791
7,1000,1000,0.1,3,random,mbkmeans,1.262,0.077,1.341
8,1000,1000,0.1,3,random,mbkmeans,1.438,0.091,1.531
9,1000,1000,0.1,3,random,mbkmeans,1.238,0.075,1.316
10,1000,1000,0.1,3,random,mbkmeans,1.614,0.091,1.708
1,1000,1000,0.2,3,random,mbkmeans,2.533,0.178,2.721
2,1000,1000,0.2,3,random,mbkmeans,2.555,0.149,2.708
3,1000,1000,0.2,3,random,mbkmeans,3.081,0.204,3.294
4,1000,1000,0.2,3,random,mbkmeans,2.483,0.153,2.64
5,1000,1000,0.2,3,random,mbkmeans,2.41,0.158,2.572
6,1000,1000,0.2,3,random,mbkmeans,2.329,0.153,2.486
7,1000,1000,0.2,3,random,mbkmeans,2.369,0.151,2.524
8,1000,1000,0.2,3,random,mbkmeans,2.468,0.164,2.636
9,1000,1000,0.2,3,random,mbkmeans,2.284,0.142,2.429
10,1000,1000,0.2,3,random,mbkmeans,2.228,0.136,2.368
1,1000,1000,0.5,3,random,mbkmeans,6.284,0.284,6.581
2,1000,1000,0.5,3,random,mbkmeans,5.874,0.266,6.149
3,1000,1000,0.5,3,random,mbkmeans,5.398,0.244,5.65
4,1000,1000,0.5,3,random,mbkmeans,6.22,0.281,6.509
5,1000,1000,0.5,3,random,mbkmeans,6.136,0.288,6.435
6,1000,1000,0.5,3,random,mbkmeans,6.218,0.259,6.486
7,1000,1000,0.5,3,random,mbkmeans,6.747,0.28,7.038
8,1000,1000,0.5,3,random,mbkmeans,7.328,0.314,7.654
9,1000,1000,0.5,3,random,mbkmeans,6.541,0.297,6.849
10,1000,1000,0.5,3,random,mbkmeans,5.978,0.247,6.234
1,1000,1000,0.8,3,random,mbkmeans,11.182,0.469,11.668
2,1000,1000,0.8,3,random,mbkmeans,8.809,0.353,9.178
3,1000,1000,0.8,3,random,mbkmeans,10.776,0.465,11.257
4,1000,1000,0.8,3,random,mbkmeans,10.766,0.454,11.238
5,1000,1000,0.8,3,random,mbkmeans,10.38,0.411,10.807
6,1000,1000,0.8,3,random,mbkmeans,9.868,0.374,10.258
7,1000,1000,0.8,3,random,mbkmeans,10.131,0.373,10.52
8,1000,1000,0.8,3,random,mbkmeans,10.956,0.412,11.385
9,1000,1000,0.8,3,random,mbkmeans,11.273,0.441,11.732
10,1000,1000,0.8,3,random,mbkmeans,9.992,0.385,10.394
