"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,350000,1000,0.005,3,random,hdf5,168.706,8.738,181.393
2,350000,1000,0.005,3,random,hdf5,152.184,9.323,165.939
3,350000,1000,0.005,3,random,hdf5,158.497,8.468,170.878
4,350000,1000,0.005,3,random,hdf5,175.977,9.574,190.135
5,350000,1000,0.005,3,random,hdf5,158.767,8.964,171.991
6,350000,1000,0.005,3,random,hdf5,121.731,8.449,130.249
7,350000,1000,0.005,3,random,hdf5,120.648,7.893,128.605
8,350000,1000,0.005,3,random,hdf5,118.173,7.504,125.742
9,350000,1000,0.005,3,random,hdf5,114.658,8.74,123.46
10,350000,1000,0.005,3,random,hdf5,117.297,6.88,124.242
1,350000,1000,0.01,3,random,hdf5,177.447,14.316,195.581
2,350000,1000,0.01,3,random,hdf5,172.21,13.199,189.662
3,350000,1000,0.01,3,random,hdf5,167.624,13.79,185.534
4,350000,1000,0.01,3,random,hdf5,197.419,15.594,217.754
5,350000,1000,0.01,3,random,hdf5,165.574,14.402,184.775
6,350000,1000,0.01,3,random,hdf5,171.491,8.816,180.394
7,350000,1000,0.01,3,random,hdf5,171.834,9.895,181.809
8,350000,1000,0.01,3,random,hdf5,156.699,9.745,166.519
9,350000,1000,0.01,3,random,hdf5,155.329,9.176,164.577
10,350000,1000,0.01,3,random,hdf5,153.997,9.734,163.858
1,350000,1000,0.05,3,random,hdf5,482.642,43.265,528.074
2,350000,1000,0.05,3,random,hdf5,557.637,44.254,603.87
3,350000,1000,0.05,3,random,hdf5,602.803,53.792,659.559
4,350000,1000,0.05,3,random,hdf5,507.1,44.435,553.796
5,350000,1000,0.05,3,random,hdf5,554.638,52.053,609.35
6,350000,1000,0.05,3,random,hdf5,550.782,50.447,601.415
7,350000,1000,0.05,3,random,hdf5,694.652,46.443,741.288
8,350000,1000,0.05,3,random,hdf5,704.105,47.93,752.3
9,350000,1000,0.05,3,random,hdf5,649.634,44.18,693.988
10,350000,1000,0.05,3,random,hdf5,690.054,49.76,740.014
1,350000,1000,0.1,3,random,hdf5,1064.034,87.779,1153.19
2,350000,1000,0.1,3,random,hdf5,866.092,67.535,935.127
3,350000,1000,0.1,3,random,hdf5,1241.328,102.254,1345.408
4,350000,1000,0.1,3,random,hdf5,920.932,78.177,1000.108
5,350000,1000,0.1,3,random,hdf5,990.787,82.276,1074.948
6,350000,1000,0.1,3,random,hdf5,841.604,68.127,909.949
7,350000,1000,0.1,3,random,hdf5,1003.845,82.184,1086.295
8,350000,1000,0.1,3,random,hdf5,909.89,73.662,983.791
9,350000,1000,0.1,3,random,hdf5,963.23,77.445,1041.007
10,350000,1000,0.1,3,random,hdf5,1046.387,83.28,1129.942
1,350000,1000,0.2,3,random,hdf5,1935.185,156.595,2092.457
2,350000,1000,0.2,3,random,hdf5,2181.389,167.161,2349.441
3,350000,1000,0.2,3,random,hdf5,2298.916,193.102,2493.337
4,350000,1000,0.2,3,random,hdf5,2230.152,182.896,2413.859
5,350000,1000,0.2,3,random,hdf5,1692.07,134.67,1827.666
6,350000,1000,0.2,3,random,hdf5,2367.167,198.296,2566.122
7,350000,1000,0.2,3,random,hdf5,1983.219,162.393,2146.392
8,350000,1000,0.2,3,random,hdf5,1982.635,162.317,2145.54
9,350000,1000,0.2,3,random,hdf5,1865.724,147.134,2013.374
10,350000,1000,0.2,3,random,hdf5,2005.672,158.923,2165.699
1,350000,1000,0.5,3,random,hdf5,5485.293,400.896,5887.583
2,350000,1000,0.5,3,random,hdf5,4307.051,320.972,4629.237
3,350000,1000,0.5,3,random,hdf5,5384.192,397.248,5782.698
4,350000,1000,0.5,3,random,hdf5,5587.655,406.639,5995.735
5,350000,1000,0.5,3,random,hdf5,5658.15,419.016,6078.503
6,350000,1000,0.5,3,random,hdf5,4923.115,361.248,5285.425
7,350000,1000,0.5,3,random,hdf5,5486.345,352.359,5839.895
8,350000,1000,0.5,3,random,hdf5,5228.065,367.208,5596.44
9,350000,1000,0.5,3,random,hdf5,5212.071,393.638,5606.882
10,350000,1000,0.5,3,random,hdf5,5551.767,397.702,5950.754
1,350000,1000,0.8,3,random,hdf5,9865.489,693.716,10561.366
2,350000,1000,0.8,3,random,hdf5,9881.58,669.78,10553.554
3,350000,1000,0.8,3,random,hdf5,9978.366,676.362,10656.902
4,350000,1000,0.8,3,random,hdf5,9965.897,692.97,10661.161
5,350000,1000,0.8,3,random,hdf5,8968.362,616.281,9586.739
6,350000,1000,0.8,3,random,hdf5,10453.485,691.283,11147.04
7,350000,1000,0.8,3,random,hdf5,8716.859,602.427,9321.375
8,350000,1000,0.8,3,random,hdf5,8618.925,609.308,9230.062
9,350000,1000,0.8,3,random,hdf5,8283.769,558.607,8844.106
10,350000,1000,0.8,3,random,hdf5,9458.938,628.231,10089.215
