"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1000,1000,0.005,3,random,kmeans,0.926,0.037,0.969999999999999
2,1000,1000,0.005,3,random,kmeans,0.928,0.036,0.965
3,1000,1000,0.005,3,random,kmeans,0.907,0.036,0.944000000000001
4,1000,1000,0.005,3,random,kmeans,0.904,0.034,0.94
5,1000,1000,0.005,3,random,kmeans,0.931,0.03,0.963000000000001
6,1000,1000,0.005,3,random,kmeans,0.513,0.026,0.541
7,1000,1000,0.005,3,random,kmeans,0.488,0.024,0.513
8,1000,1000,0.005,3,random,kmeans,0.502,0.025,0.528
9,1000,1000,0.005,3,random,kmeans,0.481,0.021,0.502000000000001
10,1000,1000,0.005,3,random,kmeans,0.466,0.036,0.503
1,1000,1000,0.01,3,random,kmeans,1.128,0.056,1.193
2,1000,1000,0.01,3,random,kmeans,1.089,0.036,1.127
3,1000,1000,0.01,3,random,kmeans,0.93,0.042,0.972999999999999
4,1000,1000,0.01,3,random,kmeans,0.999,0.039,1.041
5,1000,1000,0.01,3,random,kmeans,0.9,0.036,0.937999999999999
6,1000,1000,0.01,3,random,kmeans,0.449,0.033,0.482999999999999
7,1000,1000,0.01,3,random,kmeans,0.474,0.032,0.507000000000001
8,1000,1000,0.01,3,random,kmeans,0.512,0.024,0.537000000000001
9,1000,1000,0.01,3,random,kmeans,0.468,0.034,0.504
10,1000,1000,0.01,3,random,kmeans,0.478,0.029,0.508000000000001
1,1000,1000,0.05,3,random,kmeans,1.134,0.054,1.201
2,1000,1000,0.05,3,random,kmeans,0.96,0.033,0.994999999999999
3,1000,1000,0.05,3,random,kmeans,0.902,0.038,0.941000000000001
4,1000,1000,0.05,3,random,kmeans,0.902,0.037,0.941000000000001
5,1000,1000,0.05,3,random,kmeans,0.903,0.033,0.941000000000001
6,1000,1000,0.05,3,random,kmeans,0.459,0.041,0.500999999999999
7,1000,1000,0.05,3,random,kmeans,0.518,0.037,0.561999999999999
8,1000,1000,0.05,3,random,kmeans,0.506,0.034,0.539999999999999
9,1000,1000,0.05,3,random,kmeans,0.5,0.033,0.534000000000001
10,1000,1000,0.05,3,random,kmeans,0.457,0.036,0.494
1,1000,1000,0.1,3,random,kmeans,0.958,0.038,1.002
2,1000,1000,0.1,3,random,kmeans,0.9,0.031,0.934999999999999
3,1000,1000,0.1,3,random,kmeans,0.939,0.041,0.994
4,1000,1000,0.1,3,random,kmeans,0.89,0.039,0.93
5,1000,1000,0.1,3,random,kmeans,0.939,0.038,0.988
6,1000,1000,0.1,3,random,kmeans,0.51,0.032,0.544
7,1000,1000,0.1,3,random,kmeans,0.523,0.031,0.555999999999999
8,1000,1000,0.1,3,random,kmeans,0.515,0.024,0.540000000000001
9,1000,1000,0.1,3,random,kmeans,0.519,0.034,0.552999999999999
10,1000,1000,0.1,3,random,kmeans,0.501,0.034,0.540999999999999
1,1000,1000,0.2,3,random,kmeans,0.95,0.05,1.023
2,1000,1000,0.2,3,random,kmeans,0.892,0.045,0.938000000000001
3,1000,1000,0.2,3,random,kmeans,0.949,0.028,0.978
4,1000,1000,0.2,3,random,kmeans,0.886,0.033,0.92
5,1000,1000,0.2,3,random,kmeans,0.905,0.039,0.946000000000002
6,1000,1000,0.2,3,random,kmeans,0.52,0.035,0.555999999999999
7,1000,1000,0.2,3,random,kmeans,0.497,0.034,0.532
8,1000,1000,0.2,3,random,kmeans,0.536,0.025,0.562000000000001
9,1000,1000,0.2,3,random,kmeans,0.528,0.031,0.559000000000001
10,1000,1000,0.2,3,random,kmeans,0.5,0.029,0.529999999999999
1,1000,1000,0.5,3,random,kmeans,0.947,0.043,0.993
2,1000,1000,0.5,3,random,kmeans,0.911,0.069,1.003
3,1000,1000,0.5,3,random,kmeans,0.916,0.034,0.950999999999999
4,1000,1000,0.5,3,random,kmeans,0.886,0.04,0.930999999999999
5,1000,1000,0.5,3,random,kmeans,0.919,0.037,0.958
6,1000,1000,0.5,3,random,kmeans,0.472,0.031,0.504000000000001
7,1000,1000,0.5,3,random,kmeans,0.47,0.043,0.516
8,1000,1000,0.5,3,random,kmeans,0.51,0.026,0.536999999999999
9,1000,1000,0.5,3,random,kmeans,0.468,0.025,0.494000000000002
10,1000,1000,0.5,3,random,kmeans,0.481,0.029,0.510999999999999
1,1000,1000,0.8,3,random,kmeans,0.924,0.0610000000000001,1.006
2,1000,1000,0.8,3,random,kmeans,1.092,0.033,1.127
3,1000,1000,0.8,3,random,kmeans,0.911,0.038,0.951000000000001
4,1000,1000,0.8,3,random,kmeans,0.883,0.038,0.922000000000001
5,1000,1000,0.8,3,random,kmeans,0.895,0.035,0.932
6,1000,1000,0.8,3,random,kmeans,0.487,0.046,0.538
7,1000,1000,0.8,3,random,kmeans,0.436,0.043,0.48
8,1000,1000,0.8,3,random,kmeans,0.496,0.029,0.526
9,1000,1000,0.8,3,random,kmeans,0.535,0.031,0.566999999999998
10,1000,1000,0.8,3,random,kmeans,0.524,0.022,0.547000000000001
1,1000,1000,1,3,random,kmeans,0.897,0.067,0.988
2,1000,1000,1,3,random,kmeans,0.888,0.034,0.923
3,1000,1000,1,3,random,kmeans,0.915,0.039,0.954000000000001
4,1000,1000,1,3,random,kmeans,0.867,0.035,0.903
5,1000,1000,1,3,random,kmeans,0.91,0.032,0.943
6,1000,1000,1,3,random,kmeans,0.477,0.052,0.539000000000001
7,1000,1000,1,3,random,kmeans,0.464,0.026,0.492000000000001
8,1000,1000,1,3,random,kmeans,0.482,0.027,0.511000000000001
9,1000,1000,1,3,random,kmeans,0.467,0.034,0.503
10,1000,1000,1,3,random,kmeans,0.501,0.028,0.529999999999999
1,5000,1000,0.005,3,random,kmeans,6.038,0.202,6.275
2,5000,1000,0.005,3,random,kmeans,5.287,0.23,5.526
3,5000,1000,0.005,3,random,kmeans,4.965,0.163,5.137
