"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,250000,1000,0.005,3,random,kmeans,649.656,9.369,659.167
2,250000,1000,0.005,3,random,kmeans,353.127,12.862,366.239
3,250000,1000,0.005,3,random,kmeans,367.119,9.964,377.157
4,250000,1000,0.005,3,random,kmeans,317.283,8.97,326.318
5,250000,1000,0.005,3,random,kmeans,341.285,11.714,353.099
6,250000,1000,0.005,3,random,kmeans,384.296,7.944,392.971
7,250000,1000,0.005,3,random,kmeans,335.692,10.008,345.774
8,250000,1000,0.005,3,random,kmeans,304.2,9.659,313.921
9,250000,1000,0.005,3,random,kmeans,450.938,8.475,459.504
10,250000,1000,0.005,3,random,kmeans,354.747,7.807,362.628
1,250000,1000,0.01,3,random,kmeans,227.617,10.268,237.942
2,250000,1000,0.01,3,random,kmeans,379.662,11.59,391.352
3,250000,1000,0.01,3,random,kmeans,400.7,9.308,410.09
4,250000,1000,0.01,3,random,kmeans,394.409,10.484,405.09
5,250000,1000,0.01,3,random,kmeans,339.93,8.857,348.856
6,250000,1000,0.01,3,random,kmeans,230.565,9.534,240.149
7,250000,1000,0.01,3,random,kmeans,325.525,9.957,335.799
8,250000,1000,0.01,3,random,kmeans,249.7,9.611,259.361
9,250000,1000,0.01,3,random,kmeans,298.062,12.289,310.752
10,250000,1000,0.01,3,random,kmeans,264.88,9.782,274.715
1,250000,1000,0.05,3,random,kmeans,479.173,10.325,490.338
2,250000,1000,0.05,3,random,kmeans,359.91,9.567,369.848
3,250000,1000,0.05,3,random,kmeans,473.353,10.815,485.958
4,250000,1000,0.05,3,random,kmeans,724.475,10.805,737.766
5,250000,1000,0.05,3,random,kmeans,309.124,10.964,320.955
6,250000,1000,0.05,3,random,kmeans,311.474,9.372,321.548
7,250000,1000,0.05,3,random,kmeans,435.628,9.837,447.396
8,250000,1000,0.05,3,random,kmeans,592.062,8.559,601.15
9,250000,1000,0.05,3,random,kmeans,412.468,9.132,422.052
10,250000,1000,0.05,3,random,kmeans,370.341,9.454,380.921
1,250000,1000,0.1,3,random,kmeans,368.228,12.417,380.752
2,250000,1000,0.1,3,random,kmeans,259.421,9.581,269.118
3,250000,1000,0.1,3,random,kmeans,289.049,8.676,297.87
4,250000,1000,0.1,3,random,kmeans,308.766,9.22,318.074
5,250000,1000,0.1,3,random,kmeans,253.126,10.631,263.811
6,250000,1000,0.1,3,random,kmeans,270.496,10.618,282.987
7,250000,1000,0.1,3,random,kmeans,275.324,8.508,283.986
8,250000,1000,0.1,3,random,kmeans,342.077,9.5,352.422
9,250000,1000,0.1,3,random,kmeans,254.285,8.63,264.25
10,250000,1000,0.1,3,random,kmeans,243.853,9.403,253.307
1,250000,1000,0.2,3,random,kmeans,372.921,9.802,382.796
2,250000,1000,0.2,3,random,kmeans,310.749,9.4,320.211
3,250000,1000,0.2,3,random,kmeans,297.254,9.398,306.712
4,250000,1000,0.2,3,random,kmeans,638.892,10.296,650.13
5,250000,1000,0.2,3,random,kmeans,473.325,9.956,483.376
6,250000,1000,0.2,3,random,kmeans,400.345,11.02,412.778
7,250000,1000,0.2,3,random,kmeans,328.133,8.943,338.322
8,250000,1000,0.2,3,random,kmeans,390.735,10.655,402.57
9,250000,1000,0.2,3,random,kmeans,507.469,7.677,516.348
10,250000,1000,0.2,3,random,kmeans,325.526,10.177,337.866
1,250000,1000,0.5,3,random,kmeans,413.453,8.881,423.766
2,250000,1000,0.5,3,random,kmeans,350.461,8.932,359.466
3,250000,1000,0.5,3,random,kmeans,234.527,9.748,244.422
4,250000,1000,0.5,3,random,kmeans,378.826,9.601,388.515
5,250000,1000,0.5,3,random,kmeans,503.931,8.765,513.862
6,250000,1000,0.5,3,random,kmeans,385.84,8.529,394.822
7,250000,1000,0.5,3,random,kmeans,352.113,11.113,363.387
8,250000,1000,0.5,3,random,kmeans,318.243,10.367,330.628
9,250000,1000,0.5,3,random,kmeans,251.421,11.208,263.697
10,250000,1000,0.5,3,random,kmeans,364.878,11.419,376.378
1,250000,1000,0.8,3,random,kmeans,335.727,16.022,351.839
2,250000,1000,0.8,3,random,kmeans,318.944,9.369,328.52
3,250000,1000,0.8,3,random,kmeans,344.752,11.089,355.944
4,250000,1000,0.8,3,random,kmeans,249.843,9.365,259.259
5,250000,1000,0.8,3,random,kmeans,382.498,13.766,396.346
6,250000,1000,0.8,3,random,kmeans,353.263,12.983,366.336
7,250000,1000,0.8,3,random,kmeans,304.737,9.3,314.1
8,250000,1000,0.8,3,random,kmeans,368.112,9.331,377.52
9,250000,1000,0.8,3,random,kmeans,414.823,9.092,423.993
10,250000,1000,0.8,3,random,kmeans,375.977,9.256,385.31
1,250000,1000,1,3,random,kmeans,434.636,10.259,444.988
2,250000,1000,1,3,random,kmeans,280.272,10.145,290.514
3,250000,1000,1,3,random,kmeans,433.551,9.222,442.984
4,250000,1000,1,3,random,kmeans,322.245,13.263,335.573
5,250000,1000,1,3,random,kmeans,495.364,11.528,506.992
6,250000,1000,1,3,random,kmeans,446.759,8.194,455.046
7,250000,1000,1,3,random,kmeans,451.477,10.107,461.687
8,250000,1000,1,3,random,kmeans,254.326,10.025,264.4
9,250000,1000,1,3,random,kmeans,285.708,8.474,294.239
10,250000,1000,1,3,random,kmeans,312.89,9.016,321.972
