"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,175000,1000,0.005,3,random,mbkmeans,54.421,1.34,55.795
2,175000,1000,0.005,3,random,mbkmeans,55.192,1.247,56.449
3,175000,1000,0.005,3,random,mbkmeans,54.309,1.417,55.777
4,175000,1000,0.005,3,random,mbkmeans,52.731,1.387,54.173
5,175000,1000,0.005,3,random,mbkmeans,58.434,1.46,59.904
6,175000,1000,0.005,3,random,mbkmeans,53.592,1.337,54.938
7,175000,1000,0.005,3,random,mbkmeans,56.058,1.278,57.347
8,175000,1000,0.005,3,random,mbkmeans,55.446,1.232,56.687
9,175000,1000,0.005,3,random,mbkmeans,56.944,1.319,58.274
10,175000,1000,0.005,3,random,mbkmeans,56.136,1.358,57.504
1,175000,1000,0.01,3,random,mbkmeans,69.965,1.617,71.608
2,175000,1000,0.01,3,random,mbkmeans,79.324,2.099,81.527
3,175000,1000,0.01,3,random,mbkmeans,67.985,1.753,69.859
4,175000,1000,0.01,3,random,mbkmeans,69.068,1.829,70.928
5,175000,1000,0.01,3,random,mbkmeans,77.382,1.554,78.951
6,175000,1000,0.01,3,random,mbkmeans,71.282,1.445,72.741
7,175000,1000,0.01,3,random,mbkmeans,64.985,1.412,66.41
8,175000,1000,0.01,3,random,mbkmeans,71.755,1.653,73.424
9,175000,1000,0.01,3,random,mbkmeans,73.218,1.613,74.844
10,175000,1000,0.01,3,random,mbkmeans,73.771,1.402,75.188
1,175000,1000,0.05,3,random,mbkmeans,227.437,8.296,235.786
2,175000,1000,0.05,3,random,mbkmeans,234.771,8.155,242.992
3,175000,1000,0.05,3,random,mbkmeans,204.23,6.653,211.038
4,175000,1000,0.05,3,random,mbkmeans,197.539,6.745,204.328
5,175000,1000,0.05,3,random,mbkmeans,234.852,7.598,242.497
6,175000,1000,0.05,3,random,mbkmeans,238.292,8.121,246.46
7,175000,1000,0.05,3,random,mbkmeans,222.208,7.308,229.56
8,175000,1000,0.05,3,random,mbkmeans,202.625,7.291,209.958
9,175000,1000,0.05,3,random,mbkmeans,185.688,6.595,192.342
10,175000,1000,0.05,3,random,mbkmeans,240.421,8.16,248.631
1,175000,1000,0.1,3,random,mbkmeans,438.646,13.805,452.547
2,175000,1000,0.1,3,random,mbkmeans,412.575,13.188,425.847
3,175000,1000,0.1,3,random,mbkmeans,346.19,11.699,357.956
4,175000,1000,0.1,3,random,mbkmeans,401.54,11.458,413.197
5,175000,1000,0.1,3,random,mbkmeans,450.177,15.189,465.459
6,175000,1000,0.1,3,random,mbkmeans,414.027,13.114,427.23
7,175000,1000,0.1,3,random,mbkmeans,418.226,14.086,432.396
8,175000,1000,0.1,3,random,mbkmeans,337.13,11.156,348.361
9,175000,1000,0.1,3,random,mbkmeans,383.484,11.679,395.246
10,175000,1000,0.1,3,random,mbkmeans,464.9,14.471,479.464
1,175000,1000,0.2,3,random,mbkmeans,717.134,21.479,738.765
2,175000,1000,0.2,3,random,mbkmeans,779.154,23.813,803.145
3,175000,1000,0.2,3,random,mbkmeans,845.917,24.933,871.026
4,175000,1000,0.2,3,random,mbkmeans,755.038,23.516,778.709
5,175000,1000,0.2,3,random,mbkmeans,822.522,25.905,848.703
6,175000,1000,0.2,3,random,mbkmeans,789.098,42.659,831.933
7,175000,1000,0.2,3,random,mbkmeans,801.281,25.488,826.939
8,175000,1000,0.2,3,random,mbkmeans,629.59,19.67,649.393
9,175000,1000,0.2,3,random,mbkmeans,746.459,28.003,774.62
10,175000,1000,0.2,3,random,mbkmeans,733.394,23.617,757.162
1,175000,1000,0.5,3,random,mbkmeans,1870.847,62.202,1933.478
2,175000,1000,0.5,3,random,mbkmeans,1912.047,74.828,1987.269
3,175000,1000,0.5,3,random,mbkmeans,1729.907,62.863,1793.144
4,175000,1000,0.5,3,random,mbkmeans,1734.079,58.307,1792.733
