"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,175000,1000,0.005,3,random,kmeans,183.03,7.212,199.763
2,175000,1000,0.005,3,random,kmeans,242.173,6.608,256.379
3,175000,1000,0.005,3,random,kmeans,228.375,6.706,251.838
4,175000,1000,0.005,3,random,kmeans,280.594,6.693,297.837
5,175000,1000,0.005,3,random,kmeans,275.976,6.896,294.049
6,175000,1000,0.005,3,random,kmeans,194.038,6.528,211.855
7,175000,1000,0.005,3,random,kmeans,288.654,6.257,308.389
8,175000,1000,0.005,3,random,kmeans,232.903,6.22,252.375
9,175000,1000,0.005,3,random,kmeans,284.464,6.066,298.977
10,175000,1000,0.005,3,random,kmeans,234.067,5.902,249.889
1,175000,1000,0.01,3,random,kmeans,212.331,6.443,218.859
2,175000,1000,0.01,3,random,kmeans,217.26,7.055,224.376
3,175000,1000,0.01,3,random,kmeans,197.706,7.039,205.003
4,175000,1000,0.01,3,random,kmeans,177.216,6.755,184.113
5,175000,1000,0.01,3,random,kmeans,208.42,7.623,216.087
6,175000,1000,0.01,3,random,kmeans,385.745,6.155,392.158
7,175000,1000,0.01,3,random,kmeans,369.451,6.27,375.922
8,175000,1000,0.01,3,random,kmeans,227.714,5.935,233.694
9,175000,1000,0.01,3,random,kmeans,312.653,5.961,318.677
10,175000,1000,0.01,3,random,kmeans,277.896,6.285,284.24
1,175000,1000,0.05,3,random,kmeans,163.621,6.649,170.983
2,175000,1000,0.05,3,random,kmeans,248.774,9.625,259.754
3,175000,1000,0.05,3,random,kmeans,227.052,6.149,234.529
4,175000,1000,0.05,3,random,kmeans,239.128,6.871,246.422
5,175000,1000,0.05,3,random,kmeans,354.747,8.205,363.337
6,175000,1000,0.05,3,random,kmeans,210.392,6.609,217.044
7,175000,1000,0.05,3,random,kmeans,257.714,6.327,264.092
8,175000,1000,0.05,3,random,kmeans,174.644,5.832,180.511
9,175000,1000,0.05,3,random,kmeans,198.249,6.217,204.515
10,175000,1000,0.05,3,random,kmeans,180.634,6.495,187.168
1,175000,1000,0.1,3,random,kmeans,205.376,8.088,215.422
2,175000,1000,0.1,3,random,kmeans,229.426,7.511,239.055
3,175000,1000,0.1,3,random,kmeans,220.417,7.62,229.77
4,175000,1000,0.1,3,random,kmeans,234.114,7.777,242.441
5,175000,1000,0.1,3,random,kmeans,209.433,7.721,218.223
6,175000,1000,0.1,3,random,kmeans,224.542,7.317,231.902
7,175000,1000,0.1,3,random,kmeans,200.628,7.701,208.369
8,175000,1000,0.1,3,random,kmeans,175.313,6.742,182.091
9,175000,1000,0.1,3,random,kmeans,263.308,7.594,270.954
10,175000,1000,0.1,3,random,kmeans,219.348,5.638,225.032
1,175000,1000,0.2,3,random,kmeans,183.05,9.011,192.186
2,175000,1000,0.2,3,random,kmeans,308.978,9.312,318.363
3,175000,1000,0.2,3,random,kmeans,252.673,8.424,261.158
4,175000,1000,0.2,3,random,kmeans,213.743,7.533,221.318
5,175000,1000,0.2,3,random,kmeans,348.758,8.414,357.273
6,175000,1000,0.2,3,random,kmeans,238.986,7.202,246.251
7,175000,1000,0.2,3,random,kmeans,251.659,8.401,262.244
8,175000,1000,0.2,3,random,kmeans,349.756,7.349,358.907
9,175000,1000,0.2,3,random,kmeans,376.399,7.015,386.652
10,175000,1000,0.2,3,random,kmeans,347.978,9.838,360.898
1,175000,1000,0.5,3,random,kmeans,278.74,10.147,288.943
2,175000,1000,0.5,3,random,kmeans,254.99,9.248,264.291
3,175000,1000,0.5,3,random,kmeans,349.957,8.05,358.134
4,175000,1000,0.5,3,random,kmeans,301.431,9.222,310.716
5,175000,1000,0.5,3,random,kmeans,247.639,8.314,256.004
6,175000,1000,0.5,3,random,kmeans,300.238,8.182,308.483
7,175000,1000,0.5,3,random,kmeans,246.161,7.868,254.081
8,175000,1000,0.5,3,random,kmeans,176.749,7.755,184.583
9,175000,1000,0.5,3,random,kmeans,313.513,7.192,320.768
10,175000,1000,0.5,3,random,kmeans,299.47,6.961,306.492
