"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
6,75000,1000,0.1,3,random,hdf5,162.118,25.185,344.029
7,75000,1000,0.1,3,random,hdf5,162.214,25.027,345.997
8,75000,1000,0.1,3,random,hdf5,204.332,31.29,426.484
9,75000,1000,0.1,3,random,hdf5,191.988,34.839,419.849
10,75000,1000,0.1,3,random,hdf5,160.978,30.366,356.398
1,75000,1000,0.2,3,random,hdf5,411.824,54.948,640.463
2,75000,1000,0.2,3,random,hdf5,397.998,50.83,615.408
3,75000,1000,0.2,3,random,hdf5,373.928,46.814,587.975
4,75000,1000,0.2,3,random,hdf5,398.625,52.79,620.643
5,75000,1000,0.2,3,random,hdf5,399.444,50.024,619.245
6,75000,1000,0.2,3,random,hdf5,369.065,45.951,573.875
7,75000,1000,0.2,3,random,hdf5,375.917,47.309,588.351
8,75000,1000,0.2,3,random,hdf5,397.386,49.808,610.575
9,75000,1000,0.2,3,random,hdf5,402.147,51.43,623.685
10,75000,1000,0.2,3,random,hdf5,366.782,47.964,570.918
1,75000,1000,0.5,3,random,hdf5,813.55,110.342,1144.473
2,75000,1000,0.5,3,random,hdf5,812.748,109.061,1145.572
3,75000,1000,0.5,3,random,hdf5,949.105,132.648,1308.611
4,75000,1000,0.5,3,random,hdf5,816.278,110.924,1155.005
5,75000,1000,0.5,3,random,hdf5,845.521,118.923,1191.496
6,75000,1000,0.5,3,random,hdf5,823.571,107.678,1161.7
7,75000,1000,0.5,3,random,hdf5,792.071,102.316,1115.709
8,75000,1000,0.5,3,random,hdf5,704.347,93.614,995.41
9,75000,1000,0.5,3,random,hdf5,966.663,129.423,1328.356
10,75000,1000,0.5,3,random,hdf5,883.122,117.28,1234.052
1,75000,1000,0.8,3,random,hdf5,1342.025,165.34,1731.233
2,75000,1000,0.8,3,random,hdf5,1497.145,182.37,1903.775
3,75000,1000,0.8,3,random,hdf5,1303.041,164.308,1673.271
4,75000,1000,0.8,3,random,hdf5,1486.478,183.303,1887.782
5,75000,1000,0.8,3,random,hdf5,1448.898,187.364,1862.762
6,75000,1000,0.8,3,random,hdf5,1364.368,174.219,1753.868
7,75000,1000,0.8,3,random,hdf5,1614.013,202.254,2050.852
8,75000,1000,0.8,3,random,hdf5,1472.232,183.704,1887.545
9,75000,1000,0.8,3,random,hdf5,1375.075,169.484,1778.41
10,75000,1000,0.8,3,random,hdf5,1665.255,197.321,2097.083
1,75000,1000,1,3,random,hdf5,1679.554,222.19,1990.555
2,75000,1000,1,3,random,hdf5,677.892,101.068,875.801
3,75000,1000,1,3,random,hdf5,1603.976,212.155,1918.454
4,75000,1000,1,3,random,hdf5,744.67,95.5,938.201
5,75000,1000,1,3,random,hdf5,1073.95,149.551,1334.654
6,75000,1000,1,3,random,hdf5,1729.258,239.908,2076.885
7,75000,1000,1,3,random,hdf5,2483.14,322.709,2913.295
8,75000,1000,1,3,random,hdf5,906.391,125.959,1125.837
9,75000,1000,1,3,random,hdf5,1185.728,151.239,1431.837
10,75000,1000,1,3,random,hdf5,1519.592,211.409,1839.67
1,1e+05,1000,0.005,3,random,hdf5,23.999,4.781,121.944
2,1e+05,1000,0.005,3,random,hdf5,27.815,5.164,147.951
