"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,350000,1000,0.005,3,random,kmeans,740.424,13.613,754.196
2,350000,1000,0.005,3,random,kmeans,386.869,13.849,400.81
3,350000,1000,0.005,3,random,kmeans,672.505,12.327,685.045
4,350000,1000,0.005,3,random,kmeans,470.015,13.643,483.755
5,350000,1000,0.005,3,random,kmeans,551.93,12.696,564.735
6,350000,1000,0.005,3,random,kmeans,624.326,10.261,634.707
7,350000,1000,0.005,3,random,kmeans,644.264,12.583,656.977
8,350000,1000,0.005,3,random,kmeans,621.253,12.512,633.888
9,350000,1000,0.005,3,random,kmeans,551.501,11.908,563.52
10,350000,1000,0.005,3,random,kmeans,397.031,11.622,408.732
1,350000,1000,0.01,3,random,kmeans,674.336,14.684,689.154
2,350000,1000,0.01,3,random,kmeans,824.638,13.963,838.771
3,350000,1000,0.01,3,random,kmeans,651.56,15.271,666.964
4,350000,1000,0.01,3,random,kmeans,612.294,13.834,626.435
5,350000,1000,0.01,3,random,kmeans,663.996,12.862,676.987
6,350000,1000,0.01,3,random,kmeans,627.168,11.826,639.139
7,350000,1000,0.01,3,random,kmeans,408.301,11.836,420.216
8,350000,1000,0.01,3,random,kmeans,586.761,13.113,599.99
9,350000,1000,0.01,3,random,kmeans,525.464,13.383,538.951
10,350000,1000,0.01,3,random,kmeans,534.828,12.555,547.488
1,350000,1000,0.05,3,random,kmeans,594.111,14.617,608.87
2,350000,1000,0.05,3,random,kmeans,533.826,14.665,548.606
3,350000,1000,0.05,3,random,kmeans,612.102,13.328,625.721
4,350000,1000,0.05,3,random,kmeans,458.083,13.153,471.323
5,350000,1000,0.05,3,random,kmeans,547.983,13.194,561.364
6,350000,1000,0.05,3,random,kmeans,497.823,14.461,512.434
7,350000,1000,0.05,3,random,kmeans,462.675,13.038,475.806
8,350000,1000,0.05,3,random,kmeans,458.895,11.44,470.426
9,350000,1000,0.05,3,random,kmeans,565.028,11.56,576.698
10,350000,1000,0.05,3,random,kmeans,632.59,11.749,644.499
1,350000,1000,0.1,3,random,kmeans,587.809,15.804,603.752
2,350000,1000,0.1,3,random,kmeans,627.942,16.098,644.356
3,350000,1000,0.1,3,random,kmeans,364.72,14.587,379.382
4,350000,1000,0.1,3,random,kmeans,386.676,12.579,399.327
5,350000,1000,0.1,3,random,kmeans,360.605,13.048,373.745
6,350000,1000,0.1,3,random,kmeans,558.551,11.464,570.169
7,350000,1000,0.1,3,random,kmeans,461.959,13.067,475.116
8,350000,1000,0.1,3,random,kmeans,579.353,11.893,591.361
9,350000,1000,0.1,3,random,kmeans,448.156,12.066,460.307
10,350000,1000,0.1,3,random,kmeans,435.1,11.245,446.46
1,350000,1000,0.2,3,random,kmeans,657.494,12.811,670.449
2,350000,1000,0.2,3,random,kmeans,721.726,12.974,734.841
3,350000,1000,0.2,3,random,kmeans,461.739,12.967,474.798
4,350000,1000,0.2,3,random,kmeans,517.791,13.538,531.43
5,350000,1000,0.2,3,random,kmeans,456.731,11.626,468.447
6,350000,1000,0.2,3,random,kmeans,482.802,11.481,494.405
7,350000,1000,0.2,3,random,kmeans,498.72,11.263,510.09
8,350000,1000,0.2,3,random,kmeans,469.97,11.696,481.757
9,350000,1000,0.2,3,random,kmeans,535.986,10.577,546.667
10,350000,1000,0.2,3,random,kmeans,484.774,12.136,497.017
1,350000,1000,0.5,3,random,kmeans,393.17,14.619,407.867
2,350000,1000,0.5,3,random,kmeans,588.996,12.442,601.549
3,350000,1000,0.5,3,random,kmeans,653.351,13.874,667.357
4,350000,1000,0.5,3,random,kmeans,489.766,15.64,505.51
5,350000,1000,0.5,3,random,kmeans,496.979,14.351,511.428
6,350000,1000,0.5,3,random,kmeans,400.798,16.717,417.596
7,350000,1000,0.5,3,random,kmeans,392.495,11.562,404.131
8,350000,1000,0.5,3,random,kmeans,542.301,12.819,555.23
9,350000,1000,0.5,3,random,kmeans,614.721,14.97,629.816
10,350000,1000,0.5,3,random,kmeans,740.443,11.3,751.884
1,350000,1000,0.8,3,random,kmeans,524.691,14.771,539.565
2,350000,1000,0.8,3,random,kmeans,458.623,14.711,473.427
3,350000,1000,0.8,3,random,kmeans,663.819,13.761,677.708
4,350000,1000,0.8,3,random,kmeans,488.011,16.708,504.816
5,350000,1000,0.8,3,random,kmeans,567.776,13.235,581.118
6,350000,1000,0.8,3,random,kmeans,590.984,12.442,603.543
7,350000,1000,0.8,3,random,kmeans,441.506,11.333,452.925
8,350000,1000,0.8,3,random,kmeans,535.435,11.69,547.241
9,350000,1000,0.8,3,random,kmeans,414.891,12.635,427.606
10,350000,1000,0.8,3,random,kmeans,370.559,12.442,383.069
