"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,5e+05,1000,0.005,3,random,hdf5,184.422,16.804,212.336
2,5e+05,1000,0.005,3,random,hdf5,182.044,15.595,208.765
3,5e+05,1000,0.005,3,random,hdf5,183.232,15.867,210.354
1,5e+05,1000,0.01,3,random,hdf5,242.085,23.007,274.894
2,5e+05,1000,0.01,3,random,hdf5,252.098,22.148,283.958
3,5e+05,1000,0.01,3,random,hdf5,274.039,26.036,310.42
1,5e+05,1000,0.05,3,random,hdf5,863.494,75.737,944.703
2,5e+05,1000,0.05,3,random,hdf5,855.74,76.271,937.736
3,5e+05,1000,0.05,3,random,hdf5,806.989,71.087,883.344
1,5e+05,1000,0.1,3,random,hdf5,1433.992,123.042,1557.415
2,5e+05,1000,0.1,3,random,hdf5,1464.28,126.434,1591.087
3,5e+05,1000,0.1,3,random,hdf5,1459.649,133.566,1593.586
1,5e+05,1000,0.2,3,random,hdf5,3040.925,250.989,3294.152
2,5e+05,1000,0.2,3,random,hdf5,2926.57,223.329,3151.772
3,5e+05,1000,0.2,3,random,hdf5,2974.584,236.97,3213.833
1,5e+05,1000,0.5,3,random,hdf5,8105.357,617.295,8724.523
2,5e+05,1000,0.5,3,random,hdf5,8605.649,639.083,9247.372
3,5e+05,1000,0.5,3,random,hdf5,7767.298,588.365,8357.775
1,5e+05,1000,0.8,3,random,hdf5,13294.223,989.619,14286.918
2,5e+05,1000,0.8,3,random,hdf5,13103.664,918.05,14024.758
3,5e+05,1000,0.8,3,random,hdf5,12001.531,866.531,12870.799
