"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1000,1000,0.005,3,random,hdf5,2.963,0.188,3.197
2,1000,1000,0.005,3,random,hdf5,2.572,0.203,2.802
3,1000,1000,0.005,3,random,hdf5,2.375,0.202,2.595
4,1000,1000,0.005,3,random,hdf5,2.914,0.175,3.112
5,1000,1000,0.005,3,random,hdf5,3.586,0.232,3.843
6,1000,1000,0.005,3,random,hdf5,2.467,0.0690000000000001,2.559
7,1000,1000,0.005,3,random,hdf5,2.591,0.0590000000000001,2.666
8,1000,1000,0.005,3,random,hdf5,2.078,0.0569999999999999,2.15
9,1000,1000,0.005,3,random,hdf5,2.142,0.052,2.209
10,1000,1000,0.005,3,random,hdf5,2.415,0.055,2.488
1,1000,1000,0.01,3,random,hdf5,3.997,0.224,4.245
2,1000,1000,0.01,3,random,hdf5,3.964,0.232,4.247
3,1000,1000,0.01,3,random,hdf5,3.284,0.24,3.556
4,1000,1000,0.01,3,random,hdf5,3.142,0.175,3.345
5,1000,1000,0.01,3,random,hdf5,3.553,0.246,3.822
6,1000,1000,0.01,3,random,hdf5,2.595,0.072,2.685
7,1000,1000,0.01,3,random,hdf5,2.677,0.0650000000000001,2.758
8,1000,1000,0.01,3,random,hdf5,2.73,0.076,2.823
9,1000,1000,0.01,3,random,hdf5,2.605,0.0469999999999999,2.676
10,1000,1000,0.01,3,random,hdf5,3.427,0.073,3.525
1,1000,1000,0.05,3,random,hdf5,3.836,0.174,4.045
2,1000,1000,0.05,3,random,hdf5,3.519,0.176,3.736
3,1000,1000,0.05,3,random,hdf5,3.968,0.174,4.164
4,1000,1000,0.05,3,random,hdf5,3.94,0.21,4.189
5,1000,1000,0.05,3,random,hdf5,4.357,0.223,4.601
6,1000,1000,0.05,3,random,hdf5,3.24,0.093,3.351
7,1000,1000,0.05,3,random,hdf5,3.652,0.09,3.761
8,1000,1000,0.05,3,random,hdf5,3.96,0.092,4.075
9,1000,1000,0.05,3,random,hdf5,3.338,0.118,3.473
10,1000,1000,0.05,3,random,hdf5,4.366,0.139,4.531
1,1000,1000,0.1,3,random,hdf5,4.763,0.213,5.011
2,1000,1000,0.1,3,random,hdf5,5.085,0.209,5.32
3,1000,1000,0.1,3,random,hdf5,5.73,0.234,6.002
4,1000,1000,0.1,3,random,hdf5,7.429,0.341,7.803
5,1000,1000,0.1,3,random,hdf5,5.783,0.284,6.089
6,1000,1000,0.1,3,random,hdf5,5.992,0.138,6.156
7,1000,1000,0.1,3,random,hdf5,7.872,0.252,8.153
8,1000,1000,0.1,3,random,hdf5,5.771,0.185,5.982
9,1000,1000,0.1,3,random,hdf5,5.757,0.185,5.969
10,1000,1000,0.1,3,random,hdf5,7.202,0.238,7.463
1,1000,1000,0.2,3,random,hdf5,8.649,0.317,8.998
2,1000,1000,0.2,3,random,hdf5,9.802,0.32,10.158
3,1000,1000,0.2,3,random,hdf5,9.452,0.253,9.734
4,1000,1000,0.2,3,random,hdf5,11.78,0.534,12.347
5,1000,1000,0.2,3,random,hdf5,10.29,0.318,10.638
6,1000,1000,0.2,3,random,hdf5,8.462,0.262,8.752
7,1000,1000,0.2,3,random,hdf5,8.285,0.279,8.589
8,1000,1000,0.2,3,random,hdf5,8.719,0.268,9.013
9,1000,1000,0.2,3,random,hdf5,8.53,0.267,8.825
10,1000,1000,0.2,3,random,hdf5,9.032,0.284,9.348
