"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1000,1000,0.005,3,random,kmeans,1.128,0.033,1.163
2,1000,1000,0.005,3,random,kmeans,1.214,0.035,1.252
3,1000,1000,0.005,3,random,kmeans,1.109,0.033,1.144
4,1000,1000,0.005,3,random,kmeans,0.985,0.043,1.029
5,1000,1000,0.005,3,random,kmeans,1.086,0.044,1.132
6,1000,1000,0.005,3,random,kmeans,0.97,0.043,1.015
7,1000,1000,0.005,3,random,kmeans,1.104,0.045,1.15
8,1000,1000,0.005,3,random,kmeans,1.083,0.051,1.136
9,1000,1000,0.005,3,random,kmeans,0.992,0.042,1.037
10,1000,1000,0.005,3,random,kmeans,1.126,0.04,1.168
1,1000,1000,0.01,3,random,kmeans,1.066,0.033,1.101
2,1000,1000,0.01,3,random,kmeans,1.038,0.045,1.085
3,1000,1000,0.01,3,random,kmeans,1.103,0.037,1.142
4,1000,1000,0.01,3,random,kmeans,0.998,0.038,1.039
5,1000,1000,0.01,3,random,kmeans,1.063,0.041,1.106
6,1000,1000,0.01,3,random,kmeans,0.994,0.045,1.04
7,1000,1000,0.01,3,random,kmeans,1.084,0.046,1.131
8,1000,1000,0.01,3,random,kmeans,1.076,0.037,1.115
9,1000,1000,0.01,3,random,kmeans,1,0.036,1.037
10,1000,1000,0.01,3,random,kmeans,1.1,0.043,1.145
1,1000,1000,0.05,3,random,kmeans,1.05,0.044,1.096
2,1000,1000,0.05,3,random,kmeans,1,0.043,1.044
3,1000,1000,0.05,3,random,kmeans,1.056,0.037,1.095
4,1000,1000,0.05,3,random,kmeans,1.049,0.045,1.096
5,1000,1000,0.05,3,random,kmeans,1.09,0.045,1.138
6,1000,1000,0.05,3,random,kmeans,1.03,0.039,1.072
7,1000,1000,0.05,3,random,kmeans,1.041,0.044,1.087
8,1000,1000,0.05,3,random,kmeans,1.062,0.037,1.102
9,1000,1000,0.05,3,random,kmeans,1.05,0.039,1.09
10,1000,1000,0.05,3,random,kmeans,1.141,0.043,1.187
1,1000,1000,0.1,3,random,kmeans,1.037,0.041,1.08
2,1000,1000,0.1,3,random,kmeans,1.019,0.046,1.067
3,1000,1000,0.1,3,random,kmeans,1.014,0.044,1.059
4,1000,1000,0.1,3,random,kmeans,1.066,0.043,1.111
5,1000,1000,0.1,3,random,kmeans,0.986,0.039,1.025
6,1000,1000,0.1,3,random,kmeans,1.039,0.032,1.073
7,1000,1000,0.1,3,random,kmeans,1.076,0.033,1.111
8,1000,1000,0.1,3,random,kmeans,0.991,0.043,1.036
