"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,350000,1000,0.005,3,random,mbkmeans,116.093,2.787,118.954
2,350000,1000,0.005,3,random,mbkmeans,128.796,2.61,131.527
3,350000,1000,0.005,3,random,mbkmeans,112.798,2.77,115.724
4,350000,1000,0.005,3,random,mbkmeans,110.939,2.821,113.786
5,350000,1000,0.005,3,random,mbkmeans,112.08,2.714,114.846
6,350000,1000,0.005,3,random,mbkmeans,129.024,2.365,131.415
7,350000,1000,0.005,3,random,mbkmeans,146.988,3.008,150.028
8,350000,1000,0.005,3,random,mbkmeans,113.385,1.957,115.366
9,350000,1000,0.005,3,random,mbkmeans,139.395,2.618,142.041
10,350000,1000,0.005,3,random,mbkmeans,110.435,2.016,112.47
1,350000,1000,0.01,3,random,mbkmeans,158.353,2.672,161.058
2,350000,1000,0.01,3,random,mbkmeans,161.494,3.282,164.985
3,350000,1000,0.01,3,random,mbkmeans,156.673,2.959,159.685
4,350000,1000,0.01,3,random,mbkmeans,149.272,2.857,152.2
5,350000,1000,0.01,3,random,mbkmeans,146.572,2.663,149.269
6,350000,1000,0.01,3,random,mbkmeans,142.408,2.482,144.917
7,350000,1000,0.01,3,random,mbkmeans,154.596,2.95,157.579
8,350000,1000,0.01,3,random,mbkmeans,146.817,3.079,149.925
9,350000,1000,0.01,3,random,mbkmeans,146.637,2.679,149.344
10,350000,1000,0.01,3,random,mbkmeans,158.825,2.532,161.388
1,350000,1000,0.05,3,random,mbkmeans,486.771,12.817,499.698
2,350000,1000,0.05,3,random,mbkmeans,506.153,16.3,522.679
3,350000,1000,0.05,3,random,mbkmeans,426.71,14.931,441.739
4,350000,1000,0.05,3,random,mbkmeans,405.258,13.622,418.989
5,350000,1000,0.05,3,random,mbkmeans,515.149,17.312,532.566
6,350000,1000,0.05,3,random,mbkmeans,508.215,16.761,525.077
7,350000,1000,0.05,3,random,mbkmeans,455.709,13.725,469.525
8,350000,1000,0.05,3,random,mbkmeans,446.128,14.984,461.205
9,350000,1000,0.05,3,random,mbkmeans,442.52,14.046,456.657
10,350000,1000,0.05,3,random,mbkmeans,458.1,14.205,472.406
1,350000,1000,0.1,3,random,mbkmeans,955.877,26.514,982.611
2,350000,1000,0.1,3,random,mbkmeans,772.347,25.6,798.176
3,350000,1000,0.1,3,random,mbkmeans,757.82,23.304,781.28
4,350000,1000,0.1,3,random,mbkmeans,744.151,23.1,767.406
5,350000,1000,0.1,3,random,mbkmeans,921.358,27.452,949.067
6,350000,1000,0.1,3,random,mbkmeans,881.703,25.833,907.732
7,350000,1000,0.1,3,random,mbkmeans,1077.098,30.932,1108.245
8,350000,1000,0.1,3,random,mbkmeans,855.688,24.132,879.996
9,350000,1000,0.1,3,random,mbkmeans,682.953,21.13,704.216
10,350000,1000,0.1,3,random,mbkmeans,854.151,26.196,880.526
1,350000,1000,0.2,3,random,mbkmeans,1543.223,47.249,1590.92
2,350000,1000,0.2,3,random,mbkmeans,1372.778,40.468,1413.517
3,350000,1000,0.2,3,random,mbkmeans,1545.391,45.12,1590.81
4,350000,1000,0.2,3,random,mbkmeans,1474.264,44.671,1519.297
5,350000,1000,0.2,3,random,mbkmeans,1568.611,47.128,1616.046
6,350000,1000,0.2,3,random,mbkmeans,1654.211,56.559,1711.111
7,350000,1000,0.2,3,random,mbkmeans,1579.569,48.325,1628.21
8,350000,1000,0.2,3,random,mbkmeans,1446.64,45.456,1492.39
9,350000,1000,0.2,3,random,mbkmeans,1578.439,48.241,1626.985
10,350000,1000,0.2,3,random,mbkmeans,1426.685,44.981,1471.936
1,350000,1000,0.5,3,random,mbkmeans,3372.358,106.257,3479.279
2,350000,1000,0.5,3,random,mbkmeans,3296.701,109.414,3406.796
3,350000,1000,0.5,3,random,mbkmeans,2933.758,95.549,3029.905
4,350000,1000,0.5,3,random,mbkmeans,3385.725,106.61,3492.98
5,350000,1000,0.5,3,random,mbkmeans,3251.003,102.76,3354.419
6,350000,1000,0.5,3,random,mbkmeans,3259.189,99.782,3359.591
7,350000,1000,0.5,3,random,mbkmeans,3014.209,94.654,3109.464
8,350000,1000,0.5,3,random,mbkmeans,2953.349,92.745,3046.667
9,350000,1000,0.5,3,random,mbkmeans,3119.109,97.698,3217.439
10,350000,1000,0.5,3,random,mbkmeans,3337.539,103.296,3441.475
1,350000,1000,0.8,3,random,mbkmeans,5718.165,175.031,5894.353
2,350000,1000,0.8,3,random,mbkmeans,4557.677,140.283,4698.922
3,350000,1000,0.8,3,random,mbkmeans,5186.811,156.648,5344.492
4,350000,1000,0.8,3,random,mbkmeans,6052.538,182.349,6236.09
5,350000,1000,0.8,3,random,mbkmeans,4968.436,148.745,5118.159
6,350000,1000,0.8,3,random,mbkmeans,5961.888,179.509,6142.562
7,350000,1000,0.8,3,random,mbkmeans,4222.813,131.924,4355.62
8,350000,1000,0.8,3,random,mbkmeans,5372.369,159.952,5533.415
9,350000,1000,0.8,3,random,mbkmeans,4860.631,147.332,5008.919
10,350000,1000,0.8,3,random,mbkmeans,5116.48,153.208,5270.658
