"B","observations","genes","batch_size","k","initializer","method","memory"
2,1000,1000,0.005,3,random,kmeans,420.174020443213
2,1000,1000,0.01,3,random,kmeans,427.822808924185
2,1000,1000,0.2,3,random,kmeans,420.173989925635
2,1000,1000,0.5,3,random,kmeans,435.452226372369
2,1000,1000,0.8,3,random,kmeans,435.452226372369
2,1000,1000,1,3,random,kmeans,420.189263973544
2,5000,1000,0.005,3,random,kmeans,657.311495396882
2,5000,1000,0.01,3,random,kmeans,657.119913670086
2,5000,1000,0.2,3,random,kmeans,657.106012913198
2,5000,1000,0.5,3,random,kmeans,657.119883152508
2,5000,1000,0.8,3,random,kmeans,657.106012913198
2,5000,1000,1,3,random,kmeans,657.119883152508
2,25000,1000,0.005,3,random,kmeans,2071.53353136577
2,25000,1000,0.01,3,random,kmeans,2071.53436296978
2,25000,1000,0.2,3,random,kmeans,2071.53353136577
2,25000,1000,0.5,3,random,kmeans,2071.53436296978
2,25000,1000,0.8,3,random,kmeans,2071.53353136577
2,25000,1000,1,3,random,kmeans,2071.53350084819
