B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time,max_iters,num_init
5,1.00E+05,1000,0.001,5,random,mbkmeans,23.158,0.55,23.712,1,1
6,1.00E+05,1000,0.001,5,random,mbkmeans,23.074,0.554,24.691,1,1
7,1.00E+05,1000,0.001,5,random,mbkmeans,23.144,0.535,23.853,1,1
8,1.00E+05,1000,0.001,5,random,mbkmeans,23.146,0.549,23.807,1,1
9,1.00E+05,1000,0.001,5,random,mbkmeans,22.911,0.562,23.515,1,1
10,1.00E+05,1000,0.001,5,random,mbkmeans,23.096,0.524,24.095,1,1
1,1.00E+05,1000,0.001,6,random,mbkmeans,23.73,0.556,24.29,1,1
2,1.00E+05,1000,0.001,6,random,mbkmeans,23.144,0.676,24.037,1,1
3,1.00E+05,1000,0.001,6,random,mbkmeans,23.598,0.494,24.094,1,1
4,1.00E+05,1000,0.001,6,random,mbkmeans,23.315,0.731,24.273,1,1
5,1.00E+05,1000,0.001,6,random,mbkmeans,23.673,0.612,24.338,1,1
6,1.00E+05,1000,0.001,6,random,mbkmeans,23.628,0.506,24.178,1,1
7,1.00E+05,1000,0.001,6,random,mbkmeans,23.359,0.556,23.993,1,1
8,1.00E+05,1000,0.001,6,random,mbkmeans,23.868,0.581,24.555,1,1
9,1.00E+05,1000,0.001,6,random,mbkmeans,23.469,0.508,23.98,1,1
10,1.00E+05,1000,0.001,6,random,mbkmeans,23.533,0.584,24.125,1,1
1,1.00E+05,1000,0.001,7,random,mbkmeans,23.605,0.484,24.299,1,1
2,1.00E+05,1000,0.001,7,random,mbkmeans,24.135,0.487,25.988,1,1
3,1.00E+05,1000,0.001,7,random,mbkmeans,23.79,0.55,25.097,1,1
4,1.00E+05,1000,0.001,7,random,mbkmeans,23.741,0.555,24.458,1,1
5,1.00E+05,1000,0.001,7,random,mbkmeans,23.67,0.512,24.776,1,1
6,1.00E+05,1000,0.001,7,random,mbkmeans,23.653,0.522,24.201,1,1
7,1.00E+05,1000,0.001,7,random,mbkmeans,24.409,0.535,26.122,1,1
8,1.00E+05,1000,0.001,7,random,mbkmeans,24.014,0.611,24.964,1,1
9,1.00E+05,1000,0.001,7,random,mbkmeans,23.574,0.633,24.423,1,1
10,1.00E+05,1000,0.001,7,random,mbkmeans,23.735,0.527,24.973,1,1
1,1.00E+05,1000,0.001,8,random,mbkmeans,24.46,0.528,24.993,1,1
2,1.00E+05,1000,0.001,8,random,mbkmeans,24.486,0.562,25.07,1,1
3,1.00E+05,1000,0.001,8,random,mbkmeans,24.441,0.65,25.095,1,1
4,1.00E+05,1000,0.001,8,random,mbkmeans,24.184,0.513,24.766,1,1
5,1.00E+05,1000,0.001,8,random,mbkmeans,24.21,0.595,24.809,1,1
6,1.00E+05,1000,0.001,8,random,mbkmeans,24.387,0.599,25.014,1,1
7,1.00E+05,1000,0.001,8,random,mbkmeans,24.076,0.59,24.67,1,1
8,1.00E+05,1000,0.001,8,random,mbkmeans,24.213,0.686,24.903,1,1
9,1.00E+05,1000,0.001,8,random,mbkmeans,24.512,0.521,25.11,1,1
10,1.00E+05,1000,0.001,8,random,mbkmeans,24.593,0.589,25.264,1,1
1,1.00E+05,1000,0.001,9,random,mbkmeans,24.352,0.653,25.011,1,1
2,1.00E+05,1000,0.001,9,random,mbkmeans,25.064,0.576,25.663,1,1
3,1.00E+05,1000,0.001,9,random,mbkmeans,24.185,0.576,24.793,1,1
4,1.00E+05,1000,0.001,9,random,mbkmeans,24.408,0.649,25.062,1,1
5,1.00E+05,1000,0.001,9,random,mbkmeans,24.409,0.601,25.014,1,1
6,1.00E+05,1000,0.001,9,random,mbkmeans,24.799,0.595,25.422,1,1
7,1.00E+05,1000,0.001,9,random,mbkmeans,24.879,0.564,25.448,1,1
8,1.00E+05,1000,0.001,9,random,mbkmeans,24.914,0.561,25.499,1,1
9,1.00E+05,1000,0.001,9,random,mbkmeans,24.378,0.593,24.975,1,1
10,1.00E+05,1000,0.001,9,random,mbkmeans,24.295,0.662,24.961,1,1
1,1.00E+05,1000,0.001,10,random,mbkmeans,25.297,0.584,26.58,1,1
2,1.00E+05,1000,0.001,10,random,mbkmeans,25.112,0.516,26.551,1,1
3,1.00E+05,1000,0.001,10,random,mbkmeans,24.902,0.71,25.887,1,1
4,1.00E+05,1000,0.001,10,random,mbkmeans,25.005,0.591,25.773,1,1
5,1.00E+05,1000,0.001,10,random,mbkmeans,25.034,0.613,26.76,1,1
6,1.00E+05,1000,0.001,10,random,mbkmeans,25.107,0.571,26.773,1,1
7,1.00E+05,1000,0.001,10,random,mbkmeans,25.328,0.555,26.794,1,1
8,1.00E+05,1000,0.001,10,random,mbkmeans,25.07,0.559,26.522,1,1
9,1.00E+05,1000,0.001,10,random,mbkmeans,25.207,0.588,26.788,1,1
10,1.00E+05,1000,0.001,10,random,mbkmeans,25.267,0.63,27.046,1,1
1,1.00E+05,1000,0.001,11,random,mbkmeans,25.604,0.566,26.723,1,1
2,1.00E+05,1000,0.001,11,random,mbkmeans,25.646,0.559,27.221,1,1
3,1.00E+05,1000,0.001,11,random,mbkmeans,25.335,0.542,26.538,1,1
4,1.00E+05,1000,0.001,11,random,mbkmeans,24.913,0.512,25.733,1,1
5,1.00E+05,1000,0.001,11,random,mbkmeans,25.662,0.656,26.453,1,1
6,1.00E+05,1000,0.001,11,random,mbkmeans,25.426,0.722,27.296,1,1
7,1.00E+05,1000,0.001,11,random,mbkmeans,25.36,0.554,26.34,1,1
8,1.00E+05,1000,0.001,11,random,mbkmeans,25.198,0.643,26.194,1,1
9,1.00E+05,1000,0.001,11,random,mbkmeans,25.412,0.593,26.153,1,1
10,1.00E+05,1000,0.001,11,random,mbkmeans,25.641,0.558,26.203,1,1
1,1.00E+05,1000,0.001,12,random,mbkmeans,24.764,0.569,25.338,1,1
2,1.00E+05,1000,0.001,12,random,mbkmeans,25.081,0.577,25.662,1,1
3,1.00E+05,1000,0.001,12,random,mbkmeans,25.087,0.634,25.785,1,1
4,1.00E+05,1000,0.001,12,random,mbkmeans,24.812,0.568,25.386,1,1
5,1.00E+05,1000,0.001,12,random,mbkmeans,25.687,0.573,26.266,1,1
6,1.00E+05,1000,0.001,12,random,mbkmeans,24.942,0.51,25.458,1,1
7,1.00E+05,1000,0.001,12,random,mbkmeans,24.904,0.5,25.409,1,1
8,1.00E+05,1000,0.001,12,random,mbkmeans,24.881,0.619,25.506,1,1
9,1.00E+05,1000,0.001,12,random,mbkmeans,25.126,0.657,25.861,1,1
10,1.00E+05,1000,0.001,12,random,mbkmeans,25.091,0.571,25.77,1,1
1,1.00E+05,1000,0.001,13,random,mbkmeans,25.895,0.626,26.556,1,1
2,1.00E+05,1000,0.001,13,random,mbkmeans,26.339,0.786,27.147,1,1
3,1.00E+05,1000,0.001,13,random,mbkmeans,26.177,0.678,26.864,1,1
4,1.00E+05,1000,0.001,13,random,mbkmeans,26.137,0.617,26.837,1,1
5,1.00E+05,1000,0.001,13,random,mbkmeans,25.526,0.549,26.091,1,1
6,1.00E+05,1000,0.001,13,random,mbkmeans,26.257,0.653,26.915,1,1
7,1.00E+05,1000,0.001,13,random,mbkmeans,25.802,0.534,26.39,1,1
8,1.00E+05,1000,0.001,13,random,mbkmeans,26.482,0.651,27.171,1,1
9,1.00E+05,1000,0.001,13,random,mbkmeans,26.069,0.736,26.83,1,1
10,1.00E+05,1000,0.001,13,random,mbkmeans,25.695,0.607,26.34,1,1
1,1.00E+05,1000,0.001,14,random,mbkmeans,26.734,0.587,27.328,1,1
2,1.00E+05,1000,0.001,14,random,mbkmeans,26.218,0.637,26.904,1,1
3,1.00E+05,1000,0.001,14,random,mbkmeans,26.617,0.519,27.143,1,1
4,1.00E+05,1000,0.001,14,random,mbkmeans,26.744,0.715,27.626,1,1
5,1.00E+05,1000,0.001,14,random,mbkmeans,26.422,0.673,27.241,1,1
6,1.00E+05,1000,0.001,14,random,mbkmeans,26.23,0.575,26.904,1,1
7,1.00E+05,1000,0.001,14,random,mbkmeans,26.368,0.546,26.918,1,1
8,1.00E+05,1000,0.001,14,random,mbkmeans,26.236,0.63,26.934,1,1
9,1.00E+05,1000,0.001,14,random,mbkmeans,26.277,0.547,27.092,1,1
10,1.00E+05,1000,0.001,14,random,mbkmeans,26.472,0.59,27.209,1,1
1,1.00E+05,1000,0.001,15,random,mbkmeans,26.864,0.609,27.763,1,1
2,1.00E+05,1000,0.001,15,random,mbkmeans,27.16,0.668,28.17,1,1
3,1.00E+05,1000,0.001,15,random,mbkmeans,27.332,0.606,28.123,1,1
4,1.00E+05,1000,0.001,15,random,mbkmeans,27.413,0.66,29.126,1,1
5,1.00E+05,1000,0.001,15,random,mbkmeans,26.578,0.524,27.81,1,1
6,1.00E+05,1000,0.001,15,random,mbkmeans,26.26,0.559,28.151,1,1
7,1.00E+05,1000,0.001,15,random,mbkmeans,26.225,0.709,27.363,1,1
8,1.00E+05,1000,0.001,15,random,mbkmeans,27.06,0.65,28.636,1,1
9,1.00E+05,1000,0.001,15,random,mbkmeans,26.835,0.593,27.617,1,1
10,1.00E+05,1000,0.001,15,random,mbkmeans,26.779,0.494,27.792,1,1
1,1.00E+05,1000,0.001,16,random,mbkmeans,27.296,0.527,28.75,1,1
2,1.00E+05,1000,0.001,16,random,mbkmeans,27.828,0.687,30.611,1,1
3,1.00E+05,1000,0.001,16,random,mbkmeans,27.299,0.519,28.254,1,1
4,1.00E+05,1000,0.001,16,random,mbkmeans,27.669,0.55,28.432,1,1
5,1.00E+05,1000,0.001,16,random,mbkmeans,27.283,0.5,29.04,1,1
6,1.00E+05,1000,0.001,16,random,mbkmeans,27.336,0.571,28.199,1,1
7,1.00E+05,1000,0.001,16,random,mbkmeans,27.685,0.665,28.537,1,1
8,1.00E+05,1000,0.001,16,random,mbkmeans,26.936,0.579,29.756,1,1
9,1.00E+05,1000,0.001,16,random,mbkmeans,27.359,0.518,29.114,1,1
10,1.00E+05,1000,0.001,16,random,mbkmeans,27.777,0.526,28.594,1,1
1,1.00E+05,1000,0.001,17,random,mbkmeans,27.542,0.542,28.092,1,1
2,1.00E+05,1000,0.001,17,random,mbkmeans,27.184,0.604,28.459,1,1
3,1.00E+05,1000,0.001,17,random,mbkmeans,27.597,0.569,28.172,1,1
4,1.00E+05,1000,0.001,17,random,mbkmeans,27.169,0.631,28.446,1,1
5,1.00E+05,1000,0.001,17,random,mbkmeans,27.375,0.622,28.028,1,1
6,1.00E+05,1000,0.001,17,random,mbkmeans,27.604,0.543,28.152,1,1
7,1.00E+05,1000,0.001,17,random,mbkmeans,27.014,0.619,27.808,1,1
8,1.00E+05,1000,0.001,17,random,mbkmeans,27.186,0.557,27.749,1,1
9,1.00E+05,1000,0.001,17,random,mbkmeans,27.115,0.571,27.691,1,1
10,1.00E+05,1000,0.001,17,random,mbkmeans,27.508,0.543,28.058,1,1
1,1.00E+05,1000,0.001,18,random,mbkmeans,28.439,0.627,29.598,1,1
2,1.00E+05,1000,0.001,18,random,mbkmeans,28.101,0.615,28.732,1,1
3,1.00E+05,1000,0.001,18,random,mbkmeans,28.008,0.525,29.602,1,1
4,1.00E+05,1000,0.001,18,random,mbkmeans,28.384,0.652,30.089,1,1
5,1.00E+05,1000,0.001,18,random,mbkmeans,28.772,0.601,29.951,1,1
6,1.00E+05,1000,0.001,18,random,mbkmeans,27.652,0.509,29.064,1,1
7,1.00E+05,1000,0.001,18,random,mbkmeans,27.985,0.705,30.159,1,1
8,1.00E+05,1000,0.001,18,random,mbkmeans,27.68,0.713,28.77,1,1
9,1.00E+05,1000,0.001,18,random,mbkmeans,27.805,0.531,28.448,1,1
10,1.00E+05,1000,0.001,18,random,mbkmeans,28.311,0.615,29.059,1,1
1,1.00E+05,1000,0.001,19,random,mbkmeans,27.874,0.636,28.624,1,1
2,1.00E+05,1000,0.001,19,random,mbkmeans,28.699,0.647,29.753,1,1
3,1.00E+05,1000,0.001,19,random,mbkmeans,27.99,0.693,28.689,1,1
4,1.00E+05,1000,0.001,19,random,mbkmeans,27.315,0.591,28.061,1,1
5,1.00E+05,1000,0.001,19,random,mbkmeans,28.387,0.634,29.401,1,1
6,1.00E+05,1000,0.001,19,random,mbkmeans,27.808,0.602,28.564,1,1
7,1.00E+05,1000,0.001,19,random,mbkmeans,27.992,0.529,28.526,1,1
8,1.00E+05,1000,0.001,19,random,mbkmeans,28.108,0.523,28.885,1,1
9,1.00E+05,1000,0.001,19,random,mbkmeans,28.174,0.538,28.886,1,1
10,1.00E+05,1000,0.001,19,random,mbkmeans,28.805,0.773,29.63,1,1
1,1.00E+05,1000,0.001,20,random,mbkmeans,28.965,0.592,29.679,1,1
2,1.00E+05,1000,0.001,20,random,mbkmeans,28.532,0.518,29.09,1,1
3,1.00E+05,1000,0.001,20,random,mbkmeans,28.395,0.615,29.015,1,1
4,1.00E+05,1000,0.001,20,random,mbkmeans,28.975,0.709,29.691,1,1
5,1.00E+05,1000,0.001,20,random,mbkmeans,28.597,0.546,29.147,1,1
6,1.00E+05,1000,0.001,20,random,mbkmeans,28.532,0.643,29.182,1,1
7,1.00E+05,1000,0.001,20,random,mbkmeans,28.486,0.498,29.093,1,1
8,1.00E+05,1000,0.001,20,random,mbkmeans,28.216,0.721,28.943,1,1
9,1.00E+05,1000,0.001,20,random,mbkmeans,29.455,0.707,30.188,1,1
10,1.00E+05,1000,0.001,20,random,mbkmeans,28.646,0.657,29.827,1,1
1,1.00E+05,1000,0.2,2,random,mbkmeans,24.023,0.609,25.039,1,1
2,1.00E+05,1000,0.2,2,random,mbkmeans,24.395,0.639,25.039,1,1
3,1.00E+05,1000,0.2,2,random,mbkmeans,23.89,0.561,24.968,1,1
4,1.00E+05,1000,0.2,2,random,mbkmeans,24.459,0.612,25.075,1,1
5,1.00E+05,1000,0.2,2,random,mbkmeans,24.055,0.742,24.92,1,1
6,1.00E+05,1000,0.2,2,random,mbkmeans,23.526,0.61,24.645,1,1
7,1.00E+05,1000,0.2,2,random,mbkmeans,24.082,0.722,25.229,1,1
8,1.00E+05,1000,0.2,2,random,mbkmeans,23.831,0.613,24.908,1,1
9,1.00E+05,1000,0.2,2,random,mbkmeans,23.354,0.679,24.828,1,1
10,1.00E+05,1000,0.2,2,random,mbkmeans,23.749,0.588,24.345,1,1
1,1.00E+05,1000,0.2,3,random,mbkmeans,25.534,0.739,27.738,1,1
2,1.00E+05,1000,0.2,3,random,mbkmeans,24.935,0.596,25.678,1,1
3,1.00E+05,1000,0.2,3,random,mbkmeans,25.347,0.6,27.359,1,1
4,1.00E+05,1000,0.2,3,random,mbkmeans,24.801,0.643,26.632,1,1
5,1.00E+05,1000,0.2,3,random,mbkmeans,25.471,0.713,26.509,1,1
6,1.00E+05,1000,0.2,3,random,mbkmeans,25.114,0.712,26.554,1,1
7,1.00E+05,1000,0.2,3,random,mbkmeans,24.955,0.668,26.239,1,1
8,1.00E+05,1000,0.2,3,random,mbkmeans,25.279,0.772,27.774,1,1
9,1.00E+05,1000,0.2,3,random,mbkmeans,25.051,0.615,26.49,1,1
10,1.00E+05,1000,0.2,3,random,mbkmeans,25.124,0.699,26.881,1,1
1,1.00E+05,1000,0.2,4,random,mbkmeans,25.621,0.822,26.634,1,1
2,1.00E+05,1000,0.2,4,random,mbkmeans,26.731,0.729,27.466,1,1
3,1.00E+05,1000,0.2,4,random,mbkmeans,25.743,0.622,26.386,1,1
4,1.00E+05,1000,0.2,4,random,mbkmeans,26.288,0.77,27.153,1,1
5,1.00E+05,1000,0.2,4,random,mbkmeans,26.13,0.647,26.782,1,1
6,1.00E+05,1000,0.2,4,random,mbkmeans,25.941,0.632,26.579,1,1
7,1.00E+05,1000,0.2,4,random,mbkmeans,26.084,0.786,26.875,1,1
8,1.00E+05,1000,0.2,4,random,mbkmeans,25.569,0.779,26.632,1,1
9,1.00E+05,1000,0.2,4,random,mbkmeans,25.644,0.769,26.417,1,1
10,1.00E+05,1000,0.2,4,random,mbkmeans,26.522,0.713,27.245,1,1
1,1.00E+05,1000,0.2,5,random,mbkmeans,26.935,0.797,28.065,1,1
2,1.00E+05,1000,0.2,5,random,mbkmeans,27.435,0.733,28.703,1,1
3,1.00E+05,1000,0.2,5,random,mbkmeans,27.562,0.629,28.456,1,1
4,1.00E+05,1000,0.2,5,random,mbkmeans,26.997,0.6,28.845,1,1
5,1.00E+05,1000,0.2,5,random,mbkmeans,27.049,0.577,28.255,1,1
6,1.00E+05,1000,0.2,5,random,mbkmeans,26.886,0.735,28.227,1,1
7,1.00E+05,1000,0.2,5,random,mbkmeans,25.917,0.663,26.669,1,1
8,1.00E+05,1000,0.2,5,random,mbkmeans,26.885,0.598,28.527,1,1
9,1.00E+05,1000,0.2,5,random,mbkmeans,26.936,0.704,27.841,1,1
10,1.00E+05,1000,0.2,5,random,mbkmeans,27.067,0.629,28.684,1,1
1,1.00E+05,1000,0.2,6,random,mbkmeans,29.24,0.765,30.835,1,1
2,1.00E+05,1000,0.2,6,random,mbkmeans,27.749,0.588,28.445,1,1
3,1.00E+05,1000,0.2,6,random,mbkmeans,27.478,0.627,28.133,1,1
4,1.00E+05,1000,0.2,6,random,mbkmeans,27.927,0.626,28.786,1,1
5,1.00E+05,1000,0.2,6,random,mbkmeans,27.807,0.56,28.391,1,1
6,1.00E+05,1000,0.2,6,random,mbkmeans,28.517,0.671,29.193,1,1
7,1.00E+05,1000,0.2,6,random,mbkmeans,27.998,0.608,28.67,1,1
8,1.00E+05,1000,0.2,6,random,mbkmeans,28.018,0.629,28.831,1,1
9,1.00E+05,1000,0.2,6,random,mbkmeans,27.777,0.715,28.59,1,1
10,1.00E+05,1000,0.2,6,random,mbkmeans,29.174,0.781,30.019,1,1
1,1.00E+05,1000,0.2,7,random,mbkmeans,28.402,0.507,28.915,1,1
2,1.00E+05,1000,0.2,7,random,mbkmeans,28.697,0.621,29.324,1,1
3,1.00E+05,1000,0.2,7,random,mbkmeans,28.09,0.611,28.707,1,1
4,1.00E+05,1000,0.2,7,random,mbkmeans,28.631,0.56,29.198,1,1
5,1.00E+05,1000,0.2,7,random,mbkmeans,28.102,0.55,28.657,1,1
6,1.00E+05,1000,0.2,7,random,mbkmeans,29.087,0.714,29.807,1,1
7,1.00E+05,1000,0.2,7,random,mbkmeans,27.539,0.57,28.122,1,1
8,1.00E+05,1000,0.2,7,random,mbkmeans,29.001,0.666,29.785,1,1
9,1.00E+05,1000,0.2,7,random,mbkmeans,28.853,0.543,29.401,1,1
10,1.00E+05,1000,0.2,7,random,mbkmeans,28.663,0.618,29.287,1,1
1,1.00E+05,1000,0.2,8,random,mbkmeans,31.643,0.657,33.027,1,1
2,1.00E+05,1000,0.2,8,random,mbkmeans,31.674,0.671,33.66,1,1
3,1.00E+05,1000,0.2,8,random,mbkmeans,30.071,0.664,31.42,1,1
4,1.00E+05,1000,0.2,8,random,mbkmeans,29.999,0.661,31.091,1,1
5,1.00E+05,1000,0.2,8,random,mbkmeans,31.343,0.646,31.994,1,1
6,1.00E+05,1000,0.2,8,random,mbkmeans,30.016,0.544,31.977,1,1
7,1.00E+05,1000,0.2,8,random,mbkmeans,31.266,0.626,32.758,1,1
8,1.00E+05,1000,0.2,8,random,mbkmeans,30.313,0.648,31.611,1,1
9,1.00E+05,1000,0.2,8,random,mbkmeans,31.433,0.695,34.092,1,1
10,1.00E+05,1000,0.2,8,random,mbkmeans,31.61,0.677,34.014,1,1
1,1.00E+05,1000,0.2,9,random,mbkmeans,32.168,0.643,34.701,1,1
2,1.00E+05,1000,0.2,9,random,mbkmeans,32.233,0.63,34.751,1,1
3,1.00E+05,1000,0.2,9,random,mbkmeans,32.331,0.585,33.445,1,1
4,1.00E+05,1000,0.2,9,random,mbkmeans,32.163,0.597,34.527,1,1
5,1.00E+05,1000,0.2,9,random,mbkmeans,31.377,0.552,32.402,1,1
6,1.00E+05,1000,0.2,9,random,mbkmeans,31.752,0.598,32.448,1,1
7,1.00E+05,1000,0.2,9,random,mbkmeans,31.681,0.608,37.429,1,1
8,1.00E+05,1000,0.2,9,random,mbkmeans,31.232,0.652,31.977,1,1
9,1.00E+05,1000,0.2,9,random,mbkmeans,31.672,0.573,32.261,1,1
10,1.00E+05,1000,0.2,9,random,mbkmeans,32.044,0.608,33.229,1,1
1,1.00E+05,1000,0.2,10,random,mbkmeans,33.85,0.561,34.418,1,1
2,1.00E+05,1000,0.2,10,random,mbkmeans,33.924,0.572,34.502,1,1
3,1.00E+05,1000,0.2,10,random,mbkmeans,31.57,0.605,32.181,1,1
4,1.00E+05,1000,0.2,10,random,mbkmeans,31.2,0.615,31.822,1,1
5,1.00E+05,1000,0.2,10,random,mbkmeans,32.907,0.479,33.392,1,1
6,1.00E+05,1000,0.2,10,random,mbkmeans,31.895,0.574,32.475,1,1
7,1.00E+05,1000,0.2,10,random,mbkmeans,31.205,0.593,31.804,1,1
8,1.00E+05,1000,0.2,10,random,mbkmeans,32.387,0.571,32.965,1,1
9,1.00E+05,1000,0.2,10,random,mbkmeans,32.708,0.513,33.246,1,1
10,1.00E+05,1000,0.2,10,random,mbkmeans,32.004,0.514,32.524,1,1
1,1.00E+05,1000,0.2,11,random,mbkmeans,34.485,0.633,36.405,1,1
2,1.00E+05,1000,0.2,11,random,mbkmeans,34.092,0.586,36.038,1,1
3,1.00E+05,1000,0.2,11,random,mbkmeans,32.972,0.612,34.299,1,1
4,1.00E+05,1000,0.2,11,random,mbkmeans,33.405,0.628,34.836,1,1
5,1.00E+05,1000,0.2,11,random,mbkmeans,34.574,0.637,35.979,1,1
6,1.00E+05,1000,0.2,11,random,mbkmeans,33.494,0.656,36.283,1,1
7,1.00E+05,1000,0.2,11,random,mbkmeans,33.066,0.567,41.389,1,1
8,1.00E+05,1000,0.2,11,random,mbkmeans,35.113,0.699,38.115,1,1
9,1.00E+05,1000,0.2,11,random,mbkmeans,33.176,0.602,35.065,1,1
10,1.00E+05,1000,0.2,11,random,mbkmeans,34.806,0.741,36.927,1,1
1,1.00E+05,1000,0.2,12,random,mbkmeans,34.802,0.883,38.773,1,1
2,1.00E+05,1000,0.2,12,random,mbkmeans,34.46,0.631,35.666,1,1
3,1.00E+05,1000,0.2,12,random,mbkmeans,34.645,0.728,38.211,1,1
4,1.00E+05,1000,0.2,12,random,mbkmeans,34.449,0.749,36.519,1,1
5,1.00E+05,1000,0.2,12,random,mbkmeans,33.47,0.642,34.706,1,1
6,1.00E+05,1000,0.2,12,random,mbkmeans,34.501,0.592,35.872,1,1
7,1.00E+05,1000,0.2,12,random,mbkmeans,34.61,0.607,36.976,1,1
8,1.00E+05,1000,0.2,12,random,mbkmeans,34.219,0.564,35.635,1,1
9,1.00E+05,1000,0.2,12,random,mbkmeans,34.273,0.651,35.089,1,1
10,1.00E+05,1000,0.2,12,random,mbkmeans,34.021,0.664,35.748,1,1
1,1.00E+05,1000,0.2,13,random,mbkmeans,36.215,0.576,38.164,1,1
2,1.00E+05,1000,0.2,13,random,mbkmeans,36.623,0.591,39.055,1,1
3,1.00E+05,1000,0.2,13,random,mbkmeans,35.7,0.558,37.79,1,1
4,1.00E+05,1000,0.2,13,random,mbkmeans,36.236,0.617,38.908,1,1
5,1.00E+05,1000,0.2,13,random,mbkmeans,36.192,0.743,38.923,1,1
6,1.00E+05,1000,0.2,13,random,mbkmeans,36.082,0.646,38.016,1,1
7,1.00E+05,1000,0.2,13,random,mbkmeans,35.679,0.567,38.282,1,1
8,1.00E+05,1000,0.2,13,random,mbkmeans,36.348,0.579,39.334,1,1
9,1.00E+05,1000,0.2,13,random,mbkmeans,37.037,0.628,39.234,1,1
10,1.00E+05,1000,0.2,13,random,mbkmeans,35.505,0.525,37.566,1,1
1,1.00E+05,1000,0.2,14,random,mbkmeans,36.746,0.678,37.431,1,1
2,1.00E+05,1000,0.2,14,random,mbkmeans,38.451,0.796,39.851,1,1
3,1.00E+05,1000,0.2,14,random,mbkmeans,37.826,0.667,38.529,1,1
4,1.00E+05,1000,0.2,14,random,mbkmeans,38.333,0.772,39.112,1,1
5,1.00E+05,1000,0.2,14,random,mbkmeans,37.018,0.626,37.651,1,1
6,1.00E+05,1000,0.2,14,random,mbkmeans,37.222,0.622,37.85,1,1
7,1.00E+05,1000,0.2,14,random,mbkmeans,37.224,0.688,37.979,1,1
8,1.00E+05,1000,0.2,14,random,mbkmeans,37.141,0.747,37.893,1,1
9,1.00E+05,1000,0.2,14,random,mbkmeans,36.563,0.669,37.239,1,1
10,1.00E+05,1000,0.2,14,random,mbkmeans,37.084,0.642,37.776,1,1
1,1.00E+05,1000,0.2,15,random,mbkmeans,37.431,0.722,38.16,1,1
2,1.00E+05,1000,0.2,15,random,mbkmeans,37.109,0.641,37.757,1,1
3,1.00E+05,1000,0.2,15,random,mbkmeans,38.044,0.659,38.71,1,1
