B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time,max_iters,num_init
9,1.00E+05,1000,0.001,9,kmeans++,mbkmeans,34.518,1.026,35.833,10,1
10,1.00E+05,1000,0.001,9,kmeans++,mbkmeans,35.148,0.97,36.399,10,1
1,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,36.094,1.079,37.392,10,1
2,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,35.738,1.095,37.116,10,1
3,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,35.563,0.905,38.289,10,1
4,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,35.556,0.985,38.285,10,1
5,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,35.738,1.095,36.919,10,1
6,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,35.366,1.068,36.467,10,1
7,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,35.105,0.964,36.229,10,1
8,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,35.038,0.971,36.047,10,1
9,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,36.588,0.904,38.947,10,1
10,1.00E+05,1000,0.001,10,kmeans++,mbkmeans,35.819,0.95,37.002,10,1
1,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,38.622,1.095,39.818,10,1
2,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,36.425,1.096,37.753,10,1
3,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,36.27,0.836,37.818,10,1
4,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,37.307,0.963,38.345,10,1
5,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,36.507,0.874,38.006,10,1
6,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,37.512,0.936,38.936,10,1
7,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,37.585,1.118,38.793,10,1
8,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,36.141,0.983,37.58,10,1
9,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,37.463,1.068,38.539,10,1
10,1.00E+05,1000,0.001,11,kmeans++,mbkmeans,37.797,1.086,39.196,10,1
1,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,39.144,1.094,40.821,10,1
2,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,39.882,1.123,41.568,10,1
3,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,38.725,1.331,41.072,10,1
4,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,38.375,1.054,40.443,10,1
5,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,39.013,1.056,40.733,10,1
6,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,37.238,0.903,38.862,10,1
7,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,37.198,0.952,38.824,10,1
8,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,37.271,0.937,38.437,10,1
9,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,38.85,1.002,40.577,10,1
10,1.00E+05,1000,0.001,12,kmeans++,mbkmeans,38.788,1.204,40.698,10,1
1,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,39.453,1.296,40.85,10,1
2,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,39.681,1.055,41.263,10,1
3,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,38.879,0.974,40.304,10,1
4,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,40.772,1.313,43.375,10,1
5,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,40.058,1.077,42.788,10,1
6,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,38.584,0.966,41.129,10,1
7,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,38.578,0.972,41.235,10,1
8,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,38.675,0.954,40.495,10,1
9,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,38.844,0.915,40.544,10,1
10,1.00E+05,1000,0.001,13,kmeans++,mbkmeans,40.245,1.119,43.603,10,1
1,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,41.075,1.093,42.405,10,1
2,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,40.269,0.944,41.558,10,1
3,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,41.773,1.525,44.56,10,1
4,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,40.963,1.136,43.452,10,1
5,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,40.234,1.215,42.346,10,1
6,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,40.064,0.983,41.938,10,1
7,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,40.236,0.91,43.625,10,1
8,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,40.989,1.11,43.178,10,1
9,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,40.514,1.002,44.411,10,1
10,1.00E+05,1000,0.001,14,kmeans++,mbkmeans,40.267,0.882,41.425,10,1
1,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,41.668,1.048,43.155,10,1
2,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,42.679,1.201,45.726,10,1
3,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,42.588,0.909,43.505,10,1
4,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,42.775,1.001,44.586,10,1
5,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,42.251,0.935,43.316,10,1
6,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,41.885,0.989,43.339,10,1
7,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,40.963,1,42.76,10,1
8,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,42.011,0.923,43.12,10,1
9,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,42.705,0.898,44.566,10,1
10,1.00E+05,1000,0.001,15,kmeans++,mbkmeans,42.021,0.953,43.131,10,1
1,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,43.593,1.069,44.671,10,1
2,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,43.331,0.884,44.265,10,1
3,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,45.553,1.175,47.017,10,1
4,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,43.908,1.045,44.962,10,1
5,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,42.107,0.905,43.021,10,1
6,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,42.117,0.909,43.034,10,1
7,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,45.464,1.131,46.7,10,1
8,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,41.609,0.855,42.471,10,1
9,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,44.822,1.061,45.89,10,1
10,1.00E+05,1000,0.001,16,kmeans++,mbkmeans,42.278,0.967,43.252,10,1
1,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,42.544,1.065,44.831,10,1
2,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,43.289,0.98,44.278,10,1
3,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,43.644,1.082,45.522,10,1
4,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,43.463,1.074,44.644,10,1
5,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,43.013,1.08,44.176,10,1
6,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,43.487,1.069,44.564,10,1
7,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,43.819,0.968,44.795,10,1
8,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,43.825,1.016,44.849,10,1
9,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,42.315,1.033,43.356,10,1
10,1.00E+05,1000,0.001,17,kmeans++,mbkmeans,43.02,0.999,44.079,10,1
1,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,47.154,1.043,49.205,10,1
2,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,47.815,0.882,49.576,10,1
3,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,45.032,0.928,46.446,10,1
4,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,46.773,1.258,49.469,10,1
5,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,46.047,0.973,47.858,10,1
6,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,45.189,0.88,46.827,10,1
7,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,45.161,0.978,47.054,10,1
8,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,44.845,0.957,46.529,10,1
9,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,46.482,0.913,47.8,10,1
10,1.00E+05,1000,0.001,18,kmeans++,mbkmeans,46.009,0.91,47.461,10,1
1,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,49.356,1.132,52.47,10,1
2,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,49.362,1.057,50.771,10,1
3,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,46.214,0.957,48.222,10,1
4,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,47.853,1.099,50.124,10,1
5,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,47.34,0.914,49.701,10,1
6,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,51.569,1.041,55.003,10,1
7,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,47.745,1.085,49.665,10,1
8,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,49.385,1.042,51.274,10,1
9,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,47.456,0.91,49.508,10,1
10,1.00E+05,1000,0.001,19,kmeans++,mbkmeans,47.339,0.953,49.535,10,1
1,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,52.727,1.085,56.704,10,1
2,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,49.638,0.911,53.455,10,1
3,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,47.693,1.05,49.738,10,1
4,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,49.155,1.097,51.394,10,1
5,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,47.923,1.014,50.027,10,1
6,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,51.17,1.092,54.033,10,1
7,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,47.361,0.883,49.543,10,1
8,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,47.082,0.82,49.307,10,1
9,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,49.254,0.95,51.402,10,1
10,1.00E+05,1000,0.001,20,kmeans++,mbkmeans,50.989,1.578,54.697,10,1
1,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,27.283,1.141,28.567,10,1
2,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,26.809,1.078,28.103,10,1
3,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,26.742,1.001,27.821,10,1
4,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,27.247,1.16,28.481,10,1
5,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,26.902,1.05,27.958,10,1
6,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,26.543,1.064,27.643,10,1
7,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,26.261,1.072,27.432,10,1
8,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,26.722,0.935,27.801,10,1
9,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,27.178,0.96,28.22,10,1
10,1.00E+05,1000,0.01,2,kmeans++,mbkmeans,27.547,1.115,28.888,10,1
1,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,29.625,1.29,32.366,10,1
2,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,28.079,1.055,29.768,10,1
3,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,28.236,0.948,30.416,10,1
4,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,29.295,1.294,31.758,10,1
5,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,29.933,1.109,31.826,10,1
6,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,28.4,0.954,29.937,10,1
7,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,28.817,1.144,31.542,10,1
8,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,28.048,0.988,30.07,10,1
9,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,28.977,1.134,31.132,10,1
10,1.00E+05,1000,0.01,3,kmeans++,mbkmeans,28.439,1.1,30.001,10,1
1,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,31.885,1.204,33.216,10,1
2,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,31.418,1.279,33.336,10,1
3,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,30.006,1.037,31.05,10,1
4,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,31.405,1.274,33.026,10,1
5,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,30.134,1.046,31.186,10,1
6,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,29.502,1.026,30.582,10,1
7,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,31.906,1.351,33.78,10,1
8,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,29.795,0.946,30.931,10,1
9,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,29.431,0.911,30.44,10,1
10,1.00E+05,1000,0.01,4,kmeans++,mbkmeans,33.836,0.981,35.105,10,1
1,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,31.496,1.135,33.811,10,1
2,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,30.737,1.119,32.191,10,1
3,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,31.265,0.964,32.848,10,1
4,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,30.933,1.016,32.458,10,1
5,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,31.472,1.178,33.26,10,1
6,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,31.024,1.077,34.427,10,1
7,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,31.174,0.973,33.054,10,1
8,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,30.776,0.857,34.318,10,1
9,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,30.541,0.915,32.443,10,1
10,1.00E+05,1000,0.01,5,kmeans++,mbkmeans,30.723,0.899,33.023,10,1
1,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,33.892,1.095,35.721,10,1
2,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,34.32,1.084,36.481,10,1
3,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,33.163,0.956,34.774,10,1
4,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,34.13,1.071,36.101,10,1
5,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,32.689,0.992,34.54,10,1
6,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,35.439,1.139,37.491,10,1
7,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,33.335,0.989,35.251,10,1
8,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,32.995,0.898,34.733,10,1
9,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,32.786,0.886,35.131,10,1
10,1.00E+05,1000,0.01,6,kmeans++,mbkmeans,33.142,1.094,35.793,10,1
1,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,34.648,1.215,36.859,10,1
2,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,34.694,1.027,37.702,10,1
3,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,34.433,0.98,37.666,10,1
4,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,34.352,0.999,36.439,10,1
5,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,35.105,1.557,37.214,10,1
6,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,34.098,1.026,36.532,10,1
7,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,34.19,1.016,35.534,10,1
8,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,34.997,1.035,36.844,10,1
9,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,34.222,0.999,36.084,10,1
10,1.00E+05,1000,0.01,7,kmeans++,mbkmeans,36.198,1.129,37.693,10,1
1,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,36.162,1.017,37.198,10,1
2,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,35.693,0.955,36.771,10,1
3,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,35.868,0.947,36.822,10,1
4,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,36.258,1.058,37.457,10,1
5,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,34.573,0.883,35.463,10,1
6,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,35.071,0.862,35.975,10,1
7,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,34.868,1.065,36.049,10,1
8,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,36.108,1.022,37.195,10,1
9,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,34.335,0.91,35.252,10,1
10,1.00E+05,1000,0.01,8,kmeans++,mbkmeans,34.597,0.862,35.637,10,1
1,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,37.241,1.086,38.508,10,1
2,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,38.877,1.132,40.177,10,1
3,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,39.201,1.05,40.321,10,1
4,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,39.073,1.161,40.245,10,1
5,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,38.04,1.093,39.169,10,1
6,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,37.061,1.112,38.293,10,1
7,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,38.099,1.13,39.237,10,1
8,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,38.792,1.147,40.018,10,1
9,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,37.274,1.073,38.558,10,1
10,1.00E+05,1000,0.01,9,kmeans++,mbkmeans,38.896,1.044,40.242,10,1
1,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,38.917,0.969,40.193,10,1
2,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,40.8,0.993,43.194,10,1
3,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,39.992,0.969,41.232,10,1
4,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,39.344,1.026,40.465,10,1
5,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,38.845,1.054,40.232,10,1
6,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,37.98,0.956,39.761,10,1
7,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,41.207,0.973,43.128,10,1
8,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,39.806,1.054,41.08,10,1
9,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,38.613,0.981,39.992,10,1
10,1.00E+05,1000,0.01,10,kmeans++,mbkmeans,39.171,0.936,40.175,10,1
1,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,41.411,1.249,43.952,10,1
2,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,41.059,0.994,44.327,10,1
3,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,40.452,1.07,42.174,10,1
4,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,40.12,0.958,41.828,10,1
5,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,39.922,1.012,42.716,10,1
6,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,40.205,1.005,42.471,10,1
7,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,40.591,1.011,43.349,10,1
8,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,41.021,1.063,43.393,10,1
9,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,40.513,1.002,42.841,10,1
10,1.00E+05,1000,0.01,11,kmeans++,mbkmeans,41.313,1.039,43.416,10,1
1,1.00E+05,1000,0.01,12,kmeans++,mbkmeans,43.008,1.023,46.348,10,1
2,1.00E+05,1000,0.01,12,kmeans++,mbkmeans,43.417,1.008,45.48,10,1
3,1.00E+05,1000,0.01,12,kmeans++,mbkmeans,42.295,1.126,45.607,10,1
4,1.00E+05,1000,0.01,12,kmeans++,mbkmeans,42.353,1.15,44.205,10,1
5,1.00E+05,1000,0.01,12,kmeans++,mbkmeans,42.499,1.043,45.363,10,1
6,1.00E+05,1000,0.01,12,kmeans++,mbkmeans,42.279,0.956,45.403,10,1
