B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time,max_iters,num_init
5,1.00E+05,1000,0.01,12,random,hdf5,43.006,4.677,51.612,10,1
6,1.00E+05,1000,0.01,12,random,hdf5,42.055,4.273,56.39,10,1
7,1.00E+05,1000,0.01,12,random,hdf5,41.494,4.764,48.776,10,1
8,1.00E+05,1000,0.01,12,random,hdf5,43.196,5.089,52.702,10,1
9,1.00E+05,1000,0.01,12,random,hdf5,35.987,4.06,43.813,10,1
10,1.00E+05,1000,0.01,12,random,hdf5,45.091,4.776,54.203,10,1
1,1.00E+05,1000,0.01,13,random,hdf5,36.707,3.934,43.302,10,1
2,1.00E+05,1000,0.01,13,random,hdf5,49.137,4.444,57.586,10,1
3,1.00E+05,1000,0.01,13,random,hdf5,42.894,4.542,51.947,10,1
4,1.00E+05,1000,0.01,13,random,hdf5,42.621,3.715,47.779,10,1
5,1.00E+05,1000,0.01,13,random,hdf5,40.557,4.286,50.667,10,1
6,1.00E+05,1000,0.01,13,random,hdf5,39.716,3.894,48.52,10,1
7,1.00E+05,1000,0.01,13,random,hdf5,45.993,4.661,54.542,10,1
8,1.00E+05,1000,0.01,13,random,hdf5,49.733,4.322,57.372,10,1
9,1.00E+05,1000,0.01,13,random,hdf5,41.877,4.439,48.311,10,1
10,1.00E+05,1000,0.01,13,random,hdf5,49.318,4.525,59.803,10,1
1,1.00E+05,1000,0.01,14,random,hdf5,40.551,4.246,73.51,10,1
2,1.00E+05,1000,0.01,14,random,hdf5,40.509,4.165,73.137,10,1
3,1.00E+05,1000,0.01,14,random,hdf5,43.093,4.092,72.262,10,1
4,1.00E+05,1000,0.01,14,random,hdf5,38.032,3.71,46.35,10,1
5,1.00E+05,1000,0.01,14,random,hdf5,38.326,3.989,49.978,10,1
6,1.00E+05,1000,0.01,14,random,hdf5,40.798,4.085,51.587,10,1
7,1.00E+05,1000,0.01,14,random,hdf5,36.132,3.936,63.598,10,1
8,1.00E+05,1000,0.01,14,random,hdf5,40.252,3.907,78.113,10,1
9,1.00E+05,1000,0.01,14,random,hdf5,39.961,3.893,55.667,10,1
10,1.00E+05,1000,0.01,14,random,hdf5,38.564,4.145,69.956,10,1
1,1.00E+05,1000,0.01,15,random,hdf5,39.203,4.553,45.937,10,1
2,1.00E+05,1000,0.01,15,random,hdf5,40.439,3.865,60.724,10,1
3,1.00E+05,1000,0.01,15,random,hdf5,41.994,4.495,66.337,10,1
4,1.00E+05,1000,0.01,15,random,hdf5,41.519,4.12,65.352,10,1
5,1.00E+05,1000,0.01,15,random,hdf5,42.325,4.049,73.343,10,1
6,1.00E+05,1000,0.01,15,random,hdf5,41.644,4.344,64.787,10,1
7,1.00E+05,1000,0.01,15,random,hdf5,40.388,3.891,57.17,10,1
8,1.00E+05,1000,0.01,15,random,hdf5,42.788,4.378,67.853,10,1
9,1.00E+05,1000,0.01,15,random,hdf5,42.515,4.205,70.651,10,1
10,1.00E+05,1000,0.01,15,random,hdf5,35.519,4.794,50.529,10,1
1,1.00E+05,1000,0.01,16,random,hdf5,46.408,4.581,59.846,10,1
2,1.00E+05,1000,0.01,16,random,hdf5,48.6,4.533,58.531,10,1
3,1.00E+05,1000,0.01,16,random,hdf5,45.949,4.25,57.578,10,1
4,1.00E+05,1000,0.01,16,random,hdf5,45.95,4.557,60.567,10,1
5,1.00E+05,1000,0.01,16,random,hdf5,46.588,4.679,61.062,10,1
6,1.00E+05,1000,0.01,16,random,hdf5,42.406,4.781,53.304,10,1
7,1.00E+05,1000,0.01,16,random,hdf5,45.177,4.232,62.961,10,1
8,1.00E+05,1000,0.01,16,random,hdf5,41.67,4.666,55.311,10,1
9,1.00E+05,1000,0.01,16,random,hdf5,48.87,4.922,59.587,10,1
10,1.00E+05,1000,0.01,16,random,hdf5,41.284,4.446,54.877,10,1
1,1.00E+05,1000,0.01,17,random,hdf5,47.932,4.202,58.899,10,1
2,1.00E+05,1000,0.01,17,random,hdf5,45.689,4.627,57.489,10,1
3,1.00E+05,1000,0.01,17,random,hdf5,48.138,4.075,57.461,10,1
4,1.00E+05,1000,0.01,17,random,hdf5,48.255,3.832,58.856,10,1
5,1.00E+05,1000,0.01,17,random,hdf5,49.982,3.967,67.035,10,1
6,1.00E+05,1000,0.01,17,random,hdf5,43.172,4.01,51.248,10,1
7,1.00E+05,1000,0.01,17,random,hdf5,48.053,4.591,55.522,10,1
8,1.00E+05,1000,0.01,17,random,hdf5,47.419,3.791,60.104,10,1
9,1.00E+05,1000,0.01,17,random,hdf5,47.851,4.028,54.623,10,1
10,1.00E+05,1000,0.01,17,random,hdf5,41.691,4.432,51.913,10,1
1,1.00E+05,1000,0.01,18,random,hdf5,43.947,4.099,52.906,10,1
2,1.00E+05,1000,0.01,18,random,hdf5,43.614,3.771,52.915,10,1
3,1.00E+05,1000,0.01,18,random,hdf5,40.464,3.84,48.009,10,1
4,1.00E+05,1000,0.01,18,random,hdf5,44.279,4.31,50.443,10,1
5,1.00E+05,1000,0.01,18,random,hdf5,40.456,4.276,48.856,10,1
6,1.00E+05,1000,0.01,18,random,hdf5,43.565,3.731,49.131,10,1
7,1.00E+05,1000,0.01,18,random,hdf5,42.738,4.099,50.691,10,1
8,1.00E+05,1000,0.01,18,random,hdf5,43.665,4.039,49.938,10,1
9,1.00E+05,1000,0.01,18,random,hdf5,46.62,4.286,56.763,10,1
10,1.00E+05,1000,0.01,18,random,hdf5,44.593,3.983,51.813,10,1
1,1.00E+05,1000,0.01,19,random,hdf5,48.329,4.133,63.047,10,1
2,1.00E+05,1000,0.01,19,random,hdf5,45.469,3.878,60.587,10,1
3,1.00E+05,1000,0.01,19,random,hdf5,46.219,3.933,55.042,10,1
4,1.00E+05,1000,0.01,19,random,hdf5,47.068,3.982,59.712,10,1
5,1.00E+05,1000,0.01,19,random,hdf5,45.742,4.419,63.715,10,1
6,1.00E+05,1000,0.01,19,random,hdf5,40.755,4.043,49.394,10,1
7,1.00E+05,1000,0.01,19,random,hdf5,48.941,4.075,60.697,10,1
8,1.00E+05,1000,0.01,19,random,hdf5,48.173,4.504,64.55,10,1
9,1.00E+05,1000,0.01,19,random,hdf5,45.661,4.516,60.422,10,1
10,1.00E+05,1000,0.01,19,random,hdf5,46.692,4.152,63.849,10,1
1,1.00E+05,1000,0.01,20,random,hdf5,49.803,5.249,73.777,10,1
2,1.00E+05,1000,0.01,20,random,hdf5,49.063,4.441,74.133,10,1
3,1.00E+05,1000,0.01,20,random,hdf5,44.201,3.772,62.812,10,1
4,1.00E+05,1000,0.01,20,random,hdf5,47.348,4.509,72.174,10,1
5,1.00E+05,1000,0.01,20,random,hdf5,43.398,3.873,67.548,10,1
6,1.00E+05,1000,0.01,20,random,hdf5,44.253,4.065,68.031,10,1
7,1.00E+05,1000,0.01,20,random,hdf5,50.349,4.434,74.292,10,1
8,1.00E+05,1000,0.01,20,random,hdf5,49.258,4.628,72.338,10,1
9,1.00E+05,1000,0.01,20,random,hdf5,48.568,4.728,70.83,10,1
10,1.00E+05,1000,0.01,20,random,hdf5,43.632,3.661,55.085,10,1
1,1.00E+05,1000,0.1,2,random,hdf5,44.756,7.262,64.206,10,1
2,1.00E+05,1000,0.1,2,random,hdf5,44.36,6.721,63.228,10,1
3,1.00E+05,1000,0.1,2,random,hdf5,40.627,6.763,58.197,10,1
4,1.00E+05,1000,0.1,2,random,hdf5,42.135,6.753,62.112,10,1
5,1.00E+05,1000,0.1,2,random,hdf5,50.98,7.029,79.325,10,1
6,1.00E+05,1000,0.1,2,random,hdf5,45.703,6.69,62.676,10,1
7,1.00E+05,1000,0.1,2,random,hdf5,48.101,6.918,74.798,10,1
8,1.00E+05,1000,0.1,2,random,hdf5,45.263,6.698,62.865,10,1
9,1.00E+05,1000,0.1,2,random,hdf5,46.801,7.06,66.16,10,1
10,1.00E+05,1000,0.1,2,random,hdf5,42.841,6.925,63.134,10,1
1,1.00E+05,1000,0.1,3,random,hdf5,63.64,8.162,92.506,10,1
2,1.00E+05,1000,0.1,3,random,hdf5,61.69,8.28,98.454,10,1
3,1.00E+05,1000,0.1,3,random,hdf5,65.538,7.371,102.127,10,1
4,1.00E+05,1000,0.1,3,random,hdf5,64.995,7.134,99.148,10,1
5,1.00E+05,1000,0.1,3,random,hdf5,55.082,8.079,98.31,10,1
6,1.00E+05,1000,0.1,3,random,hdf5,64.676,7.595,91.764,10,1
7,1.00E+05,1000,0.1,3,random,hdf5,57.739,7.818,88.292,10,1
8,1.00E+05,1000,0.1,3,random,hdf5,52.141,7.491,79.056,10,1
9,1.00E+05,1000,0.1,3,random,hdf5,59.667,8.73,102.711,10,1
10,1.00E+05,1000,0.1,3,random,hdf5,62.668,7.614,89.894,10,1
1,1.00E+05,1000,0.1,4,random,hdf5,54.017,8.196,70.841,10,1
2,1.00E+05,1000,0.1,4,random,hdf5,53.334,7.408,66.884,10,1
3,1.00E+05,1000,0.1,4,random,hdf5,56.216,7.639,72.296,10,1
4,1.00E+05,1000,0.1,4,random,hdf5,51.97,7.677,70.617,10,1
5,1.00E+05,1000,0.1,4,random,hdf5,55.393,7.6,70.165,10,1
6,1.00E+05,1000,0.1,4,random,hdf5,55.287,7.905,68.324,10,1
7,1.00E+05,1000,0.1,4,random,hdf5,54.359,7.746,72.319,10,1
8,1.00E+05,1000,0.1,4,random,hdf5,55.297,7.559,72.096,10,1
9,1.00E+05,1000,0.1,4,random,hdf5,54.557,7.576,73.478,10,1
10,1.00E+05,1000,0.1,4,random,hdf5,54.143,7.309,70.965,10,1
1,1.00E+05,1000,0.1,5,random,hdf5,65.837,7.956,90.246,10,1
2,1.00E+05,1000,0.1,5,random,hdf5,64.563,7.879,83.765,10,1
3,1.00E+05,1000,0.1,5,random,hdf5,58.81,7.502,78.424,10,1
4,1.00E+05,1000,0.1,5,random,hdf5,61.812,7.162,91.256,10,1
5,1.00E+05,1000,0.1,5,random,hdf5,63.29,7.498,95.108,10,1
6,1.00E+05,1000,0.1,5,random,hdf5,62.119,7.678,86.832,10,1
7,1.00E+05,1000,0.1,5,random,hdf5,61.245,8.162,83.599,10,1
8,1.00E+05,1000,0.1,5,random,hdf5,60.96,8.144,78.687,10,1
9,1.00E+05,1000,0.1,5,random,hdf5,58.705,7.817,78.297,10,1
10,1.00E+05,1000,0.1,5,random,hdf5,62.569,7.503,94.315,10,1
1,1.00E+05,1000,0.1,6,random,hdf5,62.137,7.975,82.484,10,1
2,1.00E+05,1000,0.1,6,random,hdf5,61.071,7.767,76.94,10,1
3,1.00E+05,1000,0.1,6,random,hdf5,59.411,7.536,78.273,10,1
4,1.00E+05,1000,0.1,6,random,hdf5,62.825,7.639,84.888,10,1
5,1.00E+05,1000,0.1,6,random,hdf5,61.979,7.462,78.663,10,1
6,1.00E+05,1000,0.1,6,random,hdf5,64.301,7.551,83.938,10,1
7,1.00E+05,1000,0.1,6,random,hdf5,65.449,7.396,90.279,10,1
8,1.00E+05,1000,0.1,6,random,hdf5,67.489,7.587,85.094,10,1
9,1.00E+05,1000,0.1,6,random,hdf5,63.98,7.019,84.238,10,1
10,1.00E+05,1000,0.1,6,random,hdf5,65.826,7.537,80.938,10,1
1,1.00E+05,1000,0.1,7,random,hdf5,68.041,8.495,86.788,10,1
2,1.00E+05,1000,0.1,7,random,hdf5,69.771,8.336,86.711,10,1
3,1.00E+05,1000,0.1,7,random,hdf5,69.613,8.405,96.03,10,1
4,1.00E+05,1000,0.1,7,random,hdf5,69.236,7.081,115.203,10,1
5,1.00E+05,1000,0.1,7,random,hdf5,69.819,7.444,117.583,10,1
6,1.00E+05,1000,0.1,7,random,hdf5,71.895,8.246,104.953,10,1
7,1.00E+05,1000,0.1,7,random,hdf5,67.857,8.205,87.997,10,1
8,1.00E+05,1000,0.1,7,random,hdf5,70.181,8.238,100.115,10,1
9,1.00E+05,1000,0.1,7,random,hdf5,67.266,7.863,81.319,10,1
10,1.00E+05,1000,0.1,7,random,hdf5,68.454,8.289,101.607,10,1
1,1.00E+05,1000,0.1,8,random,hdf5,71.55,6.919,104.562,10,1
2,1.00E+05,1000,0.1,8,random,hdf5,71.315,7.911,93.516,10,1
3,1.00E+05,1000,0.1,8,random,hdf5,72.951,6.933,107.743,10,1
4,1.00E+05,1000,0.1,8,random,hdf5,73.788,7.564,100.962,10,1
5,1.00E+05,1000,0.1,8,random,hdf5,72.629,7.778,96.121,10,1
6,1.00E+05,1000,0.1,8,random,hdf5,74.33,6.606,104.473,10,1
7,1.00E+05,1000,0.1,8,random,hdf5,71.586,7.097,100.856,10,1
8,1.00E+05,1000,0.1,8,random,hdf5,67.219,7.408,88.603,10,1
9,1.00E+05,1000,0.1,8,random,hdf5,69.196,7.638,90.675,10,1
10,1.00E+05,1000,0.1,8,random,hdf5,70.768,7.985,98.144,10,1
1,1.00E+05,1000,0.1,9,random,hdf5,75.389,5.073,105.081,10,1
2,1.00E+05,1000,0.1,9,random,hdf5,75.747,5.561,101.217,10,1
3,1.00E+05,1000,0.1,9,random,hdf5,76.864,5.602,102.474,10,1
4,1.00E+05,1000,0.1,9,random,hdf5,73.253,5.762,99.396,10,1
5,1.00E+05,1000,0.1,9,random,hdf5,69.285,5.104,80.609,10,1
6,1.00E+05,1000,0.1,9,random,hdf5,74.932,6.037,95.173,10,1
7,1.00E+05,1000,0.1,9,random,hdf5,77.771,5.394,98.04,10,1
8,1.00E+05,1000,0.1,9,random,hdf5,75.798,5.382,97.899,10,1
9,1.00E+05,1000,0.1,9,random,hdf5,70.856,5.757,85.663,10,1
10,1.00E+05,1000,0.1,9,random,hdf5,75.824,5.334,100.072,10,1
1,1.00E+05,1000,0.1,10,random,hdf5,75.341,6.173,87.886,10,1
2,1.00E+05,1000,0.1,10,random,hdf5,75.156,5.942,86.645,10,1
3,1.00E+05,1000,0.1,10,random,hdf5,84.332,5.592,93.816,10,1
4,1.00E+05,1000,0.1,10,random,hdf5,77.019,5.922,84.502,10,1
5,1.00E+05,1000,0.1,10,random,hdf5,78.862,5.21,91.876,10,1
6,1.00E+05,1000,0.1,10,random,hdf5,81.665,5.727,91.856,10,1
7,1.00E+05,1000,0.1,10,random,hdf5,77.84,6.048,89.369,10,1
8,1.00E+05,1000,0.1,10,random,hdf5,77.86,6.165,91.232,10,1
9,1.00E+05,1000,0.1,10,random,hdf5,77.638,6.213,88.713,10,1
10,1.00E+05,1000,0.1,10,random,hdf5,78.039,6.053,89.518,10,1
1,1.00E+05,1000,0.1,11,random,hdf5,81.531,5.621,107.347,10,1
2,1.00E+05,1000,0.1,11,random,hdf5,82.974,6.083,104.986,10,1
3,1.00E+05,1000,0.1,11,random,hdf5,84.958,5.33,106.483,10,1
4,1.00E+05,1000,0.1,11,random,hdf5,83.88,5.783,98.269,10,1
5,1.00E+05,1000,0.1,11,random,hdf5,79.525,5.254,111.069,10,1
6,1.00E+05,1000,0.1,11,random,hdf5,84.261,6.625,105.412,10,1
7,1.00E+05,1000,0.1,11,random,hdf5,81.669,6.173,96.033,10,1
8,1.00E+05,1000,0.1,11,random,hdf5,80.054,5.983,92.717,10,1
9,1.00E+05,1000,0.1,11,random,hdf5,79.904,5.73,104.317,10,1
10,1.00E+05,1000,0.1,11,random,hdf5,76.284,6.19,90.837,10,1
1,1.00E+05,1000,0.1,12,random,hdf5,85.334,5.946,102.52,10,1
2,1.00E+05,1000,0.1,12,random,hdf5,86.135,6.195,106.904,10,1
3,1.00E+05,1000,0.1,12,random,hdf5,83.283,6.608,100.105,10,1
4,1.00E+05,1000,0.1,12,random,hdf5,87.527,5.778,112.973,10,1
5,1.00E+05,1000,0.1,12,random,hdf5,91.065,6.272,108.622,10,1
6,1.00E+05,1000,0.1,12,random,hdf5,85.686,6.322,100.683,10,1
7,1.00E+05,1000,0.1,12,random,hdf5,86.624,6.488,100.047,10,1
8,1.00E+05,1000,0.1,12,random,hdf5,85.206,6.03,104.649,10,1
9,1.00E+05,1000,0.1,12,random,hdf5,87.191,6.29,106.692,10,1
10,1.00E+05,1000,0.1,12,random,hdf5,85.149,5.68,108.075,10,1
1,1.00E+05,1000,0.1,13,random,hdf5,87.936,6.767,96.468,10,1
2,1.00E+05,1000,0.1,13,random,hdf5,88.024,5.658,110.208,10,1
3,1.00E+05,1000,0.1,13,random,hdf5,88.662,6.719,96.348,10,1
4,1.00E+05,1000,0.1,13,random,hdf5,86.842,6.619,107.616,10,1
5,1.00E+05,1000,0.1,13,random,hdf5,87.814,6.489,98.116,10,1
6,1.00E+05,1000,0.1,13,random,hdf5,88.453,4.752,121.703,10,1
7,1.00E+05,1000,0.1,13,random,hdf5,91.922,4.344,133.78,10,1
8,1.00E+05,1000,0.1,13,random,hdf5,88.781,7.054,96.744,10,1
9,1.00E+05,1000,0.1,13,random,hdf5,96.047,5.063,128.586,10,1
10,1.00E+05,1000,0.1,13,random,hdf5,93.331,4.248,136.633,10,1
1,1.00E+05,1000,0.1,14,random,hdf5,94.6,6.098,115.323,10,1
2,1.00E+05,1000,0.1,14,random,hdf5,92.089,6.182,112.366,10,1
3,1.00E+05,1000,0.1,14,random,hdf5,88.782,6.446,105.535,10,1
4,1.00E+05,1000,0.1,14,random,hdf5,90.637,5.937,113.909,10,1
5,1.00E+05,1000,0.1,14,random,hdf5,92.655,6.524,110.436,10,1
6,1.00E+05,1000,0.1,14,random,hdf5,87.947,6.429,106.396,10,1
7,1.00E+05,1000,0.1,14,random,hdf5,93.1,6.57,106.348,10,1
8,1.00E+05,1000,0.1,14,random,hdf5,93.662,5.684,118.463,10,1
9,1.00E+05,1000,0.1,14,random,hdf5,88.99,6.673,108.505,10,1
10,1.00E+05,1000,0.1,14,random,hdf5,94.488,5.556,119.033,10,1
1,1.00E+05,1000,0.1,15,random,hdf5,103.26,6.692,118.408,10,1
2,1.00E+05,1000,0.1,15,random,hdf5,102.238,6.477,127.176,10,1
3,1.00E+05,1000,0.1,15,random,hdf5,102.768,6.147,130.819,10,1
4,1.00E+05,1000,0.1,15,random,hdf5,97.095,5.337,132.472,10,1
5,1.00E+05,1000,0.1,15,random,hdf5,98.552,5.676,132.884,10,1
6,1.00E+05,1000,0.1,15,random,hdf5,94.722,6.049,112.446,10,1
7,1.00E+05,1000,0.1,15,random,hdf5,97.46,6.454,119.378,10,1
8,1.00E+05,1000,0.1,15,random,hdf5,98.615,5.572,135.842,10,1
9,1.00E+05,1000,0.1,15,random,hdf5,102.819,6.56,124.214,10,1
10,1.00E+05,1000,0.1,15,random,hdf5,101.474,6.492,124.429,10,1
1,1.00E+05,1000,0.1,16,random,hdf5,99.468,5.731,136.917,10,1
2,1.00E+05,1000,0.1,16,random,hdf5,98.089,6.395,121.569,10,1
3,1.00E+05,1000,0.1,16,random,hdf5,100.511,5.875,130.651,10,1
4,1.00E+05,1000,0.1,16,random,hdf5,96.461,5.951,125.199,10,1
5,1.00E+05,1000,0.1,16,random,hdf5,98.143,6.571,113.773,10,1
6,1.00E+05,1000,0.1,16,random,hdf5,98.222,5.6,135.576,10,1
7,1.00E+05,1000,0.1,16,random,hdf5,98.543,5.659,134.947,10,1
8,1.00E+05,1000,0.1,16,random,hdf5,98.156,6.313,121.741,10,1
9,1.00E+05,1000,0.1,16,random,hdf5,95.046,6.921,128.85,10,1
