B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time,max_iters,num_init
1,1.00E+05,1000,0.001,2,random,hdf5,26.192,2.339,34.039,10,1
2,1.00E+05,1000,0.001,2,random,hdf5,27.984,2.434,34.595,10,1
3,1.00E+05,1000,0.001,2,random,hdf5,26.547,2.48,33.43,10,1
4,1.00E+05,1000,0.001,2,random,hdf5,28.311,2.38,36.607,10,1
5,1.00E+05,1000,0.001,2,random,hdf5,27.787,2.376,36.873,10,1
6,1.00E+05,1000,0.001,2,random,hdf5,26.923,2.431,30.54,10,1
7,1.00E+05,1000,0.001,2,random,hdf5,25.215,2.208,33.445,10,1
8,1.00E+05,1000,0.001,2,random,hdf5,27.171,2.128,30.194,10,1
9,1.00E+05,1000,0.001,2,random,hdf5,24.765,2.306,30.374,10,1
10,1.00E+05,1000,0.001,2,random,hdf5,28.375,2.684,35.417,10,1
1,1.00E+05,1000,0.001,3,random,hdf5,29.282,2.386,34.865,10,1
2,1.00E+05,1000,0.001,3,random,hdf5,28.758,2.783,36.879,10,1
3,1.00E+05,1000,0.001,3,random,hdf5,29.906,2.02,32.444,10,1
4,1.00E+05,1000,0.001,3,random,hdf5,27.524,2.535,32.391,10,1
5,1.00E+05,1000,0.001,3,random,hdf5,27.403,2.739,33.066,10,1
6,1.00E+05,1000,0.001,3,random,hdf5,28.278,2.325,35.389,10,1
7,1.00E+05,1000,0.001,3,random,hdf5,29.296,2.373,32.545,10,1
8,1.00E+05,1000,0.001,3,random,hdf5,28.5,3.162,36.878,10,1
9,1.00E+05,1000,0.001,3,random,hdf5,24.127,2.073,26.402,10,1
10,1.00E+05,1000,0.001,3,random,hdf5,26.898,2.304,30.77,10,1
1,1.00E+05,1000,0.001,4,random,hdf5,31.451,2.597,37.68,10,1
2,1.00E+05,1000,0.001,4,random,hdf5,29.837,2.403,35.926,10,1
3,1.00E+05,1000,0.001,4,random,hdf5,28.564,2.501,34.234,10,1
4,1.00E+05,1000,0.001,4,random,hdf5,28.209,2.178,33.482,10,1
5,1.00E+05,1000,0.001,4,random,hdf5,31.84,2.303,37.603,10,1
6,1.00E+05,1000,0.001,4,random,hdf5,28.108,2.581,34.924,10,1
7,1.00E+05,1000,0.001,4,random,hdf5,28.948,2.156,34.236,10,1
8,1.00E+05,1000,0.001,4,random,hdf5,28.761,2.488,33.876,10,1
9,1.00E+05,1000,0.001,4,random,hdf5,27.539,2.075,32.09,10,1
10,1.00E+05,1000,0.001,4,random,hdf5,32.218,2.399,39.54,10,1
1,1.00E+05,1000,0.001,5,random,hdf5,25.534,2.355,29.778,10,1
2,1.00E+05,1000,0.001,5,random,hdf5,30.374,2.916,38.786,10,1
3,1.00E+05,1000,0.001,5,random,hdf5,25.706,2.375,35.809,10,1
4,1.00E+05,1000,0.001,5,random,hdf5,31.043,3.063,40.06,10,1
5,1.00E+05,1000,0.001,5,random,hdf5,29.203,2.738,36.78,10,1
6,1.00E+05,1000,0.001,5,random,hdf5,31.329,3.027,42.135,10,1
7,1.00E+05,1000,0.001,5,random,hdf5,28.285,2.396,35.361,10,1
8,1.00E+05,1000,0.001,5,random,hdf5,29.564,2.823,39.353,10,1
9,1.00E+05,1000,0.001,5,random,hdf5,31.912,3.1,40.742,10,1
10,1.00E+05,1000,0.001,5,random,hdf5,31.384,2.817,43.523,10,1
1,1.00E+05,1000,0.001,6,random,hdf5,26.645,2.551,32.129,10,1
2,1.00E+05,1000,0.001,6,random,hdf5,28.497,2.169,31.039,10,1
3,1.00E+05,1000,0.001,6,random,hdf5,25.447,2.329,29.394,10,1
4,1.00E+05,1000,0.001,6,random,hdf5,25.422,2.268,28.798,10,1
5,1.00E+05,1000,0.001,6,random,hdf5,26.63,2.446,32.808,10,1
6,1.00E+05,1000,0.001,6,random,hdf5,27.773,2.132,32.343,10,1
7,1.00E+05,1000,0.001,6,random,hdf5,27.135,2.48,29.631,10,1
8,1.00E+05,1000,0.001,6,random,hdf5,24.92,2.021,29.976,10,1
9,1.00E+05,1000,0.001,6,random,hdf5,22.975,2.079,25.423,10,1
10,1.00E+05,1000,0.001,6,random,hdf5,28.066,2.584,35.783,10,1
1,1.00E+05,1000,0.001,7,random,hdf5,27.344,2.325,31.6,10,1
2,1.00E+05,1000,0.001,7,random,hdf5,24.755,2.462,28.075,10,1
3,1.00E+05,1000,0.001,7,random,hdf5,29.035,2.505,33.827,10,1
4,1.00E+05,1000,0.001,7,random,hdf5,29.057,2.292,36.779,10,1
5,1.00E+05,1000,0.001,7,random,hdf5,29.359,2.412,36.301,10,1
6,1.00E+05,1000,0.001,7,random,hdf5,26.905,2.334,30.344,10,1
7,1.00E+05,1000,0.001,7,random,hdf5,28.898,2.42,32.147,10,1
8,1.00E+05,1000,0.001,7,random,hdf5,31.251,2.458,35.194,10,1
9,1.00E+05,1000,0.001,7,random,hdf5,27.161,2.448,30.845,10,1
10,1.00E+05,1000,0.001,7,random,hdf5,31.242,2.113,34.319,10,1
1,1.00E+05,1000,0.001,8,random,hdf5,30.806,2.663,33.902,10,1
2,1.00E+05,1000,0.001,8,random,hdf5,30.587,2.307,38.035,10,1
3,1.00E+05,1000,0.001,8,random,hdf5,28.881,2.447,39.477,10,1
4,1.00E+05,1000,0.001,8,random,hdf5,28.427,2.571,35.267,10,1
5,1.00E+05,1000,0.001,8,random,hdf5,27.898,2.428,34.657,10,1
6,1.00E+05,1000,0.001,8,random,hdf5,28.332,2.619,33.105,10,1
7,1.00E+05,1000,0.001,8,random,hdf5,27.611,2.515,34.275,10,1
