"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,10,3,random,hdf5,0.937038155565103,1888412.49806641,31,NA
2,500,1000,10,3,random,hdf5,0.97981739754137,1227933.200191,13,NA
1,500,1000,35,3,random,hdf5,0.98648738685571,1082926.35514072,21,NA
2,500,1000,35,3,random,hdf5,0.986537871005993,1106470.22032705,25,NA
1,500,1000,75,3,random,hdf5,0.993981023065972,1023414.61130938,17,NA
2,500,1000,75,3,random,hdf5,0.980450961246283,1054395.51467232,22,NA
1,500,1000,150,3,random,hdf5,0.987195184792033,1013881.3739442,12,NA
2,500,1000,150,3,random,hdf5,0.993863126004389,970539.113481548,19,NA
1,500,1000,500,3,random,hdf5,0.987913776317834,969725.515564227,4,NA
2,500,1000,500,3,random,hdf5,1,987441.351242939,4,NA
1,2000,1000,10,3,random,hdf5,0.951252362257557,6374886.29526187,11,NA
2,2000,1000,10,3,random,hdf5,0.983916125516637,5551022.88053872,18,NA
1,2000,1000,35,3,random,hdf5,0.991929510038131,4277583.49406702,33,NA
2,2000,1000,35,3,random,hdf5,1,4711301.50329803,13,NA
1,2000,1000,75,3,random,hdf5,0.992999112983095,4268423.0030225,21,NA
2,2000,1000,75,3,random,hdf5,0.971602784083509,4252700.65489042,15,NA
1,2000,1000,150,3,random,hdf5,0.992353157984501,4045522.56710935,13,NA
2,2000,1000,150,3,random,hdf5,0.993639234308728,4036229.11568328,16,NA
