"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,10,3,kmeans++,hdf5,0.979895895200969,1476129.46172059,14,NA
2,500,1000,10,3,kmeans++,hdf5,0.987587875718898,1144605.66647684,22,NA
3,500,1000,10,3,kmeans++,hdf5,0.995849354801301,1200494.57067895,12,NA
4,500,1000,10,3,kmeans++,hdf5,0.987800521821364,1274469.1634269,27,NA
5,500,1000,10,3,kmeans++,hdf5,1,1284303.33334689,27,NA
6,500,1000,10,3,kmeans++,hdf5,0.996101765010589,1255677.25113164,19,NA
7,500,1000,10,3,kmeans++,hdf5,0.987277708510032,1157417.52276852,20,NA
8,500,1000,10,3,kmeans++,hdf5,0.986708059268009,1297978.29913704,30,NA
9,500,1000,10,3,kmeans++,hdf5,0.98680103839852,1155867.65876876,24,NA
10,500,1000,10,3,kmeans++,hdf5,0.993072705436289,1396356.66549254,13,NA
11,500,1000,10,3,kmeans++,hdf5,0.987279662204667,1420576.84411156,12,NA
12,500,1000,10,3,kmeans++,hdf5,0.979483649840528,1698242.58643681,15,NA
13,500,1000,10,3,kmeans++,hdf5,0.987254073575473,1634487.7288486,12,NA
14,500,1000,10,3,kmeans++,hdf5,0.965652458360648,1644986.70658083,27,NA
15,500,1000,10,3,kmeans++,hdf5,0.994049667289645,1537237.04207966,21,NA
16,500,1000,10,3,kmeans++,hdf5,0.975548834101737,1402352.51609881,17,NA
17,500,1000,10,3,kmeans++,hdf5,0.993258803613105,1272614.09292535,20,NA
18,500,1000,10,3,kmeans++,hdf5,0.986629408520084,1112748.29716047,12,NA
19,500,1000,10,3,kmeans++,hdf5,0.988115422858797,1243246.81968357,21,NA
20,500,1000,10,3,kmeans++,hdf5,0.95537233750419,1562779.65530545,15,NA
21,500,1000,10,3,kmeans++,hdf5,0.993834537029762,1429919.62477587,13,NA
22,500,1000,10,3,kmeans++,hdf5,0.980348014890935,1196120.41011401,11,NA
23,500,1000,10,3,kmeans++,hdf5,0.988071612935194,1351575.10730141,20,NA
24,500,1000,10,3,kmeans++,hdf5,0.982650803097523,1474828.66204245,27,NA
25,500,1000,10,3,kmeans++,hdf5,0.974546516438511,1558791.50896527,21,NA
26,500,1000,10,3,kmeans++,hdf5,0.993282338840453,1205105.83570866,20,NA
27,500,1000,10,3,kmeans++,hdf5,1,1374205.0465867,13,NA
28,500,1000,10,3,kmeans++,hdf5,1,1949763.11917629,16,NA
29,500,1000,10,3,kmeans++,hdf5,0.980432281163226,1261232.68044322,15,NA
30,500,1000,10,3,kmeans++,hdf5,0.993063082560055,1283603.75165963,16,NA
31,500,1000,10,3,kmeans++,hdf5,0.986907571408238,1318861.07784519,17,NA
