"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,10,3,random,hdf5,0.993273223884385,1491370.74901335,19,NA
1,500,1000,35,3,random,hdf5,0.986126502490719,1133731.08132184,16,NA
1,500,1000,75,3,random,hdf5,0.993198521909837,968155.500510642,24,NA
1,500,1000,150,3,random,hdf5,0.99336074499862,932681.971189675,24,NA
1,500,1000,500,3,random,hdf5,0.980610422690375,1020704.62906667,5,NA
1,2000,1000,10,3,random,hdf5,0.955045599776295,7803199.06334903,14,NA
1,2000,1000,35,3,random,hdf5,0.975887980477504,4852740.3530699,22,NA
1,2000,1000,75,3,random,hdf5,0.984790487670398,4380624.34015144,20,NA
1,2000,1000,150,3,random,hdf5,0.985379205641544,4140446.45716536,12,NA
1,2000,1000,500,3,random,hdf5,0.993614766970234,3895057.98838213,18,NA
1,2000,1000,750,3,random,hdf5,0.9871008480737,4001236.73994159,15,NA
