B,observations,genes,abs_batch,k,initializer,method,ARI,WCSS,iterations,fault
1,500,1000,10,3,random,kmeans,0.96832389,1000034.485,2,0
2,500,1000,10,3,random,kmeans,0.975081607,997185.4369,2,0
3,500,1000,10,3,random,kmeans,1,984184.9237,2,0
4,500,1000,10,3,random,kmeans,0.986688781,997097.4797,2,0
5,500,1000,10,3,random,kmeans,0.987262724,935853.7849,2,0
6,500,1000,10,3,random,kmeans,0.993015622,1034662.565,2,0
7,500,1000,10,3,random,kmeans,0.987231904,997981.8168,2,0
8,500,1000,10,3,random,kmeans,0.988052247,969673.1001,3,0
9,500,1000,10,3,random,kmeans,1,953397.3439,2,0
10,500,1000,10,3,random,kmeans,0.986186805,1003216.523,2,0
11,500,1000,10,3,random,kmeans,0.981397744,1037173.271,2,0
12,500,1000,10,3,random,kmeans,0.994349313,940264.8543,2,0
13,500,1000,10,3,random,kmeans,0.980530324,1046645.865,3,0
14,500,1000,10,3,random,kmeans,0.980707218,982547.7854,3,0
15,500,1000,10,3,random,kmeans,0.994199075,1012642.516,3,0
16,500,1000,10,3,random,kmeans,1,916041.7133,1,0
17,500,1000,10,3,random,kmeans,0.987289161,1042121.635,2,0
18,500,1000,10,3,random,kmeans,1,923607.673,2,0
19,500,1000,10,3,random,kmeans,0.987189786,932904.6099,2,0
20,500,1000,10,3,random,kmeans,0.994018545,964157.8891,2,0
21,500,1000,10,3,random,kmeans,0.977041705,981263.059,3,0
22,500,1000,10,3,random,kmeans,0.986272553,1008017.539,2,0
23,500,1000,10,3,random,kmeans,0.993180788,950712.5979,2,0
24,500,1000,10,3,random,kmeans,0.974717762,977677.6929,2,0
25,500,1000,10,3,random,kmeans,1,937664.4212,2,0
26,500,1000,10,3,random,kmeans,0.986357006,999621.0574,2,0
27,500,1000,10,3,random,kmeans,0.988296067,1008113.766,2,0
28,500,1000,10,3,random,kmeans,0.98058349,984115.0069,2,0
29,500,1000,10,3,random,kmeans,1,968045.0853,2,0
30,500,1000,10,3,random,kmeans,1,973702.9979,2,0
1,500,1000,35,3,random,kmeans,1,1045426.511,2,0
2,500,1000,35,3,random,kmeans,0.987249059,958199.3339,3,0
3,500,1000,35,3,random,kmeans,0.987172664,979748.9107,2,0
4,500,1000,35,3,random,kmeans,1,898003.0919,2,0
5,500,1000,35,3,random,kmeans,0.981214951,993207.3259,2,0
6,500,1000,35,3,random,kmeans,0.994134856,1001890.442,2,0
7,500,1000,35,3,random,kmeans,0.966858674,1012367.571,2,0
8,500,1000,35,3,random,kmeans,0.987429441,1079989.427,2,0
9,500,1000,35,3,random,kmeans,0.981938375,1015946.863,1,0
10,500,1000,35,3,random,kmeans,1,974812.6518,2,0
11,500,1000,35,3,random,kmeans,0.993004929,966771.6722,2,0
12,500,1000,35,3,random,kmeans,0.986097314,1064579.256,2,0
13,500,1000,35,3,random,kmeans,0.993121996,1016982.359,2,0
14,500,1000,35,3,random,kmeans,0.993996382,990962.6818,2,0
15,500,1000,35,3,random,kmeans,0.981372689,1074729.719,2,0
16,500,1000,35,3,random,kmeans,0.986353293,1060434.799,2,0
17,500,1000,35,3,random,kmeans,0.993194058,1004148.872,2,0
18,500,1000,35,3,random,kmeans,0.987233074,950399.5681,3,0
19,500,1000,35,3,random,kmeans,0.993289369,959180.356,2,0
20,500,1000,35,3,random,kmeans,0.981483365,1036693.198,2,0
21,500,1000,35,3,random,kmeans,0.994110072,976554.6328,2,0
22,500,1000,35,3,random,kmeans,0.98820035,983956.7544,3,0
23,500,1000,35,3,random,kmeans,0.993189779,945424.3578,2,0
24,500,1000,35,3,random,kmeans,0.987397625,961120.0364,3,0
25,500,1000,35,3,random,kmeans,0.987189587,952224.0012,2,0
26,500,1000,35,3,random,kmeans,0.99401417,936967.6081,2,0
27,500,1000,35,3,random,kmeans,0.994100827,944689.1084,2,0
28,500,1000,35,3,random,kmeans,0.980653679,1001596.087,3,0
29,500,1000,35,3,random,kmeans,0.99403955,1048756.302,2,0
30,500,1000,35,3,random,kmeans,0.980326966,939027.3472,3,0
1,500,1000,75,3,random,kmeans,0.973655745,938873.6755,2,0
2,500,1000,75,3,random,kmeans,1,1058244.708,2,0
3,500,1000,75,3,random,kmeans,1,1020560.93,2,0
4,500,1000,75,3,random,kmeans,0.979644716,982604.1483,2,0
5,500,1000,75,3,random,kmeans,0.979381018,1030057.652,3,0
6,500,1000,75,3,random,kmeans,0.993342415,1052582.466,2,0
7,500,1000,75,3,random,kmeans,0.974880419,1021948.272,2,0
8,500,1000,75,3,random,kmeans,0.993176466,1089261.074,2,0
9,500,1000,75,3,random,kmeans,0.993259269,956471.3368,3,0
10,500,1000,75,3,random,kmeans,0.980451126,976990.4631,2,0
11,500,1000,75,3,random,kmeans,0.993248021,1032416.822,3,0
12,500,1000,75,3,random,kmeans,0.981316513,963361.7598,2,0
13,500,1000,75,3,random,kmeans,0.981471947,1049201.282,2,0
14,500,1000,75,3,random,kmeans,0.9933395,1005731.455,2,0
15,500,1000,75,3,random,kmeans,1,1002385.623,2,0
16,500,1000,75,3,random,kmeans,0.993091258,1019606.17,3,0
17,500,1000,75,3,random,kmeans,1,950989.9749,1,0
18,500,1000,75,3,random,kmeans,0.980872953,1063238.169,2,0
19,500,1000,75,3,random,kmeans,1,991249.621,1,0
20,500,1000,75,3,random,kmeans,0.980961492,1002021.73,2,0
21,500,1000,75,3,random,kmeans,0.987256375,1061600.415,2,0
22,500,1000,75,3,random,kmeans,0.986654123,1054098.461,2,0
23,500,1000,75,3,random,kmeans,1,981772.7599,2,0
24,500,1000,75,3,random,kmeans,0.993065816,1064159.494,2,0
25,500,1000,75,3,random,kmeans,1,990177.7968,2,0
26,500,1000,75,3,random,kmeans,0.98702011,1014260.517,3,0
27,500,1000,75,3,random,kmeans,0.993193029,1049493.727,2,0
28,500,1000,75,3,random,kmeans,0.987331067,1072799.554,2,0
29,500,1000,75,3,random,kmeans,0.987182327,1000959.47,3,0
30,500,1000,75,3,random,kmeans,0.993352711,1007915.368,3,0
1,500,1000,150,3,random,kmeans,0.985957195,989113.3129,2,0
2,500,1000,150,3,random,kmeans,0.981148137,1014128.476,2,0
3,500,1000,150,3,random,kmeans,1,909823.5113,2,0
4,500,1000,150,3,random,kmeans,0.993998223,961972.025,2,0
5,500,1000,150,3,random,kmeans,0.993172326,971294.5573,2,0
6,500,1000,150,3,random,kmeans,0.987216391,946895.4756,2,0
7,500,1000,150,3,random,kmeans,0.980552957,1000759.454,3,0
8,500,1000,150,3,random,kmeans,1,925678.6119,2,0
9,500,1000,150,3,random,kmeans,0.993690691,1030352.271,3,0
10,500,1000,150,3,random,kmeans,1,981600.617,2,0
11,500,1000,150,3,random,kmeans,0.987229723,942464.766,2,0
12,500,1000,150,3,random,kmeans,0.993212317,934613.651,2,0
13,500,1000,150,3,random,kmeans,0.99410608,970612.6353,2,0
14,500,1000,150,3,random,kmeans,0.994042285,975424.7404,2,0
15,500,1000,150,3,random,kmeans,0.993278061,992012.0923,2,0
16,500,1000,150,3,random,kmeans,0.972401142,989217.8943,2,0
17,500,1000,150,3,random,kmeans,0.993928746,949682.151,3,0
18,500,1000,150,3,random,kmeans,0.993672364,989631.6324,2,0
19,500,1000,150,3,random,kmeans,0.993116666,965136.1229,2,0
20,500,1000,150,3,random,kmeans,1,995354.5933,2,0
21,500,1000,150,3,random,kmeans,0.986665917,1002218.122,2,0
22,500,1000,150,3,random,kmeans,0.961233454,1093243.269,2,0
23,500,1000,150,3,random,kmeans,0.986637237,934522.4332,2,0
24,500,1000,150,3,random,kmeans,0.986232119,1075698.713,1,0
25,500,1000,150,3,random,kmeans,1,954423.7787,2,0
26,500,1000,150,3,random,kmeans,0.987748572,964052.7539,2,0
27,500,1000,150,3,random,kmeans,0.993949657,1061601.556,2,0
28,500,1000,150,3,random,kmeans,0.994160534,1003295.539,2,0
29,500,1000,150,3,random,kmeans,0.996021936,1002075.654,2,0
30,500,1000,150,3,random,kmeans,0.987159066,915394.1543,2,0
1,500,1000,500,3,random,kmeans,1,1034602.791,2,0
2,500,1000,500,3,random,kmeans,0.987190191,959508.6407,2,0
3,500,1000,500,3,random,kmeans,0.993986126,1008846.464,2,0
4,500,1000,500,3,random,kmeans,1,934524.9629,2,0
5,500,1000,500,3,random,kmeans,0.980613682,995350.6353,2,0
6,500,1000,500,3,random,kmeans,0.987313299,1035999.683,2,0
7,500,1000,500,3,random,kmeans,0.994107405,1029973.01,1,0
8,500,1000,500,3,random,kmeans,0.987233074,984109.0778,2,0
9,500,1000,500,3,random,kmeans,1,1079488.07,2,0
10,500,1000,500,3,random,kmeans,0.994124262,955074.7518,3,0
11,500,1000,500,3,random,kmeans,0.968914111,1047070.164,3,0
12,500,1000,500,3,random,kmeans,1,982377.6527,1,0
13,500,1000,500,3,random,kmeans,0.980444554,968998.3813,2,0
14,500,1000,500,3,random,kmeans,0.9872859,981074.8074,2,0
15,500,1000,500,3,random,kmeans,0.994226218,1008058.132,2,0
16,500,1000,500,3,random,kmeans,0.994070023,1016449.821,2,0
17,500,1000,500,3,random,kmeans,1,1044258.39,2,0
18,500,1000,500,3,random,kmeans,0.988547252,986229.9775,2,0
19,500,1000,500,3,random,kmeans,0.979929921,1062218.819,2,0
20,500,1000,500,3,random,kmeans,0.994336898,1055413.026,3,0
21,500,1000,500,3,random,kmeans,0.994022254,986162.4626,2,0
22,500,1000,500,3,random,kmeans,0.980525061,945758.4388,2,0
23,500,1000,500,3,random,kmeans,0.993327552,1015283.943,2,0
24,500,1000,500,3,random,kmeans,1,957263.7558,2,0
25,500,1000,500,3,random,kmeans,0.973442638,952761.0787,2,0
26,500,1000,500,3,random,kmeans,0.98728256,1096349.168,2,0
27,500,1000,500,3,random,kmeans,1,998517.4569,2,0
28,500,1000,500,3,random,kmeans,1,985634.4752,2,0
29,500,1000,500,3,random,kmeans,0.987242155,983623.0874,2,0
30,500,1000,500,3,random,kmeans,1,1015846.527,2,0
1,500,1000,750,3,random,kmeans,0.993909791,980003.1946,2,0
2,500,1000,750,3,random,kmeans,0.988067196,1059755.455,2,0
3,500,1000,750,3,random,kmeans,0.993231115,1036881.452,2,0
4,500,1000,750,3,random,kmeans,0.993404887,1019029.487,2,0
5,500,1000,750,3,random,kmeans,1,980510.5125,2,0
6,500,1000,750,3,random,kmeans,0.975787593,1017474.248,2,0
7,500,1000,750,3,random,kmeans,0.979843922,1082956.452,2,0
8,500,1000,750,3,random,kmeans,1,1005404.255,2,0
9,500,1000,750,3,random,kmeans,1,994564.6022,2,0
10,500,1000,750,3,random,kmeans,1,1004958.183,2,0
11,500,1000,750,3,random,kmeans,0.980406291,966165.0137,2,0
12,500,1000,750,3,random,kmeans,1,989096.9921,2,0
13,500,1000,750,3,random,kmeans,1,903375.6049,2,0
14,500,1000,750,3,random,kmeans,0.980148794,977386.6499,2,0
15,500,1000,750,3,random,kmeans,0.993224143,972888.7825,1,0
16,500,1000,750,3,random,kmeans,0.988677274,1001854.033,2,0
17,500,1000,750,3,random,kmeans,0.987347896,996007.335,2,0
18,500,1000,750,3,random,kmeans,0.972826059,957497.1293,2,0
19,500,1000,750,3,random,kmeans,0.993930106,1048656.162,2,0
20,500,1000,750,3,random,kmeans,1,953919.3921,2,0
21,500,1000,750,3,random,kmeans,0.987337387,1054683.555,2,0
22,500,1000,750,3,random,kmeans,0.986116316,1020525.322,2,0
23,500,1000,750,3,random,kmeans,1,1045343.645,2,0
24,500,1000,750,3,random,kmeans,0.993194961,957270.8398,2,0
25,500,1000,750,3,random,kmeans,0.993616683,1075536.866,2,0
26,500,1000,750,3,random,kmeans,0.993321834,1039256.051,3,0
27,500,1000,750,3,random,kmeans,0.994189075,980829.0853,2,0
28,500,1000,750,3,random,kmeans,0.987287747,964950.2777,2,0
29,500,1000,750,3,random,kmeans,0.986283554,1041194.887,2,0
30,500,1000,750,3,random,kmeans,1,1001602.744,2,0
1,500,1000,1000,3,random,kmeans,1,977706.1536,2,0
2,500,1000,1000,3,random,kmeans,0.994144571,922898.273,2,0
3,500,1000,1000,3,random,kmeans,0.98721224,924031.4079,2,0
4,500,1000,1000,3,random,kmeans,0.974643962,978223.8579,2,0
5,500,1000,1000,3,random,kmeans,0.993418287,926787.2746,2,0
6,500,1000,1000,3,random,kmeans,1,1037277.543,2,0
7,500,1000,1000,3,random,kmeans,1,962149.2896,2,0
8,500,1000,1000,3,random,kmeans,1,941133.4535,2,0
9,500,1000,1000,3,random,kmeans,1,938003.7284,1,0
10,500,1000,1000,3,random,kmeans,0.98834135,1035231.935,2,0
11,500,1000,1000,3,random,kmeans,0.980422317,1031487.924,2,0
12,500,1000,1000,3,random,kmeans,0.993318082,993973.8443,2,0
13,500,1000,1000,3,random,kmeans,0.980522784,991927.6582,2,0
14,500,1000,1000,3,random,kmeans,0.987186626,964294.0126,2,0
15,500,1000,1000,3,random,kmeans,0.987285622,984989.3574,2,0
16,500,1000,1000,3,random,kmeans,0.980503388,1049163.835,3,0
17,500,1000,1000,3,random,kmeans,1,984110.544,2,0
18,500,1000,1000,3,random,kmeans,0.987306583,980104.6358,1,0
19,500,1000,1000,3,random,kmeans,0.98653947,991553.2815,2,0
20,500,1000,1000,3,random,kmeans,0.98727776,962192.3546,2,0
21,500,1000,1000,3,random,kmeans,0.987253945,1018947.12,2,0
22,500,1000,1000,3,random,kmeans,0.980593502,968539.3727,2,0
23,500,1000,1000,3,random,kmeans,1,979149.7226,2,0
24,500,1000,1000,3,random,kmeans,0.981396055,983095.5133,2,0
25,500,1000,1000,3,random,kmeans,1,969973.5349,2,0
26,500,1000,1000,3,random,kmeans,1,894501.3188,1,0
27,500,1000,1000,3,random,kmeans,0.988447742,1069955.995,2,0
28,500,1000,1000,3,random,kmeans,0.987317872,981759.9481,2,0
29,500,1000,1000,3,random,kmeans,0.987230496,886380.1606,2,0
30,500,1000,1000,3,random,kmeans,0.987280277,958558.5823,2,0
1,2000,1000,10,3,random,kmeans,0.99003991,3968754.92,2,0
2,2000,1000,10,3,random,kmeans,0.987072896,3997473.138,2,0
3,2000,1000,10,3,random,kmeans,0.988346004,4128881.812,2,0
4,2000,1000,10,3,random,kmeans,0.988812024,4028571.231,2,0
5,2000,1000,10,3,random,kmeans,0.9917063,4071564.568,2,0
6,2000,1000,10,3,random,kmeans,0.991934144,3881846.049,2,0
7,2000,1000,10,3,random,kmeans,0.98534443,4012646.88,2,0
8,2000,1000,10,3,random,kmeans,0.996818505,3975171.842,2,0
9,2000,1000,10,3,random,kmeans,0.990436836,3881242.285,2,0
10,2000,1000,10,3,random,kmeans,0.995141624,3980772.273,3,0
11,2000,1000,10,3,random,kmeans,0.987055197,3904009.978,2,0
12,2000,1000,10,3,random,kmeans,0.984465688,3943776.127,2,0
13,2000,1000,10,3,random,kmeans,0.984093516,3939454.94,2,0
14,2000,1000,10,3,random,kmeans,0.99383885,3995725.239,2,0
15,2000,1000,10,3,random,kmeans,0.988316174,3975428.809,2,0
16,2000,1000,10,3,random,kmeans,0.987338216,4041817.922,3,0
17,2000,1000,10,3,random,kmeans,0.991526606,3957636.183,2,0
18,2000,1000,10,3,random,kmeans,0.98943331,4102868.892,2,0
19,2000,1000,10,3,random,kmeans,0.988299362,3994178.978,2,0
20,2000,1000,10,3,random,kmeans,0.988447287,3905160.896,2,0
21,2000,1000,10,3,random,kmeans,0.993482675,3971547.201,2,0
