"B","observations","genes","abs_batch","k","method","WCSS"
1,25000,5000,10,15,hdf5,1131243637
2,25000,5000,10,15,hdf5,17493854654.84
3,25000,5000,10,15,hdf5,1935272592.48149
4,25000,5000,10,15,hdf5,1473613535.84896
5,25000,5000,10,15,hdf5,1263333826.20409
6,25000,5000,10,15,hdf5,1195624328.81633
7,25000,5000,10,15,hdf5,6554487975.05556
8,25000,5000,10,15,hdf5,2120181599.91666
9,25000,5000,10,15,hdf5,4333742288.77539
10,25000,5000,10,15,hdf5,1467119174.30556
11,25000,5000,10,15,hdf5,3272468256.88891
12,25000,5000,10,15,hdf5,2560043001.88889
13,25000,5000,10,15,hdf5,901741605.999981
14,25000,5000,10,15,hdf5,4058339038.8125
15,25000,5000,10,15,hdf5,1984808545.09334
16,25000,5000,10,15,hdf5,1339175272.48525
17,25000,5000,10,15,hdf5,6604944504.27778
18,25000,5000,10,15,hdf5,1393217428.58333
19,25000,5000,10,15,hdf5,1359409324.24491
20,25000,5000,10,15,hdf5,2198125742.46938
21,25000,5000,10,15,hdf5,1741747356.16667
22,25000,5000,10,15,hdf5,1131285825.5
23,25000,5000,10,15,hdf5,2173975603.625
24,25000,5000,10,15,hdf5,1580000749.83332
25,25000,5000,10,15,hdf5,4887677797
26,25000,5000,10,15,hdf5,1440524098.97334
27,25000,5000,10,15,hdf5,1768117719.83333
28,25000,5000,10,15,hdf5,1536175059.70312
29,25000,5000,10,15,hdf5,1015959615.64002
30,25000,5000,10,15,hdf5,1092159864.40817
31,25000,5000,10,15,hdf5,1366146288.45137
32,25000,5000,10,15,hdf5,1389474821.73016
33,25000,5000,10,15,hdf5,2135729253.5
34,25000,5000,10,15,hdf5,6060812286.67291
35,25000,5000,10,15,hdf5,16433051429.6735
36,25000,5000,10,15,hdf5,4967456558
37,25000,5000,10,15,hdf5,1743416046.25111
38,25000,5000,10,15,hdf5,2206499629.90668
39,25000,5000,10,15,hdf5,1404481752.11111
40,25000,5000,10,15,hdf5,1981079215.66001
41,25000,5000,10,15,hdf5,1474347355
42,25000,5000,10,15,hdf5,1066210983.25
43,25000,5000,10,15,hdf5,1538917441.88889
44,25000,5000,10,15,hdf5,1381835518.22221
45,25000,5000,10,15,hdf5,1132339877.29688
46,25000,5000,10,15,hdf5,1033747322.13776
47,25000,5000,10,15,hdf5,1304820004.49999
48,25000,5000,10,15,hdf5,2133339250.41668
49,25000,5000,10,15,hdf5,1545391142.94444
50,25000,5000,10,15,hdf5,4734814376.36448
1,25000,5000,35,15,hdf5,964680035.642866
2,25000,5000,35,15,hdf5,1932287018.78083
3,25000,5000,35,15,hdf5,1314290749.68793
4,25000,5000,35,15,hdf5,17689778134.8608
5,25000,5000,35,15,hdf5,1048810354.51726
6,25000,5000,35,15,hdf5,1386303942.32301
7,25000,5000,35,15,hdf5,843600228.994253
8,25000,5000,35,15,hdf5,1214468519.75321
9,25000,5000,35,15,hdf5,1504435786.32116
10,25000,5000,35,15,hdf5,1464514978.90972
11,25000,5000,35,15,hdf5,916951055.118915
12,25000,5000,35,15,hdf5,910947795.259238
13,25000,5000,35,15,hdf5,1326177732.50815
14,25000,5000,35,15,hdf5,846549694.480687
15,25000,5000,35,15,hdf5,1034001681.59927
16,25000,5000,35,15,hdf5,1278714627.25124
17,25000,5000,35,15,hdf5,1985935493.96517
18,25000,5000,35,15,hdf5,864653039.545945
19,25000,5000,35,15,hdf5,1189241337.58319
20,25000,5000,35,15,hdf5,1862748743.19581
21,25000,5000,35,15,hdf5,949495093.240048
22,25000,5000,35,15,hdf5,1303319772.2912
23,25000,5000,35,15,hdf5,944053904.959784
24,25000,5000,35,15,hdf5,1253009776.90573
25,25000,5000,35,15,hdf5,3227637769.2653
26,25000,5000,35,15,hdf5,944837197.484127
27,25000,5000,35,15,hdf5,2836099129.48016
28,25000,5000,35,15,hdf5,747323539.157661
29,25000,5000,35,15,hdf5,1273171687.81081
30,25000,5000,35,15,hdf5,897054545.261904
31,25000,5000,35,15,hdf5,890708844.223638
32,25000,5000,35,15,hdf5,1004589039.82789
33,25000,5000,35,15,hdf5,1438926543.69657
34,25000,5000,35,15,hdf5,1247958768.08358
35,25000,5000,35,15,hdf5,875076872.729995
36,25000,5000,35,15,hdf5,971273688.81716
37,25000,5000,35,15,hdf5,869810952.849676
38,25000,5000,35,15,hdf5,921884004.778549
39,25000,5000,35,15,hdf5,1476999841.18356
40,25000,5000,35,15,hdf5,1464397921.41041
41,25000,5000,35,15,hdf5,1427071761.63444
42,25000,5000,35,15,hdf5,821573296.177744
43,25000,5000,35,15,hdf5,1084334367.99821
