"B","observations","genes","abs_batch","k","method","WCSS"
1,25000,5000,10,15,mbkmeans,1065182210.08333
2,25000,5000,10,15,mbkmeans,1048054044.00001
3,25000,5000,10,15,mbkmeans,1991557336.05556
4,25000,5000,10,15,mbkmeans,949926270.359375
5,25000,5000,10,15,mbkmeans,1131530024.66834
6,25000,5000,10,15,mbkmeans,938019025.25
7,25000,5000,10,15,mbkmeans,812673614.666654
8,25000,5000,10,15,mbkmeans,1301676471.4745
9,25000,5000,10,15,mbkmeans,880646017.610018
10,25000,5000,10,15,mbkmeans,827439002
11,25000,5000,10,15,mbkmeans,1901475419.25
12,25000,5000,10,15,mbkmeans,817130987.611117
13,25000,5000,10,15,mbkmeans,980143440.666667
14,25000,5000,10,15,mbkmeans,1078417095.55
15,25000,5000,10,15,mbkmeans,1038522799.47
16,25000,5000,10,15,mbkmeans,821887422.972216
17,25000,5000,10,15,mbkmeans,1395315398.77778
18,25000,5000,10,15,mbkmeans,932248699.369614
19,25000,5000,10,15,mbkmeans,1828806157.44446
20,25000,5000,10,15,mbkmeans,1181683207.66666
21,25000,5000,10,15,mbkmeans,796220189.148138
22,25000,5000,10,15,mbkmeans,947065140.666667
23,25000,5000,10,15,mbkmeans,2212135119
24,25000,5000,10,15,mbkmeans,1004231253.28945
25,25000,5000,10,15,mbkmeans,875771531.75
26,25000,5000,10,15,mbkmeans,1146635443.72223
27,25000,5000,10,15,mbkmeans,878953759.897981
28,25000,5000,10,15,mbkmeans,872170502.400012
29,25000,5000,10,15,mbkmeans,1045761534.33333
30,25000,5000,10,15,mbkmeans,1468094208.125
31,25000,5000,10,15,mbkmeans,957363682.652764
32,25000,5000,10,15,mbkmeans,1376521628.86111
33,25000,5000,10,15,mbkmeans,812822323.625
34,25000,5000,10,15,mbkmeans,865874952.960016
35,25000,5000,10,15,mbkmeans,975617757.107147
36,25000,5000,10,15,mbkmeans,776049702.42347
37,25000,5000,10,15,mbkmeans,1391413237.09375
38,25000,5000,10,15,mbkmeans,836669856.96875
39,25000,5000,10,15,mbkmeans,1008338739.08336
40,25000,5000,10,15,mbkmeans,1019411027.53085
41,25000,5000,10,15,mbkmeans,875588446.83555
42,25000,5000,10,15,mbkmeans,1041671141.34696
43,25000,5000,10,15,mbkmeans,839947615.25
44,25000,5000,10,15,mbkmeans,838389444.933335
45,25000,5000,10,15,mbkmeans,992486954.0625
46,25000,5000,10,15,mbkmeans,928926271.500005
47,25000,5000,10,15,mbkmeans,1293129324.83333
48,25000,5000,10,15,mbkmeans,886012328.670022
49,25000,5000,10,15,mbkmeans,1554277803.36733
50,25000,5000,10,15,mbkmeans,1282075886.00511
1,25000,5000,35,15,mbkmeans,913511178.078504
2,25000,5000,35,15,mbkmeans,1248148529.65776
3,25000,5000,35,15,mbkmeans,996275934.510031
4,25000,5000,35,15,mbkmeans,753074484.899571
5,25000,5000,35,15,mbkmeans,1087189322.68709
6,25000,5000,35,15,mbkmeans,813976820.448464
7,25000,5000,35,15,mbkmeans,847501363.069295
8,25000,5000,35,15,mbkmeans,792552150.761398
9,25000,5000,35,15,mbkmeans,747696344.466937
10,25000,5000,35,15,mbkmeans,887600845.54825
11,25000,5000,35,15,mbkmeans,854634101.820185
12,25000,5000,35,15,mbkmeans,1043342344.36396
13,25000,5000,35,15,mbkmeans,1799877128.18571
14,25000,5000,35,15,mbkmeans,1115379895.90633
15,25000,5000,35,15,mbkmeans,939608464.5084
16,25000,5000,35,15,mbkmeans,1138059651.19875
17,25000,5000,35,15,mbkmeans,754865517.26941
18,25000,5000,35,15,mbkmeans,1039890941.04445
19,25000,5000,35,15,mbkmeans,1227038830.30222
20,25000,5000,35,15,mbkmeans,879025027.334072
21,25000,5000,35,15,mbkmeans,869837390.746194
22,25000,5000,35,15,mbkmeans,1011045116.53067
23,25000,5000,35,15,mbkmeans,770183727.091442
24,25000,5000,35,15,mbkmeans,901462252.18715
25,25000,5000,35,15,mbkmeans,1024146656.60334
26,25000,5000,35,15,mbkmeans,903344167.978996
27,25000,5000,35,15,mbkmeans,908627528.492543
28,25000,5000,35,15,mbkmeans,765286389.540778
29,25000,5000,35,15,mbkmeans,777219505.761192
30,25000,5000,35,15,mbkmeans,907085726.890838
