"B","observations","genes","abs_batch","k","method","WCSS"
1,10000,5000,10,15,hdf5,628887666.673467
2,10000,5000,10,15,hdf5,486003691.444444
3,10000,5000,10,15,hdf5,564426122.020004
4,10000,5000,10,15,hdf5,469946968.722221
5,10000,5000,10,15,hdf5,398924388.814816
6,10000,5000,10,15,hdf5,406421722.0625
7,10000,5000,10,15,hdf5,681722189.694444
8,10000,5000,10,15,hdf5,327224421.5
9,10000,5000,10,15,hdf5,649161027
10,10000,5000,10,15,hdf5,404812311.660005
11,10000,5000,10,15,hdf5,798937216.583333
12,10000,5000,10,15,hdf5,415225914.375
13,10000,5000,10,15,hdf5,343769832.875
14,10000,5000,10,15,hdf5,410759422.3125
15,10000,5000,10,15,hdf5,615234850.489799
16,10000,5000,10,15,hdf5,623035802.583332
17,10000,5000,10,15,hdf5,625116782.78125
18,10000,5000,10,15,hdf5,423381357.603332
19,10000,5000,10,15,hdf5,573640297.938272
20,10000,5000,10,15,hdf5,449436435.950259
21,10000,5000,10,15,hdf5,498350090.583335
22,10000,5000,10,15,hdf5,393084656.815001
23,10000,5000,10,15,hdf5,403249790.56633
24,10000,5000,10,15,hdf5,489375306.930003
25,10000,5000,10,15,hdf5,531591549.25
26,10000,5000,10,15,hdf5,472243193.458333
27,10000,5000,10,15,hdf5,353138507.204085
28,10000,5000,10,15,hdf5,417007439.236397
29,10000,5000,10,15,hdf5,663409960.993056
30,10000,5000,10,15,hdf5,429953578.180555
31,10000,5000,10,15,hdf5,334683374.138886
32,10000,5000,10,15,hdf5,376790990.224493
33,10000,5000,10,15,hdf5,1164232419.5
34,10000,5000,10,15,hdf5,339630939.937499
35,10000,5000,10,15,hdf5,589647560.953125
36,10000,5000,10,15,hdf5,670865987.540002
37,10000,5000,10,15,hdf5,634199641.632663
38,10000,5000,10,15,hdf5,390840485.550002
39,10000,5000,10,15,hdf5,475849012.234375
40,10000,5000,10,15,hdf5,651220239.171875
41,10000,5000,10,15,hdf5,705191241.75
42,10000,5000,10,15,hdf5,591456967.09375
43,10000,5000,10,15,hdf5,368414065.679013
44,10000,5000,10,15,hdf5,487904201.28125
45,10000,5000,10,15,hdf5,696898453.120004
46,10000,5000,10,15,hdf5,452799508.159999
47,10000,5000,10,15,hdf5,735536657.5625
48,10000,5000,10,15,hdf5,366897767.881945
49,10000,5000,10,15,hdf5,397035217.423611
50,10000,5000,10,15,hdf5,495081082.5
1,10000,5000,35,15,hdf5,330488158.319729
2,10000,5000,35,15,hdf5,429933518.733115
3,10000,5000,35,15,hdf5,500128568.013148
4,10000,5000,35,15,hdf5,367745879.982232
5,10000,5000,35,15,hdf5,389390699.778127
6,10000,5000,35,15,hdf5,332521506.848923
7,10000,5000,35,15,hdf5,786147978.566295
8,10000,5000,35,15,hdf5,742524349.78458
9,10000,5000,35,15,hdf5,309954011.400105
10,10000,5000,35,15,hdf5,310297048.267778
11,10000,5000,35,15,hdf5,335378450.443718
12,10000,5000,35,15,hdf5,398963280.245332
13,10000,5000,35,15,hdf5,405442646.780802
14,10000,5000,35,15,hdf5,422847967.494898
15,10000,5000,35,15,hdf5,480389165.402242
16,10000,5000,35,15,hdf5,326116810.184028
17,10000,5000,35,15,hdf5,340308726.518256
18,10000,5000,35,15,hdf5,475015391.634496
19,10000,5000,35,15,hdf5,551557608.895803
20,10000,5000,35,15,hdf5,377700363.137148
21,10000,5000,35,15,hdf5,364831358.823691
22,10000,5000,35,15,hdf5,400187990.976955
23,10000,5000,35,15,hdf5,433763105.698863
24,10000,5000,35,15,hdf5,464110257.364447
25,10000,5000,35,15,hdf5,500270060.54408
26,10000,5000,35,15,hdf5,321446040.410231
27,10000,5000,35,15,hdf5,337988641.902707
28,10000,5000,35,15,hdf5,1434195322.03532
29,10000,5000,35,15,hdf5,439880339.437442
30,10000,5000,35,15,hdf5,373964041.040116
31,10000,5000,35,15,hdf5,404693401.369339
32,10000,5000,35,15,hdf5,412445341.041667
33,10000,5000,35,15,hdf5,481935090.830129
34,10000,5000,35,15,hdf5,372849948.724069
35,10000,5000,35,15,hdf5,367217120.57014
36,10000,5000,35,15,hdf5,408685856.249841
37,10000,5000,35,15,hdf5,457732676.125949
38,10000,5000,35,15,hdf5,376330292.137517
39,10000,5000,35,15,hdf5,330205246.797951
40,10000,5000,35,15,hdf5,410692867.072586
41,10000,5000,35,15,hdf5,333821512.755555
42,10000,5000,35,15,hdf5,313933254.990321
43,10000,5000,35,15,hdf5,523030185.35084
44,10000,5000,35,15,hdf5,389777060.099802
45,10000,5000,35,15,hdf5,567297344.690552
46,10000,5000,35,15,hdf5,380059771.352041
47,10000,5000,35,15,hdf5,330926660.529546
48,10000,5000,35,15,hdf5,469775850.664021
49,10000,5000,35,15,hdf5,347839551.863096
50,10000,5000,35,15,hdf5,383178339.666668
