"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,10,3,kmeans++,hdf5,0.98055328247644,1383439.85667318,31,NA
2,500,1000,10,3,kmeans++,hdf5,0.98059935628813,1299347.39252911,25,NA
3,500,1000,10,3,kmeans++,hdf5,0.993255581230158,1314451.65081499,35,NA
4,500,1000,10,3,kmeans++,hdf5,0.993166725103059,1217593.37026404,19,NA
5,500,1000,10,3,kmeans++,hdf5,0.986445132273096,1238851.50930101,21,NA
6,500,1000,10,3,kmeans++,hdf5,0.973408360867214,1475977.87439691,13,NA
7,500,1000,10,3,kmeans++,hdf5,1,1305690.41601711,17,NA
8,500,1000,10,3,kmeans++,hdf5,1,1228351.97436715,18,NA
9,500,1000,10,3,kmeans++,hdf5,0.988703086588178,1258511.63966721,14,NA
10,500,1000,10,3,kmeans++,hdf5,0.994240383591672,1333125.87088445,19,NA
11,500,1000,10,3,kmeans++,hdf5,0.978032806787887,1398927.63707002,26,NA
12,500,1000,10,3,kmeans++,hdf5,0.980584922880049,1252677.92990111,14,NA
13,500,1000,10,3,kmeans++,hdf5,0.983400122189294,1387843.72191613,34,NA
14,500,1000,10,3,kmeans++,hdf5,0.980545705927613,1561311.74741204,24,NA
15,500,1000,10,3,kmeans++,hdf5,0.971467523345801,2115505.55851763,17,NA
16,500,1000,10,3,kmeans++,hdf5,0.995780036192766,1195983.53734855,24,NA
17,500,1000,10,3,kmeans++,hdf5,1,1472214.52370568,27,NA
18,500,1000,10,3,kmeans++,hdf5,0.987206015237312,1210048.86976432,14,NA
19,500,1000,10,3,kmeans++,hdf5,0.968079282657971,1514477.63399407,14,NA
20,500,1000,10,3,kmeans++,hdf5,0.573501273301033,3330401.97681241,13,NA
21,500,1000,10,3,kmeans++,hdf5,0.986212875165895,1404168.33934238,31,NA
22,500,1000,10,3,kmeans++,hdf5,0.993304855408628,1261084.19185901,15,NA
23,500,1000,10,3,kmeans++,hdf5,0.993070878669661,1336342.86619831,16,NA
24,500,1000,10,3,kmeans++,hdf5,0.994144828266358,1191474.68475648,19,NA
25,500,1000,10,3,kmeans++,hdf5,1,1334573.830463,20,NA
26,500,1000,10,3,kmeans++,hdf5,1,1463902.7208312,18,NA
27,500,1000,10,3,kmeans++,hdf5,0.932203346425855,1450180.32583518,18,NA
28,500,1000,10,3,kmeans++,hdf5,0.962270400783828,1445511.51418041,16,NA
29,500,1000,10,3,kmeans++,hdf5,0.987348516232832,1282418.01984427,12,NA
30,500,1000,10,3,kmeans++,hdf5,0.962741881047802,1484028.94667157,47,NA
31,500,1000,10,3,kmeans++,hdf5,0.987228181597163,1324631.97169446,16,NA
32,500,1000,10,3,kmeans++,hdf5,0.980385737267005,1298767.98393426,13,NA
33,500,1000,10,3,kmeans++,hdf5,0.946242712949801,1931498.25796211,19,NA
34,500,1000,10,3,kmeans++,hdf5,1,1322252.06158514,23,NA
35,500,1000,10,3,kmeans++,hdf5,1,1443912.80400907,16,NA
36,500,1000,10,3,kmeans++,hdf5,0.974527766696938,1381223.78766529,25,NA
37,500,1000,10,3,kmeans++,hdf5,1,1370190.0561766,13,NA
38,500,1000,10,3,kmeans++,hdf5,1,1232432.14725247,17,NA
39,500,1000,10,3,kmeans++,hdf5,0.975010533333937,1222799.17008617,27,NA
40,500,1000,10,3,kmeans++,hdf5,0.966074934371015,1291690.69215857,20,NA
41,500,1000,10,3,kmeans++,hdf5,0.980540692813184,1495698.19354051,13,NA
42,500,1000,10,3,kmeans++,hdf5,1,1317048.83629022,15,NA
43,500,1000,10,3,kmeans++,hdf5,0.993027906699445,1183523.71552701,22,NA
44,500,1000,10,3,kmeans++,hdf5,1,1366729.75883171,14,NA
45,500,1000,10,3,kmeans++,hdf5,0.97716123575826,1490143.17718195,14,NA
46,500,1000,10,3,kmeans++,hdf5,0.986285111597398,1301531.66653599,18,NA
47,500,1000,10,3,kmeans++,hdf5,0.9682809935102,1392320.52321552,22,NA
48,500,1000,10,3,kmeans++,hdf5,0.961096063994894,1231745.65546144,35,NA
49,500,1000,10,3,kmeans++,hdf5,0.982386850671297,1236343.9706202,24,NA
50,500,1000,10,3,kmeans++,hdf5,0.988252550935009,1597386.90151579,20,NA
1,500,1000,35,3,kmeans++,hdf5,0.986493480473216,1052281.64383213,28,NA
2,500,1000,35,3,kmeans++,hdf5,0.974838934284273,1053358.11617222,21,NA
3,500,1000,35,3,kmeans++,hdf5,0.993232016047691,1153464.17944084,15,NA
4,500,1000,35,3,kmeans++,hdf5,0.98124432724453,1052539.81599812,15,NA
5,500,1000,35,3,kmeans++,hdf5,1,1243672.66921156,21,NA
6,500,1000,35,3,kmeans++,hdf5,0.99307164653676,1077199.48900358,23,NA
7,500,1000,35,3,kmeans++,hdf5,0.993088743885666,1070286.99515355,17,NA
8,500,1000,35,3,kmeans++,hdf5,0.987224742218363,1056554.85534735,19,NA
9,500,1000,35,3,kmeans++,hdf5,0.979481818815102,1290373.74601651,32,NA
10,500,1000,35,3,kmeans++,hdf5,0.974601838742801,1093423.17705974,52,NA
11,500,1000,35,3,kmeans++,hdf5,0.987393434783568,1116235.46686105,20,NA
12,500,1000,35,3,kmeans++,hdf5,0.994266079101876,1016361.40982289,29,NA
13,500,1000,35,3,kmeans++,hdf5,0.995587471202685,1111980.35240503,39,NA
14,500,1000,35,3,kmeans++,hdf5,0.972814563294811,1168055.83594397,17,NA
15,500,1000,35,3,kmeans++,hdf5,0.994030468476174,1162593.69730746,16,NA
16,500,1000,35,3,kmeans++,hdf5,0.969050787125429,1201727.56823449,12,NA
17,500,1000,35,3,kmeans++,hdf5,0.987246355425446,1084387.04488133,17,NA
18,500,1000,35,3,kmeans++,hdf5,0.99314291794786,1129765.48884352,39,NA
19,500,1000,35,3,kmeans++,hdf5,1,1047163.32044717,15,NA
20,500,1000,35,3,kmeans++,hdf5,0.994156237141873,994882.256922355,12,NA
21,500,1000,35,3,kmeans++,hdf5,0.979656054019831,1100794.04500392,21,NA
22,500,1000,35,3,kmeans++,hdf5,0.993235956964395,1095935.80298557,21,NA
23,500,1000,35,3,kmeans++,hdf5,0.986317307638736,1037980.40237126,18,NA
24,500,1000,35,3,kmeans++,hdf5,0.97367619025652,1177331.90032231,13,NA
25,500,1000,35,3,kmeans++,hdf5,0.994130142396541,1112410.77523662,40,NA
26,500,1000,35,3,kmeans++,hdf5,0.989105929220081,1051888.08112988,23,NA
