"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,10,3,kmeans++,mbkmeans,0.986196366569314,1311028.08183691,20,NA
2,500,1000,10,3,kmeans++,mbkmeans,0.986254148162764,1286504.93531355,30,NA
3,500,1000,10,3,kmeans++,mbkmeans,0.986173312219245,1301938.94365917,20,NA
4,500,1000,10,3,kmeans++,mbkmeans,1,1268412.27854539,19,NA
5,500,1000,10,3,kmeans++,mbkmeans,0.975213764288698,1304432.47199516,22,NA
6,500,1000,10,3,kmeans++,mbkmeans,1,2349852.27742777,14,NA
7,500,1000,10,3,kmeans++,mbkmeans,0.993282890237241,1246418.59136378,23,NA
8,500,1000,10,3,kmeans++,mbkmeans,0.987268497805645,1553871.70444905,11,NA
9,500,1000,10,3,kmeans++,mbkmeans,0.993264696086562,1318172.008505,11,NA
10,500,1000,10,3,kmeans++,mbkmeans,0.988511595590742,1177685.32775305,11,NA
11,500,1000,10,3,kmeans++,mbkmeans,0.981745851505167,1453910.30177496,12,NA
12,500,1000,10,3,kmeans++,mbkmeans,0.994107815901177,1366515.97409789,20,NA
13,500,1000,10,3,kmeans++,mbkmeans,0.994030468476174,1241539.35975673,16,NA
14,500,1000,10,3,kmeans++,mbkmeans,0.97449930067809,1164577.22507628,18,NA
15,500,1000,10,3,kmeans++,mbkmeans,0.986373219474117,1161830.25123373,19,NA
16,500,1000,10,3,kmeans++,mbkmeans,0.969308579369113,1527687.57867207,21,NA
17,500,1000,10,3,kmeans++,mbkmeans,0.993262127268675,1421291.43734646,21,NA
18,500,1000,10,3,kmeans++,mbkmeans,0.987201103000899,1182500.26840076,18,NA
19,500,1000,10,3,kmeans++,mbkmeans,0.987324892500157,1373145.58864333,17,NA
20,500,1000,10,3,kmeans++,mbkmeans,0.986551238321569,1223090.09077538,20,NA
21,500,1000,10,3,kmeans++,mbkmeans,0.981607711135001,1332780.26463059,23,NA
22,500,1000,10,3,kmeans++,mbkmeans,0.941810783613076,1350114.81791138,16,NA
23,500,1000,10,3,kmeans++,mbkmeans,0.947706933590566,1547322.8753628,12,NA
24,500,1000,10,3,kmeans++,mbkmeans,0.994041768419627,1382040.03597511,19,NA
25,500,1000,10,3,kmeans++,mbkmeans,0.987369498844259,1255887.18261547,17,NA
26,500,1000,10,3,kmeans++,mbkmeans,1,1277813.18182661,12,NA
27,500,1000,10,3,kmeans++,mbkmeans,0.965299545910835,1651105.25280411,12,NA
28,500,1000,10,3,kmeans++,mbkmeans,0.993155704213817,1228994.34887609,18,NA
29,500,1000,10,3,kmeans++,mbkmeans,0.972702573993723,1310934.02729136,27,NA
30,500,1000,10,3,kmeans++,mbkmeans,0.950933999796323,1408534.34974919,20,NA
31,500,1000,10,3,kmeans++,mbkmeans,0.988156432492396,1357674.18288031,12,NA
32,500,1000,10,3,kmeans++,mbkmeans,1,1310355.19925706,31,NA
33,500,1000,10,3,kmeans++,mbkmeans,0.980422209064456,1140745.49272367,12,NA
34,500,1000,10,3,kmeans++,mbkmeans,0.993211190624344,1682266.34841402,13,NA
35,500,1000,10,3,kmeans++,mbkmeans,0.993275337473725,1228881.43826296,21,NA
36,500,1000,10,3,kmeans++,mbkmeans,0.993834865597009,1219799.65069135,36,NA
37,500,1000,10,3,kmeans++,mbkmeans,0.987666120729924,1139774.64219965,18,NA
38,500,1000,10,3,kmeans++,mbkmeans,1,1315056.43577595,13,NA
39,500,1000,10,3,kmeans++,mbkmeans,1,1556470.78249474,28,NA
40,500,1000,10,3,kmeans++,mbkmeans,0.975541640345657,1485905.76058209,16,NA
41,500,1000,10,3,kmeans++,mbkmeans,0.907636855819053,1771059.48639027,12,NA
42,500,1000,10,3,kmeans++,mbkmeans,0.95089589392411,1476642.58914831,19,NA
43,500,1000,10,3,kmeans++,mbkmeans,0.993285144393355,1303322.45570014,28,NA
44,500,1000,10,3,kmeans++,mbkmeans,1,1118548.80091851,12,NA
45,500,1000,10,3,kmeans++,mbkmeans,0.960262408914577,1449850.20632669,30,NA
46,500,1000,10,3,kmeans++,mbkmeans,0.988525901712717,1803425.96672612,29,NA
47,500,1000,10,3,kmeans++,mbkmeans,0.994356463372815,1375224.03832659,17,NA
48,500,1000,10,3,kmeans++,mbkmeans,0.975819522487639,1259793.69286577,14,NA
49,500,1000,10,3,kmeans++,mbkmeans,0.974771932859894,1306904.2058024,19,NA
50,500,1000,10,3,kmeans++,mbkmeans,0.975788417689371,1299492.95869142,14,NA
1,500,1000,35,3,kmeans++,mbkmeans,0.994010820782185,1035382.34072954,26,NA
2,500,1000,35,3,kmeans++,mbkmeans,0.993212597452787,958281.348366072,13,NA
3,500,1000,35,3,kmeans++,mbkmeans,0.992974653784079,1065948.37260612,20,NA
4,500,1000,35,3,kmeans++,mbkmeans,0.987210662056317,1116674.63447593,18,NA
5,500,1000,35,3,kmeans++,mbkmeans,1,1063155.49257792,19,NA
6,500,1000,35,3,kmeans++,mbkmeans,0.981654930226259,1149464.69015367,24,NA
7,500,1000,35,3,kmeans++,mbkmeans,0.974957849834743,1265098.95395303,17,NA
8,500,1000,35,3,kmeans++,mbkmeans,0.993159992496081,1015085.06121037,19,NA
9,500,1000,35,3,kmeans++,mbkmeans,0.994030468476174,1166798.83157862,22,NA
10,500,1000,35,3,kmeans++,mbkmeans,0.994019955931463,1098587.76240677,20,NA
11,500,1000,35,3,kmeans++,mbkmeans,0.967980665855027,1160305.23132908,17,NA
12,500,1000,35,3,kmeans++,mbkmeans,0.973601154921433,1168445.39923523,14,NA
13,500,1000,35,3,kmeans++,mbkmeans,1,1082835.01510974,16,NA
14,500,1000,35,3,kmeans++,mbkmeans,0.97971291558294,1059811.5883848,23,NA
15,500,1000,35,3,kmeans++,mbkmeans,0.97448409943871,1112088.71446792,17,NA
16,500,1000,35,3,kmeans++,mbkmeans,0.993223638430916,1118368.18628266,12,NA
17,500,1000,35,3,kmeans++,mbkmeans,0.972615734754808,1112981.19092659,11,NA
18,500,1000,35,3,kmeans++,mbkmeans,0.987273736340932,1188461.06901803,28,NA
19,500,1000,35,3,kmeans++,mbkmeans,0.993108370699429,980041.560590956,13,NA
20,500,1000,35,3,kmeans++,mbkmeans,0.979272628770344,1096481.02172557,22,NA
21,500,1000,35,3,kmeans++,mbkmeans,0.986674400065455,1121400.77459055,12,NA
22,500,1000,35,3,kmeans++,mbkmeans,0.993938359220038,1120278.07629495,22,NA
23,500,1000,35,3,kmeans++,mbkmeans,0.993216326799724,1087282.18047406,12,NA
24,500,1000,35,3,kmeans++,mbkmeans,0.974672124729261,1106883.89612938,16,NA
25,500,1000,35,3,kmeans++,mbkmeans,0.982020316813447,1142944.28330987,12,NA
26,500,1000,35,3,kmeans++,mbkmeans,0.979567775839999,1100185.44554148,12,NA
27,500,1000,35,3,kmeans++,mbkmeans,0.994161777825067,1085593.26363124,17,NA
28,500,1000,35,3,kmeans++,mbkmeans,0.987214349026028,1134132.33444706,22,NA
29,500,1000,35,3,kmeans++,mbkmeans,1,1017314.13547844,27,NA
30,500,1000,35,3,kmeans++,mbkmeans,0.974534201657787,1088695.33787871,20,NA
31,500,1000,35,3,kmeans++,mbkmeans,0.987270536853808,1108153.23779813,32,NA
32,500,1000,35,3,kmeans++,mbkmeans,0.975494887594446,1154924.25675901,18,NA
33,500,1000,35,3,kmeans++,mbkmeans,0.980454765470038,992082.542418514,18,NA
34,500,1000,35,3,kmeans++,mbkmeans,0.966772324102416,1073909.38161288,22,NA
35,500,1000,35,3,kmeans++,mbkmeans,0.98811135102687,1112911.6589364,12,NA
36,500,1000,35,3,kmeans++,mbkmeans,0.987375114297705,1165622.55291575,20,NA
37,500,1000,35,3,kmeans++,mbkmeans,0.993225950068378,1108732.36425464,22,NA
38,500,1000,35,3,kmeans++,mbkmeans,1,1020361.69549154,11,NA
39,500,1000,35,3,kmeans++,mbkmeans,0.995900599981259,1025008.84194234,26,NA
40,500,1000,35,3,kmeans++,mbkmeans,0.986504916316943,1125993.12967731,22,NA
41,500,1000,35,3,kmeans++,mbkmeans,0.974512004684058,1145411.53261534,14,NA
42,500,1000,35,3,kmeans++,mbkmeans,0.994166026552545,1096821.31371947,17,NA
43,500,1000,35,3,kmeans++,mbkmeans,0.988060911346238,1175684.65091952,21,NA
44,500,1000,35,3,kmeans++,mbkmeans,0.986130808700271,1033012.67626226,15,NA
45,500,1000,35,3,kmeans++,mbkmeans,0.993155704213817,1106834.74391006,13,NA
46,500,1000,35,3,kmeans++,mbkmeans,0.960442499699259,1171535.31391507,25,NA
47,500,1000,35,3,kmeans++,mbkmeans,0.993108621811213,1127180.20006101,18,NA
48,500,1000,35,3,kmeans++,mbkmeans,0.984060396182365,1036718.09230302,24,NA
49,500,1000,35,3,kmeans++,mbkmeans,0.948009147404278,1162997.23104658,16,NA
50,500,1000,35,3,kmeans++,mbkmeans,0.980590762207047,1032026.33966545,17,NA
1,500,1000,75,3,kmeans++,mbkmeans,0.987313070231883,1094065.25958307,20,NA
2,500,1000,75,3,kmeans++,mbkmeans,1,990597.890453093,22,NA
3,500,1000,75,3,kmeans++,mbkmeans,1,1057849.8949797,12,NA
4,500,1000,75,3,kmeans++,mbkmeans,0.993235956964395,987917.003573884,16,NA
5,500,1000,75,3,kmeans++,mbkmeans,1,1060766.33419267,20,NA
6,500,1000,75,3,kmeans++,mbkmeans,0.980664378564002,982483.861132486,14,NA
7,500,1000,75,3,kmeans++,mbkmeans,0.993250262184879,1090027.62801382,19,NA
8,500,1000,75,3,kmeans++,mbkmeans,0.988576403241263,1051085.46034217,14,NA
9,500,1000,75,3,kmeans++,mbkmeans,0.98809219464279,1063554.93172661,12,NA
10,500,1000,75,3,kmeans++,mbkmeans,0.979242213844802,1024161.46787847,26,NA
11,500,1000,75,3,kmeans++,mbkmeans,0.993054995946006,1057835.0088846,24,NA
12,500,1000,75,3,kmeans++,mbkmeans,0.987201947844101,1024605.92637127,22,NA
13,500,1000,75,3,kmeans++,mbkmeans,0.980628234983995,1027537.38303485,20,NA
14,500,1000,75,3,kmeans++,mbkmeans,1,1065768.55023548,14,NA
15,500,1000,75,3,kmeans++,mbkmeans,0.957944770094806,1013651.61424234,22,NA
16,500,1000,75,3,kmeans++,mbkmeans,1,1089799.71327819,27,NA
17,500,1000,75,3,kmeans++,mbkmeans,1,1031535.80959853,19,NA
18,500,1000,75,3,kmeans++,mbkmeans,0.992975610284723,1089320.227256,24,NA
19,500,1000,75,3,kmeans++,mbkmeans,0.988190953642753,1050107.59365059,13,NA
20,500,1000,75,3,kmeans++,mbkmeans,0.980460724033377,1036932.31178198,17,NA
21,500,1000,75,3,kmeans++,mbkmeans,0.993102496424358,1031490.18040945,33,NA
22,500,1000,75,3,kmeans++,mbkmeans,0.987931150709246,1153361.78504832,22,NA
23,500,1000,75,3,kmeans++,mbkmeans,0.993072705436289,1048733.77838004,18,NA
24,500,1000,75,3,kmeans++,mbkmeans,0.987301662083085,1054464.23077467,22,NA
25,500,1000,75,3,kmeans++,mbkmeans,1,969373.08370205,16,NA
26,500,1000,75,3,kmeans++,mbkmeans,0.993892436451472,1006937.06562287,15,NA
27,500,1000,75,3,kmeans++,mbkmeans,0.993031954686603,1076280.9002803,18,NA
28,500,1000,75,3,kmeans++,mbkmeans,0.982734807855572,1101765.38936753,20,NA
29,500,1000,75,3,kmeans++,mbkmeans,1,958227.324731664,16,NA
30,500,1000,75,3,kmeans++,mbkmeans,0.993286826211863,1009247.89973873,12,NA
