B,observations,genes,abs_batch,k,initializer,method,ARI,WCSS,iterations,fault
15,2000,1000,500,3,random,kmeans,0.974000997,3999866.168,2,0
16,2000,1000,500,3,random,kmeans,0.987019239,4000897.955,2,0
17,2000,1000,500,3,random,kmeans,0.992123465,3920907.237,2,0
18,2000,1000,500,3,random,kmeans,0.990224278,3987459.364,2,0
19,2000,1000,500,3,random,kmeans,0.987069785,3923026.146,2,0
20,2000,1000,500,3,random,kmeans,0.988766973,3840860.238,2,0
1,2000,1000,750,3,random,kmeans,0.99194235,4096159.272,3,0
2,2000,1000,750,3,random,kmeans,0.988632919,3877230.78,2,0
3,2000,1000,750,3,random,kmeans,0.984053922,4022110.837,2,0
4,2000,1000,750,3,random,kmeans,0.991752325,4080717.033,3,0
5,2000,1000,750,3,random,kmeans,0.984316176,3924877.483,3,0
6,2000,1000,750,3,random,kmeans,0.991950751,4056275.792,2,0
7,2000,1000,750,3,random,kmeans,0.988517991,4043193.063,2,0
8,2000,1000,750,3,random,kmeans,0.992185977,3959921.888,2,0
9,2000,1000,750,3,random,kmeans,0.988741793,3979356.025,3,0
10,2000,1000,750,3,random,kmeans,0.978943333,4009759.833,2,0
11,2000,1000,750,3,random,kmeans,0.993410058,4130159.805,3,0
12,2000,1000,750,3,random,kmeans,0.99172955,3931997.255,3,0
13,2000,1000,750,3,random,kmeans,0.993984707,3995143.187,2,0
14,2000,1000,750,3,random,kmeans,0.987350934,3975862.74,2,0
15,2000,1000,750,3,random,kmeans,0.98906163,4009973.992,2,0
16,2000,1000,750,3,random,kmeans,0.984053517,3989689.66,3,0
17,2000,1000,750,3,random,kmeans,0.986718622,3919164.945,2,0
18,2000,1000,750,3,random,kmeans,0.981171818,3947796.256,2,0
19,2000,1000,750,3,random,kmeans,0.990657306,4014720.148,2,0
20,2000,1000,750,3,random,kmeans,0.98908163,4008668.961,2,0
1,2000,1000,1000,3,random,kmeans,0.987716474,3878104.8,3,0
2,2000,1000,1000,3,random,kmeans,0.991735216,3925672.451,2,0
3,2000,1000,1000,3,random,kmeans,0.993438139,3882814.626,2,0
4,2000,1000,1000,3,random,kmeans,0.98878419,4025016.508,2,0
5,2000,1000,1000,3,random,kmeans,0.988563244,3929755.082,2,0
6,2000,1000,1000,3,random,kmeans,0.991928026,3798940.311,2,0
7,2000,1000,1000,3,random,kmeans,0.987076783,3972380.039,2,0
8,2000,1000,1000,3,random,kmeans,0.99024579,4137673.063,3,0
9,2000,1000,1000,3,random,kmeans,0.98508309,3875375.401,2,0
10,2000,1000,1000,3,random,kmeans,0.980529557,3929577.153,3,0
11,2000,1000,1000,3,random,kmeans,0.991930159,3949117.873,2,0
12,2000,1000,1000,3,random,kmeans,0.984947327,3886135.55,2,0
13,2000,1000,1000,3,random,kmeans,0.983430288,4093758.753,2,0
14,2000,1000,1000,3,random,kmeans,0.994074653,3896949.407,2,0
15,2000,1000,1000,3,random,kmeans,0.992135026,4097564.215,2,0
16,2000,1000,1000,3,random,kmeans,0.98707424,3943238.934,2,0
17,2000,1000,1000,3,random,kmeans,0.983938858,3923727.044,2,0
18,2000,1000,1000,3,random,kmeans,0.979278393,4151470.896,2,0
19,2000,1000,1000,3,random,kmeans,0.995102058,3913099.453,2,0
20,2000,1000,1000,3,random,kmeans,0.995303832,3967283.061,2,0
1,4000,1000,10,3,random,kmeans,0.98075222,7932310.054,2,0
2,4000,1000,10,3,random,kmeans,0.986677069,7913646.919,3,0
3,4000,1000,10,3,random,kmeans,0.986825539,8057737.877,2,0
4,4000,1000,10,3,random,kmeans,0.9881504,7846792.095,2,0
5,4000,1000,10,3,random,kmeans,0.990258585,8052378.745,2,0
6,4000,1000,10,3,random,kmeans,0.991733889,7850198.111,3,0
7,4000,1000,10,3,random,kmeans,0.9894141,7949922.08,3,0
8,4000,1000,10,3,random,kmeans,0.988020643,8103667.818,2,0
9,4000,1000,10,3,random,kmeans,0.9919566,7916048.155,2,0
10,4000,1000,10,3,random,kmeans,0.987415209,8071004.597,3,0
11,4000,1000,10,3,random,kmeans,0.994573058,8387258.426,2,0
12,4000,1000,10,3,random,kmeans,0.989393695,7949264.868,2,0
13,4000,1000,10,3,random,kmeans,0.990547685,7937117.937,2,0
14,4000,1000,10,3,random,kmeans,0.989725208,8068561.253,2,0
15,4000,1000,10,3,random,kmeans,0.995523764,8285017.08,2,0
16,4000,1000,10,3,random,kmeans,0.989314922,8178968.336,3,0
17,4000,1000,10,3,random,kmeans,0.990039108,8204470.95,2,0
18,4000,1000,10,3,random,kmeans,0.990902424,8271172.256,2,0
19,4000,1000,10,3,random,kmeans,0.991716692,7696336.384,2,0
20,4000,1000,10,3,random,kmeans,0.987166217,8176747.219,2,0
1,4000,1000,35,3,random,kmeans,0.985902538,7862351.514,2,0
2,4000,1000,35,3,random,kmeans,0.98791862,8249764.044,3,0
3,4000,1000,35,3,random,kmeans,0.988045536,8172076.66,3,0
4,4000,1000,35,3,random,kmeans,0.986326834,7867774.972,2,0
5,4000,1000,35,3,random,kmeans,0.986468295,7971949.44,2,0
6,4000,1000,35,3,random,kmeans,0.991955365,7843067.766,3,0
7,4000,1000,35,3,random,kmeans,0.986156657,8102549.865,3,0
8,4000,1000,35,3,random,kmeans,0.995234766,7993797.393,2,0
9,4000,1000,35,3,random,kmeans,0.988742962,8042143.73,3,0
10,4000,1000,35,3,random,kmeans,0.991825425,7711723.049,2,0
11,4000,1000,35,3,random,kmeans,0.987884886,7629410.256,2,0
12,4000,1000,35,3,random,kmeans,0.984327531,7986916.692,2,0
13,4000,1000,35,3,random,kmeans,0.990380895,7815503.572,2,0
14,4000,1000,35,3,random,kmeans,0.989625277,7746649.349,2,0
15,4000,1000,35,3,random,kmeans,0.990447504,8118017.681,3,0
16,4000,1000,35,3,random,kmeans,0.992255772,7856770.03,2,0
17,4000,1000,35,3,random,kmeans,0.990273574,8077012.62,2,0
18,4000,1000,35,3,random,kmeans,0.992765457,7806231.533,2,0
19,4000,1000,35,3,random,kmeans,0.991080461,7910856.64,3,0
20,4000,1000,35,3,random,kmeans,0.991298016,7944972.906,2,0
1,4000,1000,75,3,random,kmeans,0.987817929,7914464.479,2,0
2,4000,1000,75,3,random,kmeans,0.988265506,8233654.706,2,0
3,4000,1000,75,3,random,kmeans,0.992048308,7898991.627,2,0
4,4000,1000,75,3,random,kmeans,0.990697838,8294341.547,2,0
5,4000,1000,75,3,random,kmeans,0.983829471,7933926.378,3,0
6,4000,1000,75,3,random,kmeans,0.98865801,8034524.283,2,0
7,4000,1000,75,3,random,kmeans,0.989377828,8033812.574,2,0
8,4000,1000,75,3,random,kmeans,0.988130222,8102377.376,3,0
9,4000,1000,75,3,random,kmeans,0.986910978,8025324.598,2,0
10,4000,1000,75,3,random,kmeans,0.990117067,7686757.184,3,0
11,4000,1000,75,3,random,kmeans,0.988889657,7914302.758,3,0
12,4000,1000,75,3,random,kmeans,0.990153181,7857295.917,2,0
13,4000,1000,75,3,random,kmeans,0.989321134,7882709.853,2,0
14,4000,1000,75,3,random,kmeans,0.992897738,7615646.927,2,0
15,4000,1000,75,3,random,kmeans,0.988607028,7992921.539,2,0
16,4000,1000,75,3,random,kmeans,0.994282907,8110428.505,3,0
17,4000,1000,75,3,random,kmeans,0.990873251,7912150.593,2,0
18,4000,1000,75,3,random,kmeans,0.985734843,8202849.911,2,0
19,4000,1000,75,3,random,kmeans,0.989102434,7943116.173,2,0
20,4000,1000,75,3,random,kmeans,0.986853431,8190945.334,2,0
1,4000,1000,150,3,random,kmeans,0.987914409,7834085.136,2,0
2,4000,1000,150,3,random,kmeans,0.990450681,7985733.392,2,0
3,4000,1000,150,3,random,kmeans,0.993115575,7758645.073,2,0
4,4000,1000,150,3,random,kmeans,0.988345312,7945390.896,3,0
5,4000,1000,150,3,random,kmeans,0.991830221,8245256.29,2,0
6,4000,1000,150,3,random,kmeans,0.992803457,8085166.202,3,0
7,4000,1000,150,3,random,kmeans,0.985227346,7942812.246,2,0
8,4000,1000,150,3,random,kmeans,0.990460018,7927929.936,2,0
9,4000,1000,150,3,random,kmeans,0.988024133,8146174.9,3,0
10,4000,1000,150,3,random,kmeans,0.990988466,8235236.563,3,0
11,4000,1000,150,3,random,kmeans,0.983006934,7981720.285,3,0
12,4000,1000,150,3,random,kmeans,0.992565439,7703746.089,2,0
13,4000,1000,150,3,random,kmeans,0.992681142,7964959.443,2,0
14,4000,1000,150,3,random,kmeans,0.993850743,8041598.896,3,0
15,4000,1000,150,3,random,kmeans,0.992799027,7996742.471,2,0
16,4000,1000,150,3,random,kmeans,0.982251379,8177958.197,2,0
17,4000,1000,150,3,random,kmeans,0.983993825,7918559.536,2,0
18,4000,1000,150,3,random,kmeans,0.991086252,7962873.68,2,0
19,4000,1000,150,3,random,kmeans,0.994276907,7929532.459,2,0
20,4000,1000,150,3,random,kmeans,0.987090595,7998128.135,2,0
1,4000,1000,500,3,random,kmeans,0.988640322,7733145.451,2,0
2,4000,1000,500,3,random,kmeans,0.987050888,7882073.789,3,0
3,4000,1000,500,3,random,kmeans,0.988854275,8064408.482,2,0
4,4000,1000,500,3,random,kmeans,0.986970241,7866392.808,2,0
5,4000,1000,500,3,random,kmeans,0.986350869,8223472.046,2,0
6,4000,1000,500,3,random,kmeans,0.992047812,7940299.622,2,0
7,4000,1000,500,3,random,kmeans,0.986351144,8345365.063,2,0
8,4000,1000,500,3,random,kmeans,0.991115172,7961552.152,3,0
9,4000,1000,500,3,random,kmeans,0.992863195,7753590.204,2,0
10,4000,1000,500,3,random,kmeans,0.991416609,7963500.022,2,0
11,4000,1000,500,3,random,kmeans,0.995963863,7796850.846,2,0
12,4000,1000,500,3,random,kmeans,0.991087733,8102191.817,2,0
13,4000,1000,500,3,random,kmeans,0.991209861,7741841.849,3,0
14,4000,1000,500,3,random,kmeans,0.990460018,8102185.704,2,0
15,4000,1000,500,3,random,kmeans,0.992070547,7803220.296,3,0
16,4000,1000,500,3,random,kmeans,0.989623749,8174417.103,2,0
17,4000,1000,500,3,random,kmeans,0.991823093,7753057.498,2,0
18,4000,1000,500,3,random,kmeans,0.989623211,8319407.366,3,0
19,4000,1000,500,3,random,kmeans,0.989590168,7947652.135,2,0
