"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
41,500,1000,75,3,random,hdf5,0.981494447659028,1080935.00637326,35,NA
42,500,1000,75,3,random,hdf5,0.987284754457654,1037980.36647475,13,NA
43,500,1000,75,3,random,hdf5,0.994021277497399,1024648.52692078,30,NA
44,500,1000,75,3,random,hdf5,0.981166684729118,1053407.52104179,24,NA
45,500,1000,75,3,random,hdf5,0.986706982041925,1050850.82919833,21,NA
46,500,1000,75,3,random,hdf5,0.986465006847176,1072928.48436035,18,NA
47,500,1000,75,3,random,hdf5,0.994224260755582,1015160.83058713,18,NA
48,500,1000,75,3,random,hdf5,1,1085611.035234,32,NA
49,500,1000,75,3,random,hdf5,0.961364482861429,1118429.53318902,12,NA
50,500,1000,75,3,random,hdf5,0.981382909283007,973791.370445522,17,NA
1,500,1000,150,3,random,hdf5,0.980551184187803,1046389.52287419,15,NA
2,500,1000,150,3,random,hdf5,0.973949202107248,1036998.88956182,16,NA
3,500,1000,150,3,random,hdf5,0.993045272515398,1022657.0974097,21,NA
4,500,1000,150,3,random,hdf5,0.981426742125428,938593.487692427,27,NA
5,500,1000,150,3,random,hdf5,1,1002514.76278893,15,NA
6,500,1000,150,3,random,hdf5,0.9599655421471,1034061.45498801,17,NA
7,500,1000,150,3,random,hdf5,0.986557313393418,1031171.30836584,22,NA
8,500,1000,150,3,random,hdf5,1,1032480.07211476,23,NA
9,500,1000,150,3,random,hdf5,0.986136120863356,978108.775849925,11,NA
10,500,1000,150,3,random,hdf5,0.987306850625692,1053027.7908572,13,NA
11,500,1000,150,3,random,hdf5,1,961434.137384095,22,NA
12,500,1000,150,3,random,hdf5,0.993330356196373,1033556.18412412,19,NA
13,500,1000,150,3,random,hdf5,0.99342428451695,1081716.22506009,23,NA
14,500,1000,150,3,random,hdf5,0.993112549940834,1057418.39682589,26,NA
15,500,1000,150,3,random,hdf5,0.98057237200104,991482.90165045,15,NA
16,500,1000,150,3,random,hdf5,0.993314247362061,999920.558784627,17,NA
17,500,1000,150,3,random,hdf5,1,898204.935341977,17,NA
