"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,10,3,random,mbkmeans,0.965312058374848,1453543.19652511,17,NA
2,500,1000,10,3,random,mbkmeans,1,1191064.87477184,16,NA
3,500,1000,10,3,random,mbkmeans,0.993078364561247,1278656.06071874,28,NA
4,500,1000,10,3,random,mbkmeans,0.993831781337518,1345263.34108039,16,NA
5,500,1000,10,3,random,mbkmeans,0.960164004719561,1426170.41117332,14,NA
6,500,1000,10,3,random,mbkmeans,1,1290015.87250249,17,NA
7,500,1000,10,3,random,mbkmeans,0.967878550639552,1361697.57356157,20,NA
8,500,1000,10,3,random,mbkmeans,0.993386779086403,1649044.82588595,24,NA
9,500,1000,10,3,random,mbkmeans,1,1284402.05008276,28,NA
10,500,1000,10,3,random,mbkmeans,0.987259749947984,1315263.52536961,15,NA
11,500,1000,10,3,random,mbkmeans,0.96016021679425,1431531.44963841,30,NA
12,500,1000,10,3,random,mbkmeans,0.980112452969826,1486422.17403529,28,NA
13,500,1000,10,3,random,mbkmeans,0.952539873195308,1655263.6519394,27,NA
14,500,1000,10,3,random,mbkmeans,0.987249059147265,1250309.3411954,24,NA
15,500,1000,10,3,random,mbkmeans,0.97391050597121,1182508.30462534,11,NA
16,500,1000,10,3,random,mbkmeans,0.97471822497102,1342772.35122884,22,NA
17,500,1000,10,3,random,mbkmeans,0.993076420442442,1138373.09001561,13,NA
18,500,1000,10,3,random,mbkmeans,0.993382909079113,1448836.86879917,12,NA
19,500,1000,10,3,random,mbkmeans,0.944544535281294,1967655.47559323,13,NA
20,500,1000,10,3,random,mbkmeans,0.92751760611264,1720026.06460667,13,NA
21,500,1000,10,3,random,mbkmeans,0.987412885959643,1242735.38747414,26,NA
22,500,1000,10,3,random,mbkmeans,1,1690421.0798332,23,NA
23,500,1000,10,3,random,mbkmeans,0.941594688067225,1426197.10446817,11,NA
24,500,1000,10,3,random,mbkmeans,0.993089027798819,1265332.0153356,13,NA
25,500,1000,10,3,random,mbkmeans,0.993113872019708,1464069.02022456,21,NA
26,500,1000,10,3,random,mbkmeans,0.971740327628549,1409219.99890124,14,NA
27,500,1000,10,3,random,mbkmeans,0.966460923181907,1909632.35164561,32,NA
28,500,1000,10,3,random,mbkmeans,0.993233631146045,1468860.04473969,11,NA
29,500,1000,10,3,random,mbkmeans,0.975241478637279,1235493.80737778,14,NA
30,500,1000,10,3,random,mbkmeans,1,1526780.91909649,24,NA
31,500,1000,10,3,random,mbkmeans,0.981340454779939,1235662.4869282,20,NA
32,500,1000,10,3,random,mbkmeans,0.993849447067715,1485606.13587052,22,NA
33,500,1000,10,3,random,mbkmeans,0.965534302478899,1352676.41223355,16,NA
34,500,1000,10,3,random,mbkmeans,0.993297023185572,1337350.77806804,35,NA
35,500,1000,10,3,random,mbkmeans,0.962093718418866,1619827.45836158,14,NA
36,500,1000,10,3,random,mbkmeans,0.994150108880286,1249617.95099605,19,NA
37,500,1000,10,3,random,mbkmeans,0.995767143430218,1276238.78122808,21,NA
38,500,1000,10,3,random,mbkmeans,0.974549592788784,1171548.4249742,13,NA
39,500,1000,10,3,random,mbkmeans,0.988282911259618,1169780.75884593,12,NA
40,500,1000,10,3,random,mbkmeans,0.969716181973784,1783329.38717272,22,NA
41,500,1000,10,3,random,mbkmeans,0.993949813619509,1210440.21441497,23,NA
42,500,1000,10,3,random,mbkmeans,0.988219183215972,1148451.60262168,25,NA
43,500,1000,10,3,random,mbkmeans,0.993868064976461,1227794.06909429,13,NA
44,500,1000,10,3,random,mbkmeans,1,1480499.6602106,22,NA
45,500,1000,10,3,random,mbkmeans,1,1422825.07309197,20,NA
46,500,1000,10,3,random,mbkmeans,0.971830602785379,1620934.0087944,25,NA
47,500,1000,10,3,random,mbkmeans,0.98724034266484,1341190.28903924,12,NA
48,500,1000,10,3,random,mbkmeans,0.966797206224104,1138922.79065007,12,NA
49,500,1000,10,3,random,mbkmeans,0.986682622102614,1380661.93621322,34,NA
50,500,1000,10,3,random,mbkmeans,1,1356197.76757074,23,NA
1,500,1000,35,3,random,mbkmeans,0.993157041867774,1065482.98264591,13,NA
2,500,1000,35,3,random,mbkmeans,0.993200803974426,968734.745374097,21,NA
3,500,1000,35,3,random,mbkmeans,1,1233375.0557507,14,NA
4,500,1000,35,3,random,mbkmeans,0.993203507022302,1055375.01283118,17,NA
5,500,1000,35,3,random,mbkmeans,0.986095224406945,1114830.23072054,12,NA
6,500,1000,35,3,random,mbkmeans,0.98723877503442,1037644.93823953,23,NA
7,500,1000,35,3,random,mbkmeans,0.973414367131509,1177457.22870379,24,NA
8,500,1000,35,3,random,mbkmeans,1,1063270.34472949,19,NA
9,500,1000,35,3,random,mbkmeans,0.994057045672552,1163482.10619623,15,NA
10,500,1000,35,3,random,mbkmeans,0.981563313184566,1059250.28880135,35,NA
11,500,1000,35,3,random,mbkmeans,1,1113811.72418039,17,NA
12,500,1000,35,3,random,mbkmeans,0.986744934276383,1169774.14615874,13,NA
13,500,1000,35,3,random,mbkmeans,0.99311110710727,1069702.80133545,25,NA
14,500,1000,35,3,random,mbkmeans,0.987379195647086,1298530.36405767,14,NA
15,500,1000,35,3,random,mbkmeans,0.993206477719328,1011055.04395521,24,NA
16,500,1000,35,3,random,mbkmeans,0.994144828266358,1103582.27646755,21,NA
17,500,1000,35,3,random,mbkmeans,0.994298952999997,1156445.81171187,13,NA
18,500,1000,35,3,random,mbkmeans,0.989018505287778,1080586.69409244,12,NA
19,500,1000,35,3,random,mbkmeans,1,1133901.51334481,32,NA
20,500,1000,35,3,random,mbkmeans,1,1123822.01995439,33,NA
21,500,1000,35,3,random,mbkmeans,0.981383154325921,1123069.58990808,14,NA
22,500,1000,35,3,random,mbkmeans,1,1145004.14916536,13,NA
23,500,1000,35,3,random,mbkmeans,0.987695524978626,1043415.98698722,21,NA
24,500,1000,35,3,random,mbkmeans,0.980432281163226,1059982.28628757,18,NA
25,500,1000,35,3,random,mbkmeans,0.974592288526553,1079107.29714972,12,NA
26,500,1000,35,3,random,mbkmeans,0.994032152250651,1119223.29215971,24,NA
27,500,1000,35,3,random,mbkmeans,1,1024019.76388906,25,NA
28,500,1000,35,3,random,mbkmeans,0.973864883533107,1106030.68007252,16,NA
29,500,1000,35,3,random,mbkmeans,0.957741745097535,1087167.74527896,24,NA
30,500,1000,35,3,random,mbkmeans,0.962064242695217,1219654.05808148,16,NA
31,500,1000,35,3,random,mbkmeans,0.967920479780461,1069397.66700271,19,NA
32,500,1000,35,3,random,mbkmeans,0.981452449972712,1054204.03332132,16,NA
33,500,1000,35,3,random,mbkmeans,0.974592812857333,1058728.7869305,24,NA
34,500,1000,35,3,random,mbkmeans,1,1038152.96608682,13,NA
35,500,1000,35,3,random,mbkmeans,0.988262279394474,1082005.38926164,15,NA
36,500,1000,35,3,random,mbkmeans,0.981256764604774,1026584.83518257,12,NA
37,500,1000,35,3,random,mbkmeans,1,1139922.02261648,25,NA
38,500,1000,35,3,random,mbkmeans,0.99384173239519,1103208.53163009,25,NA
