"B","observations","genes","abs_batch","k","method","WCSS"
1,5000,5000,10,15,hdf5,208238298.75
2,5000,5000,10,15,hdf5,190947770.833333
3,5000,5000,10,15,hdf5,337883659.222222
4,5000,5000,10,15,hdf5,166021904.190478
5,5000,5000,10,15,hdf5,196416448.226667
6,5000,5000,10,15,hdf5,235986968.428573
7,5000,5000,10,15,hdf5,503962394.700002
8,5000,5000,10,15,hdf5,190009514.78125
9,5000,5000,10,15,hdf5,245785076
10,5000,5000,10,15,hdf5,215653335.194443
11,5000,5000,10,15,hdf5,221303289.0625
12,5000,5000,10,15,hdf5,270543081.75
13,5000,5000,10,15,hdf5,211610518.96875
14,5000,5000,10,15,hdf5,199025556.591839
15,5000,5000,10,15,hdf5,207498118.280002
16,5000,5000,10,15,hdf5,256204537
17,5000,5000,10,15,hdf5,186801158.500003
18,5000,5000,10,15,hdf5,256384710.125
19,5000,5000,10,15,hdf5,191951011.833333
20,5000,5000,10,15,hdf5,229643625.591838
21,5000,5000,10,15,hdf5,210356645.125
22,5000,5000,10,15,hdf5,236827756.53125
23,5000,5000,10,15,hdf5,260572040.759259
24,5000,5000,10,15,hdf5,205991749.555555
25,5000,5000,10,15,hdf5,230926858.625
26,5000,5000,10,15,hdf5,212798431.027212
27,5000,5000,10,15,hdf5,359260113.807779
28,5000,5000,10,15,hdf5,464255434.88195
29,5000,5000,10,15,hdf5,244929936.236111
30,5000,5000,10,15,hdf5,194602897.00227
31,5000,5000,10,15,hdf5,353527241.5625
32,5000,5000,10,15,hdf5,203644450.666667
33,5000,5000,10,15,hdf5,298717129.388887
34,5000,5000,10,15,hdf5,206681137.710001
35,5000,5000,10,15,hdf5,160354267.142224
36,5000,5000,10,15,hdf5,257948952.833334
37,5000,5000,10,15,hdf5,252472017.000001
38,5000,5000,10,15,hdf5,393190135.375
39,5000,5000,10,15,hdf5,249170757.250001
40,5000,5000,10,15,hdf5,233487216.4375
41,5000,5000,10,15,hdf5,522614295.286849
42,5000,5000,10,15,hdf5,169403872.833333
43,5000,5000,10,15,hdf5,188488372.499999
44,5000,5000,10,15,hdf5,517707493.541957
45,5000,5000,10,15,hdf5,198828812.685185
46,5000,5000,10,15,hdf5,260582931.666667
47,5000,5000,10,15,hdf5,319460711.096941
48,5000,5000,10,15,hdf5,523780648.416675
49,5000,5000,10,15,hdf5,511178276.791666
50,5000,5000,10,15,hdf5,195861828.520001
1,5000,5000,35,15,hdf5,469638459.746231
2,5000,5000,35,15,hdf5,208083462.620131
3,5000,5000,35,15,hdf5,188500097.032777
4,5000,5000,35,15,hdf5,157880527.844658
5,5000,5000,35,15,hdf5,160386662.528879
6,5000,5000,35,15,hdf5,291336016.974815
7,5000,5000,35,15,hdf5,194358139.339578
8,5000,5000,35,15,hdf5,247999364.840534
9,5000,5000,35,15,hdf5,171668751.965278
10,5000,5000,35,15,hdf5,228320035.78196
11,5000,5000,35,15,hdf5,346988542.285261
12,5000,5000,35,15,hdf5,208170105.101556
13,5000,5000,35,15,hdf5,264456762.077414
14,5000,5000,35,15,hdf5,229378646.830812
15,5000,5000,35,15,hdf5,198549446.134696
16,5000,5000,35,15,hdf5,180894783.087786
17,5000,5000,35,15,hdf5,204989412.158402
18,5000,5000,35,15,hdf5,176467052.215021
19,5000,5000,35,15,hdf5,157072637.085301
20,5000,5000,35,15,hdf5,183063431.482078
21,5000,5000,35,15,hdf5,184630239.830578
22,5000,5000,35,15,hdf5,271671159.445388
23,5000,5000,35,15,hdf5,183296059.804527
24,5000,5000,35,15,hdf5,327065514.012353
25,5000,5000,35,15,hdf5,353412665.827798
26,5000,5000,35,15,hdf5,165671242.535075
27,5000,5000,35,15,hdf5,395000114.473527
28,5000,5000,35,15,hdf5,224292919.695118
29,5000,5000,35,15,hdf5,154862384.970678
30,5000,5000,35,15,hdf5,210541662.090136
31,5000,5000,35,15,hdf5,218152408.697144
32,5000,5000,35,15,hdf5,181316655.003616
33,5000,5000,35,15,hdf5,157444461.677388
34,5000,5000,35,15,hdf5,195345880.644445
35,5000,5000,35,15,hdf5,229250916.857426
36,5000,5000,35,15,hdf5,190349570.127553
37,5000,5000,35,15,hdf5,156119388.95949
38,5000,5000,35,15,hdf5,182295347.267157
39,5000,5000,35,15,hdf5,196746028.43044
40,5000,5000,35,15,hdf5,152843789.586371
41,5000,5000,35,15,hdf5,160081349.573347
42,5000,5000,35,15,hdf5,216681904.026822
43,5000,5000,35,15,hdf5,290390236.111901
44,5000,5000,35,15,hdf5,203423027.426669
45,5000,5000,35,15,hdf5,190801536.275512
46,5000,5000,35,15,hdf5,194315396.337464
47,5000,5000,35,15,hdf5,177448024.621364
48,5000,5000,35,15,hdf5,233752539.991005
49,5000,5000,35,15,hdf5,197571133.461514
50,5000,5000,35,15,hdf5,158903292.432594
1,5000,5000,75,15,hdf5,170797872.1655
2,5000,5000,75,15,hdf5,183957768.559591
3,5000,5000,75,15,hdf5,172482216.803398
4,5000,5000,75,15,hdf5,212688186.781309
5,5000,5000,75,15,hdf5,248675492.924665
6,5000,5000,75,15,hdf5,237429791.947654
7,5000,5000,75,15,hdf5,266675614.4252
8,5000,5000,75,15,hdf5,213452281.464445
9,5000,5000,75,15,hdf5,140697834.481421
10,5000,5000,75,15,hdf5,143478153.781217
11,5000,5000,75,15,hdf5,159579500.055429
12,5000,5000,75,15,hdf5,190884940.78501
13,5000,5000,75,15,hdf5,179887604.958244
14,5000,5000,75,15,hdf5,183961933.421542
15,5000,5000,75,15,hdf5,170007963.66743
16,5000,5000,75,15,hdf5,161034532.333065
17,5000,5000,75,15,hdf5,240590317.903656
18,5000,5000,75,15,hdf5,227090340.454947
19,5000,5000,75,15,hdf5,353578712.518607
20,5000,5000,75,15,hdf5,240617984.48529
21,5000,5000,75,15,hdf5,186937732.474326
22,5000,5000,75,15,hdf5,293410829.744586
23,5000,5000,75,15,hdf5,198544411.343442
24,5000,5000,75,15,hdf5,169796242.926266
25,5000,5000,75,15,hdf5,226907628.917542
26,5000,5000,75,15,hdf5,138981191.373241
27,5000,5000,75,15,hdf5,193171635.713812
28,5000,5000,75,15,hdf5,223402745.632684
29,5000,5000,75,15,hdf5,172184564.414263
30,5000,5000,75,15,hdf5,296170112.366501
31,5000,5000,75,15,hdf5,226451988.742589
32,5000,5000,75,15,hdf5,216759825.806708
33,5000,5000,75,15,hdf5,135973826.761552
34,5000,5000,75,15,hdf5,393711970.577066
35,5000,5000,75,15,hdf5,180815318.188155
36,5000,5000,75,15,hdf5,241405979.435328
37,5000,5000,75,15,hdf5,141998644.958389
38,5000,5000,75,15,hdf5,186760231.01979
39,5000,5000,75,15,hdf5,171028042.899769
40,5000,5000,75,15,hdf5,145017833.836823
41,5000,5000,75,15,hdf5,150200728.322504
42,5000,5000,75,15,hdf5,158016342.280456
43,5000,5000,75,15,hdf5,147831952.835322
44,5000,5000,75,15,hdf5,156694922.23736
45,5000,5000,75,15,hdf5,180449290.97926
46,5000,5000,75,15,hdf5,141430443.382119
47,5000,5000,75,15,hdf5,161567851.773543
48,5000,5000,75,15,hdf5,133685810.001945
49,5000,5000,75,15,hdf5,203884371.367598
50,5000,5000,75,15,hdf5,242511446.150371
1,5000,5000,150,15,hdf5,163634940.852888
2,5000,5000,150,15,hdf5,131377273.678322
3,5000,5000,150,15,hdf5,171177345.695105
4,5000,5000,150,15,hdf5,181615906.140632
5,5000,5000,150,15,hdf5,130586406.18774
6,5000,5000,150,15,hdf5,126959445.06785
7,5000,5000,150,15,hdf5,177490882.934457
8,5000,5000,150,15,hdf5,172639533.346931
9,5000,5000,150,15,hdf5,170954890.341531
