"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,175000,1000,0.005,3,random,mbkmeans,0.987927961454326,347123549.980464,14,NA
2,175000,1000,0.005,3,random,mbkmeans,0.989744493165835,346800804.009802,24,NA
3,175000,1000,0.005,3,random,mbkmeans,0.989988518148846,348278186.231735,15,NA
4,175000,1000,0.005,3,random,mbkmeans,0.989448999433569,357920417.284983,15,NA
5,175000,1000,0.005,3,random,mbkmeans,0.988670806612664,353800470.928337,16,NA
6,175000,1000,0.005,3,random,mbkmeans,0.990536916277181,350413975.394795,16,NA
7,175000,1000,0.005,3,random,mbkmeans,0.986795481388868,348426333.716063,22,NA
8,175000,1000,0.005,3,random,mbkmeans,0.990883946691198,356142987.317905,13,NA
9,175000,1000,0.005,3,random,mbkmeans,0.990126080876512,348652622.28681,15,NA
10,175000,1000,0.005,3,random,mbkmeans,0.990624850069344,357513083.069901,12,NA
1,175000,1000,0.01,3,random,mbkmeans,0.989500683692757,361237491.649695,15,NA
2,175000,1000,0.01,3,random,mbkmeans,0.989408032346535,342946641.771751,12,NA
3,175000,1000,0.01,3,random,mbkmeans,0.989225638304444,352156455.48915,21,NA
4,175000,1000,0.01,3,random,mbkmeans,0.989517322156748,354620485.751613,23,NA
5,175000,1000,0.01,3,random,mbkmeans,0.989771770705257,351853109.681853,30,NA
6,175000,1000,0.01,3,random,mbkmeans,0.989573004298634,360674823.537338,21,NA
7,175000,1000,0.01,3,random,mbkmeans,0.98779965513492,343880452.043112,22,NA
8,175000,1000,0.01,3,random,mbkmeans,0.98948941368448,342865140.984236,16,NA
9,175000,1000,0.01,3,random,mbkmeans,0.989802784239788,352362882.157324,19,NA
10,175000,1000,0.01,3,random,mbkmeans,0.99007253241479,347353247.905828,21,NA
1,175000,1000,0.05,3,random,mbkmeans,0.989200564367491,344396279.694539,13,NA
2,175000,1000,0.05,3,random,mbkmeans,0.98956020988209,345954270.91148,28,NA
3,175000,1000,0.05,3,random,mbkmeans,0.988888919808593,345792636.699244,12,NA
4,175000,1000,0.05,3,random,mbkmeans,0.98942000752417,352807114.26314,17,NA
5,175000,1000,0.05,3,random,mbkmeans,0.989521350058518,359777199.35084,30,NA
6,175000,1000,0.05,3,random,mbkmeans,0.989339685362412,346497449.32463,14,NA
7,175000,1000,0.05,3,random,mbkmeans,0.989227888566609,343968790.890374,12,NA
8,175000,1000,0.05,3,random,mbkmeans,0.989918950635624,358506415.106074,27,NA
9,175000,1000,0.05,3,random,mbkmeans,0.989718985574264,345741160.975401,16,NA
10,175000,1000,0.05,3,random,mbkmeans,0.989349933793287,350363780.283834,21,NA
1,175000,1000,0.1,3,random,mbkmeans,0.989405239916343,351580137.055005,21,NA
2,175000,1000,0.1,3,random,mbkmeans,0.988754238470698,356770953.032586,21,NA
3,175000,1000,0.1,3,random,mbkmeans,0.990226960973091,349164650.548797,12,NA
4,175000,1000,0.1,3,random,mbkmeans,0.989342703676794,347111616.436066,19,NA
5,175000,1000,0.1,3,random,mbkmeans,0.989727132605238,339377991.522228,20,NA
6,175000,1000,0.1,3,random,mbkmeans,0.990146420302257,353034389.20266,16,NA
7,175000,1000,0.1,3,random,mbkmeans,0.990380064178403,346000735.214617,13,NA
8,175000,1000,0.1,3,random,mbkmeans,0.989415503843469,344216483.252301,17,NA
9,175000,1000,0.1,3,random,mbkmeans,0.989463468749592,341768910.654861,29,NA
10,175000,1000,0.1,3,random,mbkmeans,0.98889746200159,352731382.959798,13,NA
1,175000,1000,0.2,3,random,mbkmeans,0.989792129431308,339021528.021178,13,NA
2,175000,1000,0.2,3,random,mbkmeans,0.989744663489421,343427710.805926,32,NA
3,175000,1000,0.2,3,random,mbkmeans,0.988406995189218,346467519.037458,12,NA
4,175000,1000,0.2,3,random,mbkmeans,0.989347355070078,352620752.298444,24,NA
5,175000,1000,0.2,3,random,mbkmeans,0.989581270464521,357360434.232096,24,NA
6,175000,1000,0.2,3,random,mbkmeans,0.989270980781653,351425384.967559,11,NA
7,175000,1000,0.2,3,random,mbkmeans,0.99029633880251,354557176.274964,16,NA
8,175000,1000,0.2,3,random,mbkmeans,0.989908459122115,349110153.197054,21,NA
9,175000,1000,0.2,3,random,mbkmeans,0.989329069377919,354991239.856407,21,NA
10,175000,1000,0.2,3,random,mbkmeans,0.98979497439752,350437143.340526,26,NA
1,175000,1000,0.35,3,random,mbkmeans,0.988294065446339,345428378.712573,17,NA
2,175000,1000,0.35,3,random,mbkmeans,0.989221615429434,345499690.119055,27,NA
3,175000,1000,0.35,3,random,mbkmeans,0.989139268833874,351426613.978068,15,NA
4,175000,1000,0.35,3,random,mbkmeans,0.989991633264728,353317489.047916,24,NA
5,175000,1000,0.35,3,random,mbkmeans,0.989443551500758,337230870.95358,17,NA
6,175000,1000,0.35,3,random,mbkmeans,0.988854294389074,346149513.674678,14,NA
7,175000,1000,0.35,3,random,mbkmeans,0.989306861912473,351574242.651073,17,NA
8,175000,1000,0.35,3,random,mbkmeans,0.989031274478031,335211767.868324,29,NA
9,175000,1000,0.35,3,random,mbkmeans,0.99035179336581,348183210.237114,19,NA
10,175000,1000,0.35,3,random,mbkmeans,0.988804027261157,343095615.940369,24,NA
