"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,0.005,3,random,mbkmeans,0.994274485112714,1804942.62882031,22,NA
2,500,1000,0.005,3,random,mbkmeans,0.967752565788395,1305030.53578249,18,NA
3,500,1000,0.005,3,random,mbkmeans,0.944667951396538,2184641.33979776,22,NA
4,500,1000,0.005,3,random,mbkmeans,1,1545468.41872596,18,NA
5,500,1000,0.005,3,random,mbkmeans,0.993936997918007,1408842.96446676,11,NA
6,500,1000,0.005,3,random,mbkmeans,0.993141691363672,1438639.41374915,15,NA
7,500,1000,0.005,3,random,mbkmeans,1,2198468.81143285,15,NA
8,500,1000,0.005,3,random,mbkmeans,0.981537416278277,1894310.5014448,26,NA
9,500,1000,0.005,3,random,mbkmeans,1,1494227.83072808,19,NA
10,500,1000,0.005,3,random,mbkmeans,0.976849199992379,1568587.95415313,21,NA
11,500,1000,0.005,3,random,mbkmeans,0.967220202898153,1717102.24001435,17,NA
12,500,1000,0.005,3,random,mbkmeans,0.980574121904504,1538845.30551615,17,NA
13,500,1000,0.005,3,random,mbkmeans,0.980526013863497,2158630.27281748,17,NA
14,500,1000,0.005,3,random,mbkmeans,1,1362197.36479425,29,NA
15,500,1000,0.005,3,random,mbkmeans,1,1535830.752813,26,NA
16,500,1000,0.005,3,random,mbkmeans,1,1959631.35750896,15,NA
17,500,1000,0.005,3,random,mbkmeans,0.987253945091686,1508363.52385716,18,NA
18,500,1000,0.005,3,random,mbkmeans,0.950734587798773,1825169.51809273,13,NA
19,500,1000,0.005,3,random,mbkmeans,0.97394546759361,1545727.66156955,12,NA
20,500,1000,0.005,3,random,mbkmeans,0.994085861518868,1655602.25524237,15,NA
1,500,1000,0.01,3,random,mbkmeans,0.962773771605432,1412752.77392833,23,NA
2,500,1000,0.01,3,random,mbkmeans,0.987296228715576,1310352.77713239,14,NA
3,500,1000,0.01,3,random,mbkmeans,0.974435750893259,1404377.96173643,16,NA
4,500,1000,0.01,3,random,mbkmeans,0.974606282409969,1360854.79448796,22,NA
5,500,1000,0.01,3,random,mbkmeans,0.987293427965052,1635606.60362375,18,NA
6,500,1000,0.01,3,random,mbkmeans,0.94112295907104,1730536.28417669,14,NA
7,500,1000,0.01,3,random,mbkmeans,1,1410292.21058114,18,NA
8,500,1000,0.01,3,random,mbkmeans,1,1354908.13474847,20,NA
9,500,1000,0.01,3,random,mbkmeans,0.994187861164232,1418000.38387422,22,NA
10,500,1000,0.01,3,random,mbkmeans,0.973354720616844,1268843.64615483,17,NA
11,500,1000,0.01,3,random,mbkmeans,1,1307738.73890636,12,NA
12,500,1000,0.01,3,random,mbkmeans,0.966805583554215,1398794.79531801,23,NA
13,500,1000,0.01,3,random,mbkmeans,0.989940368371393,1576336.10275342,11,NA
14,500,1000,0.01,3,random,mbkmeans,0.947554749112977,1529824.8595803,13,NA
15,500,1000,0.01,3,random,mbkmeans,0.921471265127587,2241138.69066129,13,NA
16,500,1000,0.01,3,random,mbkmeans,0.97971291558294,1512359.87904207,18,NA
17,500,1000,0.01,3,random,mbkmeans,0.979325528722361,1365862.08991524,14,NA
18,500,1000,0.01,3,random,mbkmeans,1,1900328.94416325,13,NA
19,500,1000,0.01,3,random,mbkmeans,0.950523151681659,2250432.08833535,19,NA
20,500,1000,0.01,3,random,mbkmeans,0.942309951874638,2095464.57138382,16,NA
1,500,1000,0.05,3,random,mbkmeans,1,1165459.80295082,11,NA
2,500,1000,0.05,3,random,mbkmeans,0.973666951695229,1165853.60332558,18,NA
3,500,1000,0.05,3,random,mbkmeans,0.987234508267397,1045676.5404213,28,NA
4,500,1000,0.05,3,random,mbkmeans,0.987459462025048,1218466.60207421,12,NA
5,500,1000,0.05,3,random,mbkmeans,0.993088008137434,1104918.25771873,15,NA
6,500,1000,0.05,3,random,mbkmeans,0.993345529559905,1087581.01181901,22,NA
7,500,1000,0.05,3,random,mbkmeans,0.973516125451442,1078573.29307203,24,NA
8,500,1000,0.05,3,random,mbkmeans,0.987283379287315,1155840.51346629,22,NA
9,500,1000,0.05,3,random,mbkmeans,0.993345252214795,1165813.40811201,17,NA
10,500,1000,0.05,3,random,mbkmeans,0.982491653895311,1067315.24384621,24,NA
11,500,1000,0.05,3,random,mbkmeans,0.994088458783257,1158419.91787512,17,NA
12,500,1000,0.05,3,random,mbkmeans,0.99336542927874,1082189.68428052,13,NA
13,500,1000,0.05,3,random,mbkmeans,0.986413251488335,1135746.38909486,12,NA
14,500,1000,0.05,3,random,mbkmeans,0.973747254101895,1081112.3003241,17,NA
15,500,1000,0.05,3,random,mbkmeans,0.973779770218279,1133035.62448985,26,NA
16,500,1000,0.05,3,random,mbkmeans,0.993982702989309,1121447.01075243,13,NA
17,500,1000,0.05,3,random,mbkmeans,0.981202574551753,1144254.05653373,15,NA
18,500,1000,0.05,3,random,mbkmeans,1,1121768.25833203,18,NA
19,500,1000,0.05,3,random,mbkmeans,0.969812786715252,1265969.02277746,16,NA
20,500,1000,0.05,3,random,mbkmeans,0.993300782022437,1047283.40548676,18,NA
1,500,1000,0.1,3,random,mbkmeans,0.980282008136254,1071261.82224241,19,NA
2,500,1000,0.1,3,random,mbkmeans,1,998757.823533445,12,NA
3,500,1000,0.1,3,random,mbkmeans,0.986110211123427,1040406.03671174,29,NA
4,500,1000,0.1,3,random,mbkmeans,0.993224143116732,1112245.76106174,17,NA
5,500,1000,0.1,3,random,mbkmeans,1,1106463.3948764,11,NA
6,500,1000,0.1,3,random,mbkmeans,1,1020416.38333368,12,NA
7,500,1000,0.1,3,random,mbkmeans,0.993189830315228,1081878.85820813,13,NA
8,500,1000,0.1,3,random,mbkmeans,0.96795541101333,1234151.45550158,24,NA
9,500,1000,0.1,3,random,mbkmeans,0.966892153128072,1152034.63460154,19,NA
10,500,1000,0.1,3,random,mbkmeans,0.993095063008113,1067308.51320068,15,NA
11,500,1000,0.1,3,random,mbkmeans,0.98057237200104,1099532.56984688,20,NA
12,500,1000,0.1,3,random,mbkmeans,0.987315574851929,1098055.52487979,17,NA
13,500,1000,0.1,3,random,mbkmeans,0.984233128364977,1112131.87030783,29,NA
14,500,1000,0.1,3,random,mbkmeans,0.98720913152418,1040414.59759225,24,NA
15,500,1000,0.1,3,random,mbkmeans,0.986316995340479,1047236.81734764,15,NA
16,500,1000,0.1,3,random,mbkmeans,0.986624040779183,1045688.99294654,21,NA
17,500,1000,0.1,3,random,mbkmeans,0.986391462988357,1121394.99438992,21,NA
18,500,1000,0.1,3,random,mbkmeans,0.974693640843324,1010533.69077814,15,NA
19,500,1000,0.1,3,random,mbkmeans,1,1092695.90746067,13,NA
20,500,1000,0.1,3,random,mbkmeans,0.967897261251675,1156389.99195525,17,NA
1,500,1000,0.2,3,random,mbkmeans,0.993772497359543,954794.522862371,16,NA
