"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,0.005,3,random,kmeans,1,970977.858690833,2,0
2,500,1000,0.005,3,random,kmeans,0.987282266709626,1020085.98605484,2,0
3,500,1000,0.005,3,random,kmeans,0.993259534624764,993812.620403036,2,0
4,500,1000,0.005,3,random,kmeans,0.993886166162668,1007448.59050614,2,0
5,500,1000,0.005,3,random,kmeans,0.99369307111778,879435.799575709,2,0
6,500,1000,0.005,3,random,kmeans,0.987239809835579,1012278.38822088,2,0
7,500,1000,0.005,3,random,kmeans,0.994275829304002,1024653.6259058,2,0
8,500,1000,0.005,3,random,kmeans,0.987304402376987,1019560.50269825,2,0
9,500,1000,0.005,3,random,kmeans,1,987751.814823938,2,0
10,500,1000,0.005,3,random,kmeans,0.993121594104768,1047005.68198155,2,0
11,500,1000,0.005,3,random,kmeans,1,959866.46695862,2,0
12,500,1000,0.005,3,random,kmeans,0.993258803613105,1035843.27006696,2,0
13,500,1000,0.005,3,random,kmeans,1,967410.142633521,2,0
14,500,1000,0.005,3,random,kmeans,0.96779405562208,1027764.24905864,2,0
15,500,1000,0.005,3,random,kmeans,1,999401.021216513,2,0
16,500,1000,0.005,3,random,kmeans,0.994350198984668,983831.881362566,2,0
17,500,1000,0.005,3,random,kmeans,0.987282559684169,974468.372396014,2,0
18,500,1000,0.005,3,random,kmeans,1,970339.499147024,1,0
19,500,1000,0.005,3,random,kmeans,0.99304453181638,996446.529194852,2,0
20,500,1000,0.005,3,random,kmeans,1,917242.883675046,2,0
1,500,1000,0.01,3,random,kmeans,0.987275104451773,982685.137582888,2,0
2,500,1000,0.01,3,random,kmeans,0.987960823566886,956309.214368831,2,0
3,500,1000,0.01,3,random,kmeans,1,1013050.71738204,2,0
4,500,1000,0.01,3,random,kmeans,0.98650451990655,954306.421894653,2,0
5,500,1000,0.01,3,random,kmeans,0.987363254443939,992153.869321274,2,0
6,500,1000,0.01,3,random,kmeans,1,1031303.81015779,2,0
7,500,1000,0.01,3,random,kmeans,1,952481.928783772,2,0
8,500,1000,0.01,3,random,kmeans,0.99420113630103,989158.13591068,2,0
9,500,1000,0.01,3,random,kmeans,0.987356079136242,1161638.09848879,2,0
10,500,1000,0.01,3,random,kmeans,1,950045.033349517,2,0
11,500,1000,0.01,3,random,kmeans,0.987509587238021,977222.614215081,2,0
12,500,1000,0.01,3,random,kmeans,1,1000412.35531621,3,0
13,500,1000,0.01,3,random,kmeans,1,1031413.67593907,2,0
14,500,1000,0.01,3,random,kmeans,0.992938528993474,974883.590780223,2,0
15,500,1000,0.01,3,random,kmeans,1,955074.322017443,2,0
16,500,1000,0.01,3,random,kmeans,0.986373999116416,940077.989331971,3,0
17,500,1000,0.01,3,random,kmeans,0.99317812800451,998115.324317268,2,0
18,500,1000,0.01,3,random,kmeans,0.993224143116732,994480.674624712,2,0
19,500,1000,0.01,3,random,kmeans,0.993063082560055,1021717.08215616,2,0
20,500,1000,0.01,3,random,kmeans,0.994115733685442,1040858.07987907,2,0
1,500,1000,0.05,3,random,kmeans,0.979560444088525,1019214.32307599,2,0
2,500,1000,0.05,3,random,kmeans,0.994044081608417,915650.585167582,2,0
3,500,1000,0.05,3,random,kmeans,0.994061385499565,1011949.64352094,2,0
4,500,1000,0.05,3,random,kmeans,0.987909968385547,1009589.09432292,2,0
5,500,1000,0.05,3,random,kmeans,1,983058.183004666,3,0
6,500,1000,0.05,3,random,kmeans,0.98647248060897,975875.571656493,2,0
7,500,1000,0.05,3,random,kmeans,0.994034482429559,1062000.10654415,2,0
8,500,1000,0.05,3,random,kmeans,1,977751.247773594,2,0
9,500,1000,0.05,3,random,kmeans,1,972818.178231085,2,0
10,500,1000,0.05,3,random,kmeans,0.993905572284854,1019244.59124048,2,0
11,500,1000,0.05,3,random,kmeans,1,959277.861914519,2,0
12,500,1000,0.05,3,random,kmeans,1,931236.134562217,2,0
13,500,1000,0.05,3,random,kmeans,1,953190.250687829,2,0
