"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,250000,1000,0.005,3,random,kmeans,0.989763701293986,513875276.576441,3,0
2,250000,1000,0.005,3,random,kmeans,0.989528474462893,500397946.235074,3,0
3,250000,1000,0.005,3,random,kmeans,0.990145687548509,498317408.2736,3,0
4,250000,1000,0.005,3,random,kmeans,0.989461828657066,492656712.460594,3,0
5,250000,1000,0.005,3,random,kmeans,0.989426239589079,502825151.248093,3,0
6,250000,1000,0.005,3,random,kmeans,0.989048698426292,504671233.287969,3,0
7,250000,1000,0.005,3,random,kmeans,0.989149672986385,502903140.427899,2,0
8,250000,1000,0.005,3,random,kmeans,0.989350501743507,497671908.574102,3,0
9,250000,1000,0.005,3,random,kmeans,0.989824365997008,502383563.868574,3,0
10,250000,1000,0.005,3,random,kmeans,0.989639118471425,505863460.954511,3,0
1,250000,1000,0.01,3,random,kmeans,0.989874248562664,484664559.770887,3,0
2,250000,1000,0.01,3,random,kmeans,0.989764877531142,506505916.951304,3,0
3,250000,1000,0.01,3,random,kmeans,0.989631344562551,495543317.799862,3,0
4,250000,1000,0.01,3,random,kmeans,0.98933444727533,503978360.087264,2,0
5,250000,1000,0.01,3,random,kmeans,0.989262366108441,496858100.549822,3,0
6,250000,1000,0.01,3,random,kmeans,0.989284721278779,491546669.52963,3,0
7,250000,1000,0.01,3,random,kmeans,0.989808149088683,499994651.571214,3,0
8,250000,1000,0.01,3,random,kmeans,0.989775134625494,501103210.126401,2,0
9,250000,1000,0.01,3,random,kmeans,0.989186382614994,490138522.310481,3,0
10,250000,1000,0.01,3,random,kmeans,0.989897459597422,493236231.169004,2,0
1,250000,1000,0.05,3,random,kmeans,0.989410815284248,509886224.907506,2,0
2,250000,1000,0.05,3,random,kmeans,0.989371672550556,494087116.036861,3,0
3,250000,1000,0.05,3,random,kmeans,0.989539564912211,497702141.679711,3,0
4,250000,1000,0.05,3,random,kmeans,0.989641949782164,493947991.716971,3,0
5,250000,1000,0.05,3,random,kmeans,0.990177032981052,486088008.446033,3,0
6,250000,1000,0.05,3,random,kmeans,0.989051076438161,497402204.805115,3,0
7,250000,1000,0.05,3,random,kmeans,0.989689868138753,498868793.112036,3,0
8,250000,1000,0.05,3,random,kmeans,0.989955435126637,500038600.126375,3,0
9,250000,1000,0.05,3,random,kmeans,0.98980307360453,497878399.413823,3,0
10,250000,1000,0.05,3,random,kmeans,0.989699119431953,483658950.336768,2,0
1,250000,1000,0.1,3,random,kmeans,0.989071563531302,505026490.972815,3,0
2,250000,1000,0.1,3,random,kmeans,0.989389111942406,490837686.74074,3,0
3,250000,1000,0.1,3,random,kmeans,0.989646188473829,489311659.320581,3,0
4,250000,1000,0.1,3,random,kmeans,0.989952000901054,493397577.970397,3,0
5,250000,1000,0.1,3,random,kmeans,0.989469162178244,491033474.704022,3,0
6,250000,1000,0.1,3,random,kmeans,0.989546472542824,509806860.272576,3,0
7,250000,1000,0.1,3,random,kmeans,0.990097196563103,505191147.843895,3,0
8,250000,1000,0.1,3,random,kmeans,0.989270402043095,507829056.266593,3,0
9,250000,1000,0.1,3,random,kmeans,0.989178766829608,486792857.802567,3,0
10,250000,1000,0.1,3,random,kmeans,0.989785366779111,509293272.126513,3,0
1,250000,1000,0.2,3,random,kmeans,0.989620632851608,495732519.583918,3,0
2,250000,1000,0.2,3,random,kmeans,0.989779254164036,491842404.037318,3,0
3,250000,1000,0.2,3,random,kmeans,0.989322451786269,497512274.842081,3,0
4,250000,1000,0.2,3,random,kmeans,0.989073700535508,500216400.677608,3,0
5,250000,1000,0.2,3,random,kmeans,0.989567031503819,489438255.558193,3,0
6,250000,1000,0.2,3,random,kmeans,0.989696637787791,489746451.72612,3,0
7,250000,1000,0.2,3,random,kmeans,0.989635468413429,487650930.586905,3,0
8,250000,1000,0.2,3,random,kmeans,0.989709169786368,505368311.777214,3,0
9,250000,1000,0.2,3,random,kmeans,0.989379196204121,512221111.48541,3,0
10,250000,1000,0.2,3,random,kmeans,0.990093286700405,504012042.022497,3,0
1,250000,1000,0.35,3,random,kmeans,0.989680709741056,491755181.51254,3,0
2,250000,1000,0.35,3,random,kmeans,0.989183560842505,510560576.694647,3,0
3,250000,1000,0.35,3,random,kmeans,0.989382149824542,500888115.90277,3,0
4,250000,1000,0.35,3,random,kmeans,0.989281767649826,507278064.104439,3,0
5,250000,1000,0.35,3,random,kmeans,0.989901575153734,495992209.049828,3,0
6,250000,1000,0.35,3,random,kmeans,0.989562704755892,500371045.614335,2,0
7,250000,1000,0.35,3,random,kmeans,0.98976022450391,501546148.201053,3,0
8,250000,1000,0.35,3,random,kmeans,0.989201161770988,500198513.759284,2,0
9,250000,1000,0.35,3,random,kmeans,0.989032034323893,488613356.801069,2,0
10,250000,1000,0.35,3,random,kmeans,0.988997623049991,505756683.994978,3,0
1,250000,1000,0.5,3,random,kmeans,0.989469629880448,490166826.19244,2,0
2,250000,1000,0.5,3,random,kmeans,0.989079534839297,496702864.985588,3,0
3,250000,1000,0.5,3,random,kmeans,0.989256400189577,508139759.663207,2,0
4,250000,1000,0.5,3,random,kmeans,0.989885670100237,496721035.237869,2,0
5,250000,1000,0.5,3,random,kmeans,0.989232511685262,509975616.8739,3,0
6,250000,1000,0.5,3,random,kmeans,0.989942118987136,489847597.774959,3,0
7,250000,1000,0.5,3,random,kmeans,0.989041816078024,506890901.067636,3,0
8,250000,1000,0.5,3,random,kmeans,0.989846179749493,512440645.66822,3,0
9,250000,1000,0.5,3,random,kmeans,0.989551061126228,504577233.653254,3,0
10,250000,1000,0.5,3,random,kmeans,0.989690329655915,499962371.417163,3,0
