"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.005,3,random,hdf5,0.989614446319491,196272600.640946,24,NA
2,1e+05,1000,0.005,3,random,hdf5,0.988552191189959,202881748.390755,20,NA
3,1e+05,1000,0.005,3,random,hdf5,0.990080583736432,197806651.871976,15,NA
4,1e+05,1000,0.005,3,random,hdf5,0.988844641417811,199445750.255041,18,NA
5,1e+05,1000,0.005,3,random,hdf5,0.989739170070048,207031549.963754,17,NA
6,1e+05,1000,0.005,3,random,hdf5,0.98881621739922,201726943.085761,16,NA
7,1e+05,1000,0.005,3,random,hdf5,0.989325385274654,199102347.642107,15,NA
8,1e+05,1000,0.005,3,random,hdf5,0.988454809136281,201112012.386552,23,NA
9,1e+05,1000,0.005,3,random,hdf5,0.988273955698287,199974974.240231,30,NA
10,1e+05,1000,0.005,3,random,hdf5,0.987702601157869,201868450.522661,17,NA
1,1e+05,1000,0.01,3,random,hdf5,0.990095481305401,200756581.73533,17,NA
2,1e+05,1000,0.01,3,random,hdf5,0.988653657428665,200659411.351738,24,NA
3,1e+05,1000,0.01,3,random,hdf5,0.988385403280638,204577364.991391,13,NA
4,1e+05,1000,0.01,3,random,hdf5,0.989802112702612,200312828.78045,13,NA
5,1e+05,1000,0.01,3,random,hdf5,0.990487734980611,200127569.840127,14,NA
6,1e+05,1000,0.01,3,random,hdf5,0.989254610096131,200883365.878946,27,NA
7,1e+05,1000,0.01,3,random,hdf5,0.989304547392932,201641747.181429,15,NA
8,1e+05,1000,0.01,3,random,hdf5,0.98907466520759,198872182.325943,14,NA
9,1e+05,1000,0.01,3,random,hdf5,0.989691797351918,197707644.985098,21,NA
10,1e+05,1000,0.01,3,random,hdf5,0.989337020174142,204752687.450687,20,NA
1,1e+05,1000,0.05,3,random,hdf5,0.989631129598818,203713024.181837,17,NA
2,1e+05,1000,0.05,3,random,hdf5,0.989664522809685,201147609.508831,22,NA
3,1e+05,1000,0.05,3,random,hdf5,0.989943754574598,203604543.702729,13,NA
4,1e+05,1000,0.05,3,random,hdf5,0.988868547559775,198980795.216555,22,NA
5,1e+05,1000,0.05,3,random,hdf5,0.990186845127155,199629966.301012,24,NA
6,1e+05,1000,0.05,3,random,hdf5,0.98883241110727,196179952.586528,15,NA
7,1e+05,1000,0.05,3,random,hdf5,0.989583039460179,195541244.717058,21,NA
8,1e+05,1000,0.05,3,random,hdf5,0.990884484765816,199169816.767351,21,NA
9,1e+05,1000,0.05,3,random,hdf5,0.989186930560876,197999734.029104,20,NA
10,1e+05,1000,0.05,3,random,hdf5,0.989649871779371,196609462.924481,15,NA
1,1e+05,1000,0.1,3,random,hdf5,0.989535826199755,199078616.868511,20,NA
2,1e+05,1000,0.1,3,random,hdf5,0.989827588134923,197095966.884455,13,NA
3,1e+05,1000,0.1,3,random,hdf5,0.988771659461064,199141617.835157,20,NA
4,1e+05,1000,0.1,3,random,hdf5,0.989817588350249,199708121.884585,13,NA
5,1e+05,1000,0.1,3,random,hdf5,0.990599860021031,200023620.948209,17,NA
6,1e+05,1000,0.1,3,random,hdf5,0.988705605216574,196136611.171655,19,NA
7,1e+05,1000,0.1,3,random,hdf5,0.989051128308954,198771666.125078,15,NA
8,1e+05,1000,0.1,3,random,hdf5,0.989790912148259,203605871.35372,20,NA
9,1e+05,1000,0.1,3,random,hdf5,0.988287800629324,195771685.808092,23,NA
10,1e+05,1000,0.1,3,random,hdf5,0.989871345043408,194676131.340521,18,NA
1,1e+05,1000,0.2,3,random,hdf5,0.98876306064782,195504279.686888,13,NA
2,1e+05,1000,0.2,3,random,hdf5,0.990116270017689,202954741.81267,13,NA
3,1e+05,1000,0.2,3,random,hdf5,0.989265640114601,194746283.840791,12,NA
4,1e+05,1000,0.2,3,random,hdf5,0.989298950279576,197226729.636676,23,NA
5,1e+05,1000,0.2,3,random,hdf5,0.989679169033644,197845390.368748,18,NA
6,1e+05,1000,0.2,3,random,hdf5,0.989901755255238,194768379.402493,26,NA
7,1e+05,1000,0.2,3,random,hdf5,0.98965921776349,198618695.899525,13,NA
8,1e+05,1000,0.2,3,random,hdf5,0.990052144187577,204962174.398382,34,NA
9,1e+05,1000,0.2,3,random,hdf5,0.989681575096713,203285274.062389,18,NA
10,1e+05,1000,0.2,3,random,hdf5,0.990026083374991,197802664.4945,11,NA
1,1e+05,1000,0.35,3,random,hdf5,0.989217593693884,204520433.894596,13,NA
2,1e+05,1000,0.35,3,random,hdf5,0.989358500582916,197589044.227713,20,NA
3,1e+05,1000,0.35,3,random,hdf5,0.989686027333118,199450348.926731,18,NA
4,1e+05,1000,0.35,3,random,hdf5,0.990064314230999,198134845.701007,12,NA
5,1e+05,1000,0.35,3,random,hdf5,0.989600623569251,200159060.982981,21,NA
6,1e+05,1000,0.35,3,random,hdf5,0.988892858851952,202928720.559111,20,NA
7,1e+05,1000,0.35,3,random,hdf5,0.988886853994292,194987460.746937,29,NA
8,1e+05,1000,0.35,3,random,hdf5,0.989182921824157,198236972.708179,21,NA
9,1e+05,1000,0.35,3,random,hdf5,0.989790578188224,197933746.157667,12,NA
10,1e+05,1000,0.35,3,random,hdf5,0.989542902742617,209998748.078547,18,NA
1,1e+05,1000,0.5,3,random,hdf5,0.989071990846301,197913394.049972,29,NA
2,1e+05,1000,0.5,3,random,hdf5,0.989405833385368,197411758.217119,31,NA
3,1e+05,1000,0.5,3,random,hdf5,0.990244841224341,199923231.786104,19,NA
4,1e+05,1000,0.5,3,random,hdf5,0.989652031459657,198108110.107263,20,NA
5,1e+05,1000,0.5,3,random,hdf5,0.989409169217124,199491530.35496,12,NA
6,1e+05,1000,0.5,3,random,hdf5,0.989857421672402,201707858.129126,29,NA
7,1e+05,1000,0.5,3,random,hdf5,0.988274526565076,200322744.919619,19,NA
8,1e+05,1000,0.5,3,random,hdf5,0.989503760299233,194811079.984703,26,NA
9,1e+05,1000,0.5,3,random,hdf5,0.98922968647628,204350287.175478,13,NA
10,1e+05,1000,0.5,3,random,hdf5,0.98971230441959,195529941.204646,16,NA
