"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,350000,1000,0.005,3,random,hdf5,0.988427743764647,700455363.871703,31,NA
2,350000,1000,0.005,3,random,hdf5,0.988582372920235,684247824.741738,26,NA
3,350000,1000,0.005,3,random,hdf5,0.990639219521589,700143449.029424,15,NA
4,350000,1000,0.005,3,random,hdf5,0.989422663365223,709499817.82572,20,NA
5,350000,1000,0.005,3,random,hdf5,0.989509130544643,676072059.436042,14,NA
6,350000,1000,0.005,3,random,hdf5,0.9901660919171,734783456.884534,14,NA
7,350000,1000,0.005,3,random,hdf5,0.988840237669738,737607714.227205,23,NA
8,350000,1000,0.005,3,random,hdf5,0.99018886133148,704310085.945575,14,NA
9,350000,1000,0.005,3,random,hdf5,0.98830543369442,701973948.618925,24,NA
10,350000,1000,0.005,3,random,hdf5,0.989043840513051,685338283.240035,15,NA
1,350000,1000,0.01,3,random,hdf5,0.989985411775182,710211868.328025,14,NA
2,350000,1000,0.01,3,random,hdf5,0.989363359449205,717887156.191563,27,NA
3,350000,1000,0.01,3,random,hdf5,0.990390269269373,695110429.422092,20,NA
4,350000,1000,0.01,3,random,hdf5,0.989611123261627,688386940.67827,20,NA
5,350000,1000,0.01,3,random,hdf5,0.98974858826569,717225782.439888,24,NA
6,350000,1000,0.01,3,random,hdf5,0.989112829116005,708693174.905371,18,NA
7,350000,1000,0.01,3,random,hdf5,0.989042057583078,696955682.526761,13,NA
8,350000,1000,0.01,3,random,hdf5,0.989388270068728,703694196.776686,19,NA
9,350000,1000,0.01,3,random,hdf5,0.989309926919083,703737223.640954,17,NA
10,350000,1000,0.01,3,random,hdf5,0.989881825163713,685205102.313783,19,NA
1,350000,1000,0.05,3,random,hdf5,0.988920328246427,708544635.910054,24,NA
2,350000,1000,0.05,3,random,hdf5,0.989912541306282,700286969.497237,24,NA
3,350000,1000,0.05,3,random,hdf5,0.989018867817888,705814197.161488,12,NA
4,350000,1000,0.05,3,random,hdf5,0.989846641343534,685094873.128161,18,NA
5,350000,1000,0.05,3,random,hdf5,0.988930636594567,706938171.88541,18,NA
6,350000,1000,0.05,3,random,hdf5,0.989053607748452,702292982.428955,25,NA
7,350000,1000,0.05,3,random,hdf5,0.989962174970203,699435004.266671,26,NA
8,350000,1000,0.05,3,random,hdf5,0.98958119053132,706122303.00356,13,NA
