"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,350000,1000,0.005,3,random,kmeans,0.989489911220264,712356804.890078,2,0
2,350000,1000,0.005,3,random,kmeans,0.989493791067806,701776476.28059,3,0
3,350000,1000,0.005,3,random,kmeans,0.989027917418544,703075612.09677,3,0
4,350000,1000,0.005,3,random,kmeans,0.989542848445238,709130882.342889,3,0
5,350000,1000,0.005,3,random,kmeans,0.989317580757764,693479600.322693,3,0
6,350000,1000,0.005,3,random,kmeans,0.989704045731996,713735941.206379,2,0
7,350000,1000,0.005,3,random,kmeans,0.990167200376234,719797596.510704,2,0
8,350000,1000,0.005,3,random,kmeans,0.989089076821916,678452441.535099,3,0
9,350000,1000,0.005,3,random,kmeans,0.98932796350423,688176660.372516,3,0
10,350000,1000,0.005,3,random,kmeans,0.989546862040645,703405398.949458,2,0
1,350000,1000,0.01,3,random,kmeans,0.989164721756755,690714995.90321,3,0
2,350000,1000,0.01,3,random,kmeans,0.989650024423839,687356572.610848,3,0
3,350000,1000,0.01,3,random,kmeans,0.989444124081557,694215510.24495,3,0
4,350000,1000,0.01,3,random,kmeans,0.98910702704048,708940318.687304,3,0
5,350000,1000,0.01,3,random,kmeans,0.989259603202321,725164166.249504,3,0
6,350000,1000,0.01,3,random,kmeans,0.989487212183755,711820227.602052,3,0
7,350000,1000,0.01,3,random,kmeans,0.989379990222761,719639548.446461,2,0
8,350000,1000,0.01,3,random,kmeans,0.98990618417529,714754560.493798,3,0
9,350000,1000,0.01,3,random,kmeans,0.98927548950004,686938750.278608,3,0
10,350000,1000,0.01,3,random,kmeans,0.989995648369064,700064806.065492,3,0
1,350000,1000,0.05,3,random,kmeans,0.989390965877993,705483176.940898,3,0
2,350000,1000,0.05,3,random,kmeans,0.989366457782535,710240250.068859,3,0
3,350000,1000,0.05,3,random,kmeans,0.989675213401041,704676340.82883,2,0
4,350000,1000,0.05,3,random,kmeans,0.989345921153145,703755856.891452,3,0
5,350000,1000,0.05,3,random,kmeans,0.98951824222898,709762933.590493,3,0
6,350000,1000,0.05,3,random,kmeans,0.98982010388807,696648571.553605,3,0
7,350000,1000,0.05,3,random,kmeans,0.989437889137715,677951293.707124,3,0
8,350000,1000,0.05,3,random,kmeans,0.989354027895957,691493066.393418,3,0
9,350000,1000,0.05,3,random,kmeans,0.98929983930741,693326214.788255,2,0
10,350000,1000,0.05,3,random,kmeans,0.989612633177426,683236701.698627,3,0
1,350000,1000,0.1,3,random,kmeans,0.989394076638122,683471357.539628,2,0
2,350000,1000,0.1,3,random,kmeans,0.990096928282241,701442958.60177,3,0
3,350000,1000,0.1,3,random,kmeans,0.990061081724314,713175102.166024,3,0
4,350000,1000,0.1,3,random,kmeans,0.989622246026663,698896342.63203,3,0
5,350000,1000,0.1,3,random,kmeans,0.989640175770375,701479884.669297,2,0
6,350000,1000,0.1,3,random,kmeans,0.989037776054778,711045595.459138,2,0
7,350000,1000,0.1,3,random,kmeans,0.989849096448114,701392517.631552,3,0
8,350000,1000,0.1,3,random,kmeans,0.98964986909157,715379871.641511,3,0
9,350000,1000,0.1,3,random,kmeans,0.989438093872347,687544933.772101,3,0
10,350000,1000,0.1,3,random,kmeans,0.989592339993773,698346148.966816,3,0
1,350000,1000,0.2,3,random,kmeans,0.989147986162182,703531853.020734,3,0
2,350000,1000,0.2,3,random,kmeans,0.989386529505619,718979505.5875,3,0
3,350000,1000,0.2,3,random,kmeans,0.98933788771833,697721438.961437,4,0
4,350000,1000,0.2,3,random,kmeans,0.989778460614641,688640721.750604,3,0
5,350000,1000,0.2,3,random,kmeans,0.989437927598318,706647530.829541,3,0
6,350000,1000,0.2,3,random,kmeans,0.990042714194644,712370280.547705,2,0
7,350000,1000,0.2,3,random,kmeans,0.989188735878461,705621242.50886,3,0
8,350000,1000,0.2,3,random,kmeans,0.989753931994507,699288599.851367,3,0
