"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.005,3,random,mbkmeans,0.989045965319912,200778998.735859,20,NA
2,1e+05,1000,0.005,3,random,mbkmeans,0.988963870444994,202020286.73248,36,NA
3,1e+05,1000,0.005,3,random,mbkmeans,0.987925967857099,196311305.49784,21,NA
4,1e+05,1000,0.005,3,random,mbkmeans,0.989127222586643,199830486.358475,12,NA
5,1e+05,1000,0.005,3,random,mbkmeans,0.989549992838331,202778383.548675,19,NA
6,1e+05,1000,0.005,3,random,mbkmeans,0.991420935158187,200422549.348705,24,NA
7,1e+05,1000,0.005,3,random,mbkmeans,0.990475961510241,201552572.829378,14,NA
8,1e+05,1000,0.005,3,random,mbkmeans,0.988600966030495,198907908.766695,33,NA
9,1e+05,1000,0.005,3,random,mbkmeans,0.988620328629931,198064625.309374,21,NA
10,1e+05,1000,0.005,3,random,mbkmeans,0.989106048753659,204375407.040224,12,NA
1,1e+05,1000,0.01,3,random,mbkmeans,0.989466488115346,201924483.641325,16,NA
2,1e+05,1000,0.01,3,random,mbkmeans,0.990568357566423,207724287.515886,17,NA
3,1e+05,1000,0.01,3,random,mbkmeans,0.989774708456295,199649913.852084,27,NA
4,1e+05,1000,0.01,3,random,mbkmeans,0.989312670414802,203699017.324813,11,NA
5,1e+05,1000,0.01,3,random,mbkmeans,0.990044744630358,197284527.761452,18,NA
6,1e+05,1000,0.01,3,random,mbkmeans,0.989630969721185,197022205.492982,23,NA
7,1e+05,1000,0.01,3,random,mbkmeans,0.989365684656565,205017697.750893,35,NA
8,1e+05,1000,0.01,3,random,mbkmeans,0.989357434982336,198456421.110405,12,NA
9,1e+05,1000,0.01,3,random,mbkmeans,0.988998528664726,198204871.023556,15,NA
10,1e+05,1000,0.01,3,random,mbkmeans,0.988382181032317,200091473.213102,18,NA
1,1e+05,1000,0.05,3,random,mbkmeans,0.989921480564133,204018243.467546,20,NA
2,1e+05,1000,0.05,3,random,mbkmeans,0.989503181927071,199969533.380856,20,NA
3,1e+05,1000,0.05,3,random,mbkmeans,0.989914395679043,199022129.212144,20,NA
4,1e+05,1000,0.05,3,random,mbkmeans,0.989023689111979,206581814.772068,28,NA
5,1e+05,1000,0.05,3,random,mbkmeans,0.990035584203921,204190517.073626,13,NA
6,1e+05,1000,0.05,3,random,mbkmeans,0.990090706709323,204688952.848254,17,NA
7,1e+05,1000,0.05,3,random,mbkmeans,0.990581405115031,194998013.495053,18,NA
8,1e+05,1000,0.05,3,random,mbkmeans,0.98913324621481,201477962.019457,12,NA
9,1e+05,1000,0.05,3,random,mbkmeans,0.989722400020558,203479658.014004,16,NA
10,1e+05,1000,0.05,3,random,mbkmeans,0.989249671125919,201219665.323489,17,NA
1,1e+05,1000,0.1,3,random,mbkmeans,0.989936172608356,197336060.722573,40,NA
2,1e+05,1000,0.1,3,random,mbkmeans,0.98965503190021,199773250.779564,12,NA
3,1e+05,1000,0.1,3,random,mbkmeans,0.989110953923902,199094606.019151,17,NA
4,1e+05,1000,0.1,3,random,mbkmeans,0.989409602223798,201277936.892404,15,NA
5,1e+05,1000,0.1,3,random,mbkmeans,0.988121375318714,195022426.849904,23,NA
6,1e+05,1000,0.1,3,random,mbkmeans,0.989482706849424,195015136.075851,26,NA
7,1e+05,1000,0.1,3,random,mbkmeans,0.988982811833272,205830189.006384,16,NA
8,1e+05,1000,0.1,3,random,mbkmeans,0.990279571096564,203748460.869051,12,NA
9,1e+05,1000,0.1,3,random,mbkmeans,0.989105099694282,196688884.527364,25,NA
10,1e+05,1000,0.1,3,random,mbkmeans,0.990553931161155,196426611.105988,29,NA
1,1e+05,1000,0.2,3,random,mbkmeans,0.989265794355167,201782098.438389,19,NA
2,1e+05,1000,0.2,3,random,mbkmeans,0.989425480798596,197111736.259043,18,NA
3,1e+05,1000,0.2,3,random,mbkmeans,0.989213882625333,206372277.045823,15,NA
4,1e+05,1000,0.2,3,random,mbkmeans,0.988897551125903,201669690.530232,27,NA
5,1e+05,1000,0.2,3,random,mbkmeans,0.98992605845802,197083640.405316,13,NA
6,1e+05,1000,0.2,3,random,mbkmeans,0.988818679982007,201347117.698912,20,NA
7,1e+05,1000,0.2,3,random,mbkmeans,0.989649950144059,192251584.409425,38,NA
8,1e+05,1000,0.2,3,random,mbkmeans,0.989753973075755,201620748.928544,17,NA
9,1e+05,1000,0.2,3,random,mbkmeans,0.989109233135468,201666107.153001,18,NA
10,1e+05,1000,0.2,3,random,mbkmeans,0.989686597104763,202013508.915989,13,NA
1,1e+05,1000,0.35,3,random,mbkmeans,0.990088738741565,202046203.935952,18,NA
2,1e+05,1000,0.35,3,random,mbkmeans,0.989850381469999,199855026.567296,22,NA
3,1e+05,1000,0.35,3,random,mbkmeans,0.990111980593047,193006064.733165,30,NA
4,1e+05,1000,0.35,3,random,mbkmeans,0.98878869073362,204014400.993724,29,NA
5,1e+05,1000,0.35,3,random,mbkmeans,0.989044225492193,198634258.796151,14,NA
6,1e+05,1000,0.35,3,random,mbkmeans,0.989477402403951,201800118.038107,28,NA
7,1e+05,1000,0.35,3,random,mbkmeans,0.98990703603626,200466788.767801,14,NA
8,1e+05,1000,0.35,3,random,mbkmeans,0.989772732172533,201057840.206707,12,NA
9,1e+05,1000,0.35,3,random,mbkmeans,0.988931724692336,202569555.021479,42,NA
10,1e+05,1000,0.35,3,random,mbkmeans,0.989347356118735,197066885.025517,23,NA
