"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS"
14,25000,1000,0.005,3,random,mbkmeans,0.985344170820451,51101676.3203332
15,25000,1000,0.005,3,random,mbkmeans,0.992164649206233,51393724.4525246
16,25000,1000,0.005,3,random,mbkmeans,0.992898528945951,52616245.2120019
17,25000,1000,0.005,3,random,mbkmeans,0.990389225246375,50889314.2499843
18,25000,1000,0.005,3,random,mbkmeans,0.991722684362,51981241.594543
19,25000,1000,0.005,3,random,mbkmeans,0.987129392914901,52542748.9555256
20,25000,1000,0.005,3,random,mbkmeans,0.990577925779791,50965281.4837449
1,25000,1000,0.01,3,random,mbkmeans,0.990062368926815,50162091.7013017
2,25000,1000,0.01,3,random,mbkmeans,0.989599846124008,50602729.5379982
3,25000,1000,0.01,3,random,mbkmeans,0.989686214233438,50716376.3663499
4,25000,1000,0.01,3,random,mbkmeans,0.988114470246301,50945869.8282931
5,25000,1000,0.01,3,random,mbkmeans,0.987816655911772,51895698.3393046
6,25000,1000,0.01,3,random,mbkmeans,0.989307830039718,50219241.4580703
7,25000,1000,0.01,3,random,mbkmeans,0.98627925360569,50040167.7485761
8,25000,1000,0.01,3,random,mbkmeans,0.98934235031922,49708253.5310567
9,25000,1000,0.01,3,random,mbkmeans,0.988785430677026,50308422.977248
10,25000,1000,0.01,3,random,mbkmeans,0.987951750704656,51284001.234482
11,25000,1000,0.01,3,random,mbkmeans,0.989825876828183,50176409.7967747
12,25000,1000,0.01,3,random,mbkmeans,0.98747459672467,51992071.0178566
13,25000,1000,0.01,3,random,mbkmeans,0.989499647930861,52446351.9411334
14,25000,1000,0.01,3,random,mbkmeans,0.987307981504112,51471673.8661063
15,25000,1000,0.01,3,random,mbkmeans,0.991845010364628,51037110.4926172
16,25000,1000,0.01,3,random,mbkmeans,0.99331802496799,51071867.4648251
17,25000,1000,0.01,3,random,mbkmeans,0.987104746197749,50329509.2459334
