"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,1e+05,1000,0.005,3,random,kmeans,0.989443401092924,202036140.938737,3,0
2,1e+05,1000,0.005,3,random,kmeans,0.988821551013967,203035787.526611,3,0
3,1e+05,1000,0.005,3,random,kmeans,0.988769983768336,206266361.039594,3,0
4,1e+05,1000,0.005,3,random,kmeans,0.989881895597382,202101496.555383,2,0
5,1e+05,1000,0.005,3,random,kmeans,0.989680650235143,201229287.518389,3,0
6,1e+05,1000,0.005,3,random,kmeans,0.98966147131662,197925481.405474,3,0
7,1e+05,1000,0.005,3,random,kmeans,0.989427229561114,198290309.088421,2,0
8,1e+05,1000,0.005,3,random,kmeans,0.990562927938185,202120604.116991,3,0
9,1e+05,1000,0.005,3,random,kmeans,0.988899607527878,198735617.289169,3,0
10,1e+05,1000,0.005,3,random,kmeans,0.989893438472821,203680321.862023,3,0
1,1e+05,1000,0.01,3,random,kmeans,0.988878954572086,198747280.754709,2,0
2,1e+05,1000,0.01,3,random,kmeans,0.990512581326352,194106235.151324,3,0
3,1e+05,1000,0.01,3,random,kmeans,0.988789594292233,201009482.171341,3,0
4,1e+05,1000,0.01,3,random,kmeans,0.98909105872454,198497397.114974,2,0
5,1e+05,1000,0.01,3,random,kmeans,0.988922137104567,200466666.380546,3,0
6,1e+05,1000,0.01,3,random,kmeans,0.988948904582738,197756621.875455,3,0
7,1e+05,1000,0.01,3,random,kmeans,0.989452607078236,196781701.824047,2,0
8,1e+05,1000,0.01,3,random,kmeans,0.990890510413533,195219245.851244,3,0
9,1e+05,1000,0.01,3,random,kmeans,0.989035660930687,197479421.450277,3,0
10,1e+05,1000,0.01,3,random,kmeans,0.989527319233629,202294529.891271,3,0
1,1e+05,1000,0.05,3,random,kmeans,0.989164148715049,200239295.0033,3,0
2,1e+05,1000,0.05,3,random,kmeans,0.990912603677763,201469613.051538,2,0
3,1e+05,1000,0.05,3,random,kmeans,0.9893313869198,202256123.031993,2,0
4,1e+05,1000,0.05,3,random,kmeans,0.990757467705602,200358242.128346,3,0
5,1e+05,1000,0.05,3,random,kmeans,0.990107755975469,202366954.17004,3,0
6,1e+05,1000,0.05,3,random,kmeans,0.989955693189998,200039014.796778,2,0
7,1e+05,1000,0.05,3,random,kmeans,0.989107630262473,199526533.419481,3,0
8,1e+05,1000,0.05,3,random,kmeans,0.990169432149714,198222641.855362,3,0
9,1e+05,1000,0.05,3,random,kmeans,0.989800103940595,193083185.36963,2,0
10,1e+05,1000,0.05,3,random,kmeans,0.989574564471505,196394721.059808,3,0
1,1e+05,1000,0.1,3,random,kmeans,0.989270373517784,203473229.955072,2,0
2,1e+05,1000,0.1,3,random,kmeans,0.989383056007736,203786069.711453,3,0
3,1e+05,1000,0.1,3,random,kmeans,0.988186427574849,201372583.440213,3,0
4,1e+05,1000,0.1,3,random,kmeans,0.989902778844403,203333621.025686,2,0
5,1e+05,1000,0.1,3,random,kmeans,0.988767030281377,194860027.669306,3,0
6,1e+05,1000,0.1,3,random,kmeans,0.989283423981557,197307582.444172,3,0
7,1e+05,1000,0.1,3,random,kmeans,0.989054937444086,204622736.977163,2,0
8,1e+05,1000,0.1,3,random,kmeans,0.989837033622913,197185679.08196,3,0
9,1e+05,1000,0.1,3,random,kmeans,0.990190642644814,206818225.393992,2,0
10,1e+05,1000,0.1,3,random,kmeans,0.989526065676639,200632918.24603,3,0
1,1e+05,1000,0.2,3,random,kmeans,0.989630906057759,200169718.437135,3,0
2,1e+05,1000,0.2,3,random,kmeans,0.989409266270081,204336465.896629,2,0
3,1e+05,1000,0.2,3,random,kmeans,0.990530641849661,199636625.350335,3,0
4,1e+05,1000,0.2,3,random,kmeans,0.989687316036018,196775321.39946,3,0
5,1e+05,1000,0.2,3,random,kmeans,0.988456046054192,198581203.660515,3,0
6,1e+05,1000,0.2,3,random,kmeans,0.990111317835337,203019844.147205,3,0
7,1e+05,1000,0.2,3,random,kmeans,0.988735093542182,196874652.167032,3,0
8,1e+05,1000,0.2,3,random,kmeans,0.989343792698603,198895489.195633,2,0
9,1e+05,1000,0.2,3,random,kmeans,0.98940955662547,201801704.471503,3,0
10,1e+05,1000,0.2,3,random,kmeans,0.989082598725168,197136017.381658,3,0
1,1e+05,1000,0.35,3,random,kmeans,0.989989588964585,202143899.964293,3,0
2,1e+05,1000,0.35,3,random,kmeans,0.988830137920168,193971260.559825,3,0
3,1e+05,1000,0.35,3,random,kmeans,0.989423894924957,199023072.490752,2,0
4,1e+05,1000,0.35,3,random,kmeans,0.98973901175574,199366115.543437,3,0
5,1e+05,1000,0.35,3,random,kmeans,0.98969201143417,198250829.640569,3,0
6,1e+05,1000,0.35,3,random,kmeans,0.988806350432621,193344637.504861,2,0
7,1e+05,1000,0.35,3,random,kmeans,0.990842650474146,198269553.60236,3,0
8,1e+05,1000,0.35,3,random,kmeans,0.989558978235348,198359727.85034,3,0
9,1e+05,1000,0.35,3,random,kmeans,0.989614803762269,202858928.847429,3,0
10,1e+05,1000,0.35,3,random,kmeans,0.989484597743573,202155439.428811,2,0
1,1e+05,1000,0.5,3,random,kmeans,0.989562499735348,196673742.277222,2,0
2,1e+05,1000,0.5,3,random,kmeans,0.988868027393991,197219246.876454,2,0
3,1e+05,1000,0.5,3,random,kmeans,0.988786107141032,196270465.04054,2,0
4,1e+05,1000,0.5,3,random,kmeans,0.988464048982993,205027965.585153,3,0
5,1e+05,1000,0.5,3,random,kmeans,0.988942841416174,195336096.76263,3,0
6,1e+05,1000,0.5,3,random,kmeans,0.990181647045084,199184147.688807,2,0
7,1e+05,1000,0.5,3,random,kmeans,0.989144723999894,202973408.606458,3,0
8,1e+05,1000,0.5,3,random,kmeans,0.98935348211903,198326097.30449,3,0
9,1e+05,1000,0.5,3,random,kmeans,0.98948714829426,203283435.205618,3,0
10,1e+05,1000,0.5,3,random,kmeans,0.991375648448099,196932577.383559,3,0
