"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,250000,1000,0.005,3,random,hdf5,0.989705730626024,499342486.266408,18,NA
2,250000,1000,0.005,3,random,hdf5,0.98888129849902,511426428.883871,27,NA
3,250000,1000,0.005,3,random,hdf5,0.989611761162101,499482511.780813,17,NA
4,250000,1000,0.005,3,random,hdf5,0.988460135959368,499505109.116035,14,NA
5,250000,1000,0.005,3,random,hdf5,0.991239890180769,496202291.094714,23,NA
6,250000,1000,0.005,3,random,hdf5,0.989681489736387,501805879.426167,30,NA
7,250000,1000,0.005,3,random,hdf5,0.989274649367835,490008948.128073,22,NA
8,250000,1000,0.005,3,random,hdf5,0.988037557567712,490335960.314728,17,NA
9,250000,1000,0.005,3,random,hdf5,0.989431383215096,510311140.539362,22,NA
10,250000,1000,0.005,3,random,hdf5,0.990078911194837,502830266.640742,20,NA
1,250000,1000,0.01,3,random,hdf5,0.988589027869676,495896261.18512,23,NA
2,250000,1000,0.01,3,random,hdf5,0.988901048217188,502230462.397559,18,NA
3,250000,1000,0.01,3,random,hdf5,0.988700212779164,511629363.854586,25,NA
4,250000,1000,0.01,3,random,hdf5,0.990022075948118,496927470.563983,14,NA
5,250000,1000,0.01,3,random,hdf5,0.989371351013869,492582957.176633,20,NA
6,250000,1000,0.01,3,random,hdf5,0.989511457246511,502407901.469641,26,NA
7,250000,1000,0.01,3,random,hdf5,0.989008307296868,498045961.225476,23,NA
8,250000,1000,0.01,3,random,hdf5,0.98929373107939,511316124.172627,26,NA
9,250000,1000,0.01,3,random,hdf5,0.988806397659023,498994849.938943,31,NA
10,250000,1000,0.01,3,random,hdf5,0.990013179811791,498066583.563452,19,NA
1,250000,1000,0.05,3,random,hdf5,0.989367727256143,505448110.475888,24,NA
2,250000,1000,0.05,3,random,hdf5,0.989477496172105,505292207.159972,19,NA
3,250000,1000,0.05,3,random,hdf5,0.989242895888392,507860299.62682,22,NA
4,250000,1000,0.05,3,random,hdf5,0.989775094503631,493628019.511539,12,NA
5,250000,1000,0.05,3,random,hdf5,0.989212209806702,512225708.577854,25,NA
6,250000,1000,0.05,3,random,hdf5,0.989708964239992,496253918.150735,11,NA
7,250000,1000,0.05,3,random,hdf5,0.988930601081877,492720148.904825,25,NA
8,250000,1000,0.05,3,random,hdf5,0.989687874850724,489877226.491266,14,NA
9,250000,1000,0.05,3,random,hdf5,0.989555324432412,491124825.15128,27,NA
10,250000,1000,0.05,3,random,hdf5,0.988602867279798,512830007.227883,20,NA
1,250000,1000,0.1,3,random,hdf5,0.98946823786328,491757823.800918,22,NA
2,250000,1000,0.1,3,random,hdf5,0.989007350314181,490433332.653287,29,NA
3,250000,1000,0.1,3,random,hdf5,0.989818251814373,513648272.539066,19,NA
4,250000,1000,0.1,3,random,hdf5,0.990122300124471,506368378.817212,21,NA
5,250000,1000,0.1,3,random,hdf5,0.989461551206292,490189767.851267,26,NA
6,250000,1000,0.1,3,random,hdf5,0.989150832773792,506361475.789471,35,NA
7,250000,1000,0.1,3,random,hdf5,0.989852674641031,488781058.181535,16,NA
8,250000,1000,0.1,3,random,hdf5,0.989976437891654,501169179.437086,23,NA
9,250000,1000,0.1,3,random,hdf5,0.989853523354531,512850619.895994,12,NA
10,250000,1000,0.1,3,random,hdf5,0.9892539405828,504071094.994204,27,NA
1,250000,1000,0.2,3,random,hdf5,0.989598215983439,490560192.091812,32,NA
2,250000,1000,0.2,3,random,hdf5,0.9890974304142,493602438.294321,18,NA
3,250000,1000,0.2,3,random,hdf5,0.989988012557058,505291962.706744,21,NA
4,250000,1000,0.2,3,random,hdf5,0.989430436871515,499591731.482599,26,NA
5,250000,1000,0.2,3,random,hdf5,0.989995162024208,492702560.921457,27,NA
