"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,175000,1000,0.005,3,random,kmeans,0.989261756738159,350319538.71793,2,0
2,175000,1000,0.005,3,random,kmeans,0.989265426614589,344533852.226699,2,0
3,175000,1000,0.005,3,random,kmeans,0.989271461286178,348215072.279718,3,0
4,175000,1000,0.005,3,random,kmeans,0.989731611923691,350179952.299604,3,0
5,175000,1000,0.005,3,random,kmeans,0.989202443657748,349578852.052629,3,0
6,175000,1000,0.005,3,random,kmeans,0.989103481863338,348509166.647678,2,0
7,175000,1000,0.005,3,random,kmeans,0.988833801813311,344980640.715151,3,0
8,175000,1000,0.005,3,random,kmeans,0.990026340796649,341829413.576119,3,0
9,175000,1000,0.005,3,random,kmeans,0.989677544898242,345067066.215826,3,0
10,175000,1000,0.005,3,random,kmeans,0.989957484388367,340257392.859851,3,0
1,175000,1000,0.01,3,random,kmeans,0.98924345159259,353651738.65046,3,0
2,175000,1000,0.01,3,random,kmeans,0.989781037173737,349479843.052737,3,0
3,175000,1000,0.01,3,random,kmeans,0.989540003805976,353376609.165203,3,0
4,175000,1000,0.01,3,random,kmeans,0.989582098379231,357811277.130643,3,0
5,175000,1000,0.01,3,random,kmeans,0.989576668367574,336529470.876103,3,0
6,175000,1000,0.01,3,random,kmeans,0.990442358429976,354413907.853698,2,0
7,175000,1000,0.01,3,random,kmeans,0.989891782692784,352769387.96993,2,0
8,175000,1000,0.01,3,random,kmeans,0.989342366806028,348756742.658563,3,0
9,175000,1000,0.01,3,random,kmeans,0.98910913483936,354355336.713373,3,0
10,175000,1000,0.01,3,random,kmeans,0.989812021744611,361121896.739157,2,0
1,175000,1000,0.05,3,random,kmeans,0.990388397460129,339750758.810025,3,0
2,175000,1000,0.05,3,random,kmeans,0.989763362801925,348766822.780691,3,0
3,175000,1000,0.05,3,random,kmeans,0.989186074345839,352664648.711856,2,0
4,175000,1000,0.05,3,random,kmeans,0.989445329050948,349356851.471906,3,0
5,175000,1000,0.05,3,random,kmeans,0.988816828880687,351405956.452875,3,0
6,175000,1000,0.05,3,random,kmeans,0.988966559431612,353330567.855799,3,0
7,175000,1000,0.05,3,random,kmeans,0.988923782089988,344495043.910364,2,0
8,175000,1000,0.05,3,random,kmeans,0.989749483994318,345253144.432458,3,0
9,175000,1000,0.05,3,random,kmeans,0.989762282443225,349138704.124945,3,0
10,175000,1000,0.05,3,random,kmeans,0.988796492006905,360587211.263002,2,0
1,175000,1000,0.1,3,random,kmeans,0.989433801160196,352847174.740884,3,0
2,175000,1000,0.1,3,random,kmeans,0.989638118022448,356888646.171189,3,0
3,175000,1000,0.1,3,random,kmeans,0.990110521703473,343311396.89445,3,0
4,175000,1000,0.1,3,random,kmeans,0.989100241149846,345429952.103953,3,0
5,175000,1000,0.1,3,random,kmeans,0.98916802684737,354110779.089639,3,0
6,175000,1000,0.1,3,random,kmeans,0.989215250452615,357418696.819282,3,0
7,175000,1000,0.1,3,random,kmeans,0.989285632222056,350781007.602388,2,0
8,175000,1000,0.1,3,random,kmeans,0.989512014458156,339172397.183,3,0
