"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,0.005,3,random,mbkmeans,0.993271622258829,1639481.42203198,14,NA
2,500,1000,0.005,3,random,mbkmeans,0.986443334432291,1598305.86648865,26,NA
3,500,1000,0.005,3,random,mbkmeans,1,1476541.87873696,16,NA
4,500,1000,0.005,3,random,mbkmeans,0.964260715394916,2088992.71273513,26,NA
5,500,1000,0.005,3,random,mbkmeans,0.954485608515492,1900609.34533584,22,NA
6,500,1000,0.005,3,random,mbkmeans,0.984778467950466,2011371.35704062,12,NA
7,500,1000,0.005,3,random,mbkmeans,0.966114513283412,1911372.00266663,28,NA
8,500,1000,0.005,3,random,mbkmeans,0.967168946704299,1303940.35088999,27,NA
9,500,1000,0.005,3,random,mbkmeans,0.901662499127594,2095524.41058871,25,NA
10,500,1000,0.005,3,random,mbkmeans,0.961905234418752,1584613.77496217,26,NA
11,500,1000,0.005,3,random,mbkmeans,0.987294212989575,1484397.69697542,19,NA
12,500,1000,0.005,3,random,mbkmeans,0.993216326799724,1610494.86985077,11,NA
13,500,1000,0.005,3,random,mbkmeans,1,1603970.45239432,44,NA
14,500,1000,0.005,3,random,mbkmeans,0.96266557941542,1948269.58913871,16,NA
15,500,1000,0.005,3,random,mbkmeans,0.943148682952732,2121728.15298898,10,NA
16,500,1000,0.005,3,random,mbkmeans,0.975384260622236,1688896.61543118,10,NA
17,500,1000,0.005,3,random,mbkmeans,0.986785310510018,1758313.09661107,22,NA
18,500,1000,0.005,3,random,mbkmeans,0.993968278202563,1605154.78101732,16,NA
19,500,1000,0.005,3,random,mbkmeans,0.836231680767365,2376969.25667247,25,NA
20,500,1000,0.005,3,random,mbkmeans,0.901241472483517,2520101.24465194,17,NA
21,500,1000,0.005,3,random,mbkmeans,0.969555390888091,1673449.32390683,15,NA
22,500,1000,0.005,3,random,mbkmeans,0.958368531617456,1652028.47358943,26,NA
23,500,1000,0.005,3,random,mbkmeans,0.981048731915216,1597009.21262188,13,NA
24,500,1000,0.005,3,random,mbkmeans,1,1482604.66824694,12,NA
25,500,1000,0.005,3,random,mbkmeans,0.958656128884823,1883813.95890953,21,NA
26,500,1000,0.005,3,random,mbkmeans,0.988754139430792,1382931.99718209,29,NA
