"B","observations","genes","batch_size","k","initializer","method","ARI","WCSS"
1,500,1000,0.005,3,random,mbkmeans,0.98217003619774,1519320.82314574
2,500,1000,0.005,3,random,mbkmeans,0.975224069101617,1618585.65016556
3,500,1000,0.005,3,random,mbkmeans,0.975368660996842,1882856.60507358
4,500,1000,0.005,3,random,mbkmeans,0.981289707950248,1976954.33548104
5,500,1000,0.005,3,random,mbkmeans,0.924289258349344,1902325.78451939
6,500,1000,0.005,3,random,mbkmeans,0.934185602487817,2077486.16825083
7,500,1000,0.005,3,random,mbkmeans,0.889032774074132,2555150.87079724
8,500,1000,0.005,3,random,mbkmeans,1,1672317.84597375
9,500,1000,0.005,3,random,mbkmeans,0.949421524622932,2395252.20105419
10,500,1000,0.005,3,random,mbkmeans,0.98727020132767,1530164.86136141
11,500,1000,0.005,3,random,mbkmeans,0.982054486678427,1803963.0429066
12,500,1000,0.005,3,random,mbkmeans,0.969154789656829,1646502.84789045
13,500,1000,0.005,3,random,mbkmeans,0.950823291421034,1802609.82620272
14,500,1000,0.005,3,random,mbkmeans,0.981437795530358,1966583.44458246
15,500,1000,0.005,3,random,mbkmeans,0.973996002231129,1628003.87776429
16,500,1000,0.005,3,random,mbkmeans,0.975168487619483,1825487.93952448
17,500,1000,0.005,3,random,mbkmeans,0.974619486639953,1555327.60405399
18,500,1000,0.005,3,random,mbkmeans,0.988448845774355,1978530.52241385
19,500,1000,0.005,3,random,mbkmeans,1,1790153.01061591
20,500,1000,0.005,3,random,mbkmeans,0.598400229613363,3860954.18746117
1,500,1000,0.01,3,random,mbkmeans,0.937708756157181,1770574.63205979
2,500,1000,0.01,3,random,mbkmeans,0.960300252451401,1566331.13362406
3,500,1000,0.01,3,random,mbkmeans,0.98670246362769,1494122.22379581
4,500,1000,0.01,3,random,mbkmeans,0.935773410567887,2082453.34390818
5,500,1000,0.01,3,random,mbkmeans,0.958530820504936,1586006.96542199
6,500,1000,0.01,3,random,mbkmeans,0.987250859223465,1355745.15257373
7,500,1000,0.01,3,random,mbkmeans,0.988940861252585,2046201.57232284
8,500,1000,0.01,3,random,mbkmeans,1,1626835.22435618
9,500,1000,0.01,3,random,mbkmeans,0.960848946024002,1588440.68003116
10,500,1000,0.01,3,random,mbkmeans,1,1409037.74014329
11,500,1000,0.01,3,random,mbkmeans,0.973322559281231,1815100.42009033
12,500,1000,0.01,3,random,mbkmeans,0.973846789652064,1489977.45992094
13,500,1000,0.01,3,random,mbkmeans,1,1907796.72583497
14,500,1000,0.01,3,random,mbkmeans,0.994008221477156,1243672.24844874
15,500,1000,0.01,3,random,mbkmeans,0.993904027189696,1533694.15550877
16,500,1000,0.01,3,random,mbkmeans,0.948838369268249,1471791.8375356
17,500,1000,0.01,3,random,mbkmeans,0.979338307968536,1521249.62460684
18,500,1000,0.01,3,random,mbkmeans,0.986719339327778,1240698.46434716
19,500,1000,0.01,3,random,mbkmeans,0.994164613499874,1659516.06737719
20,500,1000,0.01,3,random,mbkmeans,0.9862778033807,1256244.71928674
1,500,1000,0.05,3,random,mbkmeans,0.973717433968973,1048102.52612684
2,500,1000,0.05,3,random,mbkmeans,0.994037759918437,1254894.63749001
3,500,1000,0.05,3,random,mbkmeans,0.986430250206995,1154198.48589764
4,500,1000,0.05,3,random,mbkmeans,0.974824836881217,1183570.16180817
5,500,1000,0.05,3,random,mbkmeans,1,1134742.54561036
6,500,1000,0.05,3,random,mbkmeans,0.987311812946848,1104033.80074385
7,500,1000,0.05,3,random,mbkmeans,0.994025928038427,1019674.82849521
8,500,1000,0.05,3,random,mbkmeans,0.993207132330237,1115494.98207348
9,500,1000,0.05,3,random,mbkmeans,1,1137696.28762028
10,500,1000,0.05,3,random,mbkmeans,0.993251647395868,1148932.27133653
11,500,1000,0.05,3,random,mbkmeans,0.993032366593187,1093701.26157035
12,500,1000,0.05,3,random,mbkmeans,0.969615120207182,1463830.80349905
13,500,1000,0.05,3,random,mbkmeans,0.981023183613939,1143013.74274693
14,500,1000,0.05,3,random,mbkmeans,0.961826515103709,1054879.2597264
15,500,1000,0.05,3,random,mbkmeans,1,1109772.62015294
16,500,1000,0.05,3,random,mbkmeans,1,1031371.76627387
17,500,1000,0.05,3,random,mbkmeans,0.964061626562542,1268686.69100121
18,500,1000,0.05,3,random,mbkmeans,0.993121995613032,1181912.1084093
19,500,1000,0.05,3,random,mbkmeans,1,1072841.22172916
20,500,1000,0.05,3,random,mbkmeans,1,1014025.35806852
1,500,1000,0.1,3,random,mbkmeans,0.976330279022174,1017924.41965807
2,500,1000,0.1,3,random,mbkmeans,0.983969136880969,1101605.91532069
3,500,1000,0.1,3,random,mbkmeans,0.986510769225419,1166106.40112344
4,500,1000,0.1,3,random,mbkmeans,0.993124931855638,1000784.95326444
5,500,1000,0.1,3,random,mbkmeans,0.975403566347948,1115807.90143851
6,500,1000,0.1,3,random,mbkmeans,0.994078494661284,1047211.37814535
7,500,1000,0.1,3,random,mbkmeans,0.987274440284904,1051025.02188514
8,500,1000,0.1,3,random,mbkmeans,1,1115591.8725174
9,500,1000,0.1,3,random,mbkmeans,0.976581930591054,1022493.2817624
10,500,1000,0.1,3,random,mbkmeans,0.993783627973418,1036480.67594507
